"","Source","Site_name","Site","Core","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","Season","U_depth_m","L_depth_m","Method","SOM_perc","BD_reported_g_cm3","DOI"
"592","Ford et al 2016","HF WP 22","WP",22,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",8.19,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"593","Ford et al 2016","HF WP 22","WP",22,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",9.03,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"594","Ford et al 2016","HF WP 22","WP",22,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",1.23,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"595","Ford et al 2016","HF WP 1","WP",1,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",12.5,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"596","Ford et al 2016","HF WP 1","WP",1,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",19.8,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"597","Ford et al 2016","HF WP 1","WP",1,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",2.32,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"598","Ford et al 2016","HF WP 2","WP",2,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",10.83,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"599","Ford et al 2016","HF WP 2","WP",2,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",6.59,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"600","Ford et al 2016","HF WP 2","WP",2,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",2.05,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"601","Ford et al 2016","HF WP 3","WP",3,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",5.12,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"602","Ford et al 2016","HF WP 3","WP",3,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",9.66,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"603","Ford et al 2016","HF WP 3","WP",3,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",2.42,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"604","Ford et al 2016","HF WP 4","WP",4,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",5.71,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"605","Ford et al 2016","HF WP 4","WP",4,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",10.02,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"606","Ford et al 2016","HF WP 4","WP",4,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",3.03,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"607","Ford et al 2016","HF WP 5","WP",5,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",7.48,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"608","Ford et al 2016","HF WP 5","WP",5,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",6.38,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"609","Ford et al 2016","HF WP 5","WP",5,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",1.56,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"610","Ford et al 2016","HF WP 6","WP",6,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",18.21,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"611","Ford et al 2016","HF WP 6","WP",6,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",7.14,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"612","Ford et al 2016","HF WP 6","WP",6,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",2.21,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"613","Ford et al 2016","HF WP 7","WP",7,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",24.61,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"614","Ford et al 2016","HF WP 7","WP",7,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",12.64,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"615","Ford et al 2016","HF WP 7","WP",7,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",2.47,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"616","Ford et al 2016","HF WP 8","WP",8,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",14.47,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"617","Ford et al 2016","HF WP 8","WP",8,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",6.92,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"618","Ford et al 2016","HF WP 8","WP",8,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",2.49,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"619","Ford et al 2016","HF WP 9","WP",9,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",11.18,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"620","Ford et al 2016","HF WP 9","WP",9,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",7.02,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"621","Ford et al 2016","HF WP 9","WP",9,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",5.55,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"622","Ford et al 2016","HF WP 10","WP",10,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",16.24,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"623","Ford et al 2016","HF WP 10","WP",10,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",11.87,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"624","Ford et al 2016","HF WP 10","WP",10,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",4.07,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"625","Ford et al 2016","HF WP 11","WP",11,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",3.38,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"626","Ford et al 2016","HF WP 11","WP",11,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",8.1,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"627","Ford et al 2016","HF WP 11","WP",11,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",1.18,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"628","Ford et al 2016","HF WP 12","WP",12,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",1.13,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"629","Ford et al 2016","HF WP 12","WP",12,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",6.32,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"630","Ford et al 2016","HF WP 12","WP",12,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",2.45,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"631","Ford et al 2016","HF WP 13","WP",13,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",0.85,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"632","Ford et al 2016","HF WP 13","WP",13,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",0.78,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"633","Ford et al 2016","HF WP 13","WP",13,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",4.49,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"634","Ford et al 2016","HF WP 14","WP",14,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",24.54,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"635","Ford et al 2016","HF WP 14","WP",14,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",2.5,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"636","Ford et al 2016","HF WP 14","WP",14,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",2.02,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"637","Ford et al 2016","HF WP 15","WP",15,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",8.58,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"638","Ford et al 2016","HF WP 15","WP",15,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",6.66,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"639","Ford et al 2016","HF WP 15","WP",15,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",2.66,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"640","Ford et al 2016","HF WP 16","WP",16,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",12.52,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"641","Ford et al 2016","HF WP 16","WP",16,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",2.5,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"642","Ford et al 2016","HF WP 16","WP",16,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",1.71,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"643","Ford et al 2016","HF WP 17","WP",17,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",11.22,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"644","Ford et al 2016","HF WP 17","WP",17,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",5.18,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"645","Ford et al 2016","HF WP 17","WP",17,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",1.97,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"646","Ford et al 2016","HF WP 18","WP",18,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",5.45,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"647","Ford et al 2016","HF WP 18","WP",18,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",8.88,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"648","Ford et al 2016","HF WP 18","WP",18,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",3.24,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"649","Ford et al 2016","HF WP 19","WP",19,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",3.18,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"650","Ford et al 2016","HF WP 19","WP",19,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",7.1,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"651","Ford et al 2016","HF WP 19","WP",19,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",3.98,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"652","Ford et al 2016","HF WP 20","WP",20,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",1.67,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"653","Ford et al 2016","HF WP 20","WP",20,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",2.31,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"654","Ford et al 2016","HF WP 20","WP",20,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",3.84,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"655","Ford et al 2016","HF WP 21","WP",21,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",8.99,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"656","Ford et al 2016","HF WP 21","WP",21,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",5.69,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"657","Ford et al 2016","HF WP 21","WP",21,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",1.76,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"658","Ford et al 2016","HF WP 22","WP",22,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0,0.1,"LOI",0.57,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"659","Ford et al 2016","HF WP 22","WP",22,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0.1,0.2,"LOI",2.07,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"660","Ford et al 2016","HF WP 22","WP",22,"Saltmarsh",54.15,-2.96666666666667,"direct from dataset","2","UK","2013","Summer",0.2,0.3,"LOI",0.82,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"661","Ford et al 2016","HF WS 1","WS",1,"Saltmarsh",54.1333333333333,-2.8,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",NA,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"662","Ford et al 2016","HF WS 1","WS",1,"Saltmarsh",54.1333333333333,-2.8,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",NA,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"663","Ford et al 2016","HF WS 1","WS",1,"Saltmarsh",54.1333333333333,-2.8,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",NA,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"664","Ford et al 2016","HF WS 2","WS",2,"Saltmarsh",54.1333333333333,-2.8,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",12.6,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"665","Ford et al 2016","HF WS 2","WS",2,"Saltmarsh",54.1333333333333,-2.8,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",8.71,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"666","Ford et al 2016","HF WS 2","WS",2,"Saltmarsh",54.1333333333333,-2.8,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",1.51,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"667","Ford et al 2016","HF WS 3","WS",3,"Saltmarsh",54.1333333333333,-2.8,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",6.57,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"668","Ford et al 2016","HF WS 3","WS",3,"Saltmarsh",54.1333333333333,-2.8,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",1.62,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"669","Ford et al 2016","HF WS 3","WS",3,"Saltmarsh",54.1333333333333,-2.8,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",1.65,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"670","Ford et al 2016","HF WS 4","WS",4,"Saltmarsh",54.1333333333333,-2.8,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",13.15,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"671","Ford et al 2016","HF WS 4","WS",4,"Saltmarsh",54.1333333333333,-2.8,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",3.04,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"672","Ford et al 2016","HF WS 4","WS",4,"Saltmarsh",54.1333333333333,-2.8,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",0.88,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"673","Ford et al 2016","HF WS 5","WS",5,"Saltmarsh",54.1333333333333,-2.8,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",5.04,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"674","Ford et al 2016","HF WS 5","WS",5,"Saltmarsh",54.1333333333333,-2.8,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",1.37,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"675","Ford et al 2016","HF WS 5","WS",5,"Saltmarsh",54.1333333333333,-2.8,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",0.8,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"676","Ford et al 2016","HF WS 6","WS",6,"Saltmarsh",54.1333333333333,-2.8,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",1.92,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"677","Ford et al 2016","HF WS 6","WS",6,"Saltmarsh",54.1333333333333,-2.8,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",-5.31,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"678","Ford et al 2016","HF WS 6","WS",6,"Saltmarsh",54.1333333333333,-2.8,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",0.93,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"679","Ford et al 2016","HF WS 7","WS",7,"Saltmarsh",54.1333333333333,-2.8,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",2.33,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"680","Ford et al 2016","HF WS 7","WS",7,"Saltmarsh",54.1333333333333,-2.8,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",1.21,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"681","Ford et al 2016","HF WS 7","WS",7,"Saltmarsh",54.1333333333333,-2.8,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",1.56,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"682","Ford et al 2016","HF WS 8","WS",8,"Saltmarsh",54.1333333333333,-2.8,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",3.72,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"683","Ford et al 2016","HF WS 8","WS",8,"Saltmarsh",54.1333333333333,-2.8,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",1.5,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"684","Ford et al 2016","HF WS 8","WS",8,"Saltmarsh",54.1333333333333,-2.8,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",0.74,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"685","Ford et al 2016","HF WS 9","WS",9,"Saltmarsh",54.1333333333333,-2.8,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",4.5,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"686","Ford et al 2016","HF WS 9","WS",9,"Saltmarsh",54.1333333333333,-2.8,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",1.26,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"687","Ford et al 2016","HF WS 9","WS",9,"Saltmarsh",54.1333333333333,-2.8,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",0.9,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"688","Ford et al 2016","HF WS 10","WS",10,"Saltmarsh",54.1333333333333,-2.8,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",3.54,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"689","Ford et al 2016","HF WS 10","WS",10,"Saltmarsh",54.1333333333333,-2.8,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",1.23,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"690","Ford et al 2016","HF WS 10","WS",10,"Saltmarsh",54.1333333333333,-2.8,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",1.04,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"691","Ford et al 2016","HF WS 11","WS",11,"Saltmarsh",54.1333333333333,-2.8,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",10.48,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"692","Ford et al 2016","HF WS 11","WS",11,"Saltmarsh",54.1333333333333,-2.8,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",4.26,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"693","Ford et al 2016","HF WS 11","WS",11,"Saltmarsh",54.1333333333333,-2.8,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",1.09,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"694","Ford et al 2016","HF WS 12","WS",12,"Saltmarsh",54.1333333333333,-2.8,"direct from dataset","2","UK","2013","Winter",0,0.1,"LOI",2.89,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"695","Ford et al 2016","HF WS 12","WS",12,"Saltmarsh",54.1333333333333,-2.8,"direct from dataset","2","UK","2013","Winter",0.1,0.2,"LOI",0.94,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
"696","Ford et al 2016","HF WS 12","WS",12,"Saltmarsh",54.1333333333333,-2.8,"direct from dataset","2","UK","2013","Winter",0.2,0.3,"LOI",0.8,"measured but not in dataset","https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5"
