"","Source","Site_name","Site","Core","Habitat_type","Substrate","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Nation","Year_collected","U_depth_m","L_depth_m","Core_type","Method","OC_perc","N_perc","BD_reported_g_cm3"
"3421","Smeaton unpublished C-SIDE","CS 12","Rhymney Wharf","Rhymney Wharf 12","Saltmarsh","Clay",51.50236798,-3.08385067,"direct from dataset","1","UK","Wales",2019,0.2,0.22,"Narrow","EA",5.489442081,NA,0.533734511
"3422","Smeaton unpublished C-SIDE","CS 12","Rhymney Wharf","Rhymney Wharf 12","Saltmarsh","Clay",51.50236798,-3.08385067,"direct from dataset","1","UK","Wales",2019,0.3,0.32,"Narrow","EA",4.61799312,NA,0.739094164
"3423","Smeaton unpublished C-SIDE","CS 12","Rhymney Wharf","Rhymney Wharf 12","Saltmarsh","Clay with roots",51.50236798,-3.08385067,"direct from dataset","1","UK","Wales",2019,0.4,0.42,"Narrow","EA",3.204030942,NA,0.73158615
"3424","Smeaton unpublished C-SIDE","CS 12","Rhymney Wharf","Rhymney Wharf 12","Saltmarsh","Clay with roots",51.50236798,-3.08385067,"direct from dataset","1","UK","Wales",2019,0.5,0.52,"Narrow","EA",4.418582472,NA,0.658736854
"3425","Smeaton unpublished C-SIDE","CS 12","Rhymney Wharf","Rhymney Wharf 12","Saltmarsh","Clay with roots",51.50236798,-3.08385067,"direct from dataset","1","UK","Wales",2019,0.6,0.62,"Narrow","EA",4.99653974,NA,0.781648951
"3426","Smeaton unpublished C-SIDE","CS 12","Rhymney Wharf","Rhymney Wharf 12","Saltmarsh","Clay with roots",51.50236798,-3.08385067,"direct from dataset","1","UK","Wales",2019,0.7,0.72,"Narrow","EA",2.55255343,NA,0.95539246
"3427","Smeaton unpublished C-SIDE","CS 12","Rhymney Wharf","Rhymney Wharf 12","Saltmarsh","Clay with roots",51.50236798,-3.08385067,"direct from dataset","1","UK","Wales",2019,0.8,0.82,"Narrow","EA",2.150487323,NA,1.072090059
"3428","Smeaton unpublished C-SIDE","CS 12","Rhymney Wharf","Rhymney Wharf 12","Saltmarsh","Clay with roots",51.50236798,-3.08385067,"direct from dataset","1","UK","Wales",2019,0.9,0.92,"Narrow","EA",1.989013192,NA,1.332227284
"3429","Smeaton unpublished C-SIDE","CS 13","Rhymney Wharf","Rhymney Wharf 13","Saltmarsh","Silt (roots)",51.50235183,-3.08206815,"direct from dataset","1","UK","Wales",2019,0,0.02,"Narrow","EA",8.23,NA,0.352154922
"3430","Smeaton unpublished C-SIDE","CS 13","Rhymney Wharf","Rhymney Wharf 13","Saltmarsh","Silt (roots)",51.50235183,-3.08206815,"direct from dataset","1","UK","Wales",2019,0.04,0.06,"Narrow","EA",4.35,NA,0.557589562
"3431","Smeaton unpublished C-SIDE","CS 13","Rhymney Wharf","Rhymney Wharf 13","Saltmarsh","Silt (roots)",51.50235183,-3.08206815,"direct from dataset","1","UK","Wales",2019,0.1,0.12,"Narrow","EA",5.934867769,NA,0.947959432
"3432","Smeaton unpublished C-SIDE","CS 13","Rhymney Wharf","Rhymney Wharf 13","Saltmarsh","Silt (roots)",51.50235183,-3.08206815,"direct from dataset","1","UK","Wales",2019,0.2,0.22,"Narrow","EA",5.509241712,NA,0.562641771
"3433","Smeaton unpublished C-SIDE","CS 13","Rhymney Wharf","Rhymney Wharf 13","Saltmarsh","Silt (roots)",51.50235183,-3.08206815,"direct from dataset","1","UK","Wales",2019,0.3,0.32,"Narrow","EA",6.207642178,NA,0.650694562
"3434","Smeaton unpublished C-SIDE","CS 13","Rhymney Wharf","Rhymney Wharf 13","Saltmarsh","Silt (roots)",51.50235183,-3.08206815,"direct from dataset","1","UK","Wales",2019,0.5,0.52,"Narrow","EA",8.106093468,NA,0.603256285
"3435","Smeaton unpublished C-SIDE","CS 13","Rhymney Wharf","Rhymney Wharf 13","Saltmarsh","Silt (roots)",51.50235183,-3.08206815,"direct from dataset","1","UK","Wales",2019,0.6,0.62,"Narrow","EA",6.733101729,NA,0.887998425
"3436","Smeaton unpublished C-SIDE","CS 13","Rhymney Wharf","Rhymney Wharf 13","Saltmarsh","Silt (roots)",51.50235183,-3.08206815,"direct from dataset","1","UK","Wales",2019,0.7,0.72,"Narrow","EA",6.276939082,NA,0.682863731
"3437","Smeaton unpublished C-SIDE","CS 13","Rhymney Wharf","Rhymney Wharf 13","Saltmarsh","Silt (roots)",51.50235183,-3.08206815,"direct from dataset","1","UK","Wales",2019,0.8,0.82,"Narrow","EA",6.386783713,NA,0.891429053
"3438","Smeaton unpublished C-SIDE","CS 13","Rhymney Wharf","Rhymney Wharf 13","Saltmarsh","Silt (roots)",51.50235183,-3.08206815,"direct from dataset","1","UK","Wales",2019,0.9,0.92,"Narrow","EA",2.890867419,NA,0.971720751
"3439","Smeaton unpublished C-SIDE","CS 14","Rhymney Wharf","Rhymney Wharf 14","Saltmarsh","Silty Clay",51.50240477,-3.0807158,"direct from dataset","1","UK","Wales",2019,0.04,0.06,"Narrow","EA",3.54,NA,0.808353486
"3440","Smeaton unpublished C-SIDE","CS 14","Rhymney Wharf","Rhymney Wharf 14","Saltmarsh","Silty Clay",51.50240477,-3.0807158,"direct from dataset","1","UK","Wales",2019,0.1,0.12,"Narrow","EA",2.74,NA,0.646992108
"3441","Smeaton unpublished C-SIDE","CS 14","Rhymney Wharf","Rhymney Wharf 14","Saltmarsh","Silty Clay",51.50240477,-3.0807158,"direct from dataset","1","UK","Wales",2019,0.3,0.32,"Narrow","EA",4.841746588,NA,0.662739254
"3442","Smeaton unpublished C-SIDE","CS 14","Rhymney Wharf","Rhymney Wharf 14","Saltmarsh","Clay",51.50240477,-3.0807158,"direct from dataset","1","UK","Wales",2019,0.4,0.42,"Narrow","EA",4.101811015,NA,0.681504602
"3443","Smeaton unpublished C-SIDE","CS 14","Rhymney Wharf","Rhymney Wharf 14","Saltmarsh","Clay",51.50240477,-3.0807158,"direct from dataset","1","UK","Wales",2019,0.5,0.52,"Narrow","EA",4.137488701,NA,0.64044017
"3444","Smeaton unpublished C-SIDE","CS 14","Rhymney Wharf","Rhymney Wharf 14","Saltmarsh","Clay",51.50240477,-3.0807158,"direct from dataset","1","UK","Wales",2019,0.7,0.72,"Narrow","EA",4.637745098,NA,0.587527886
"3445","Smeaton unpublished C-SIDE","CS 14","Rhymney Wharf","Rhymney Wharf 14","Saltmarsh","Clay",51.50240477,-3.0807158,"direct from dataset","1","UK","Wales",2019,0.8,0.82,"Narrow","EA",4.1926963,NA,0.630776297
"3446","Smeaton unpublished C-SIDE","CS 14","Rhymney Wharf","Rhymney Wharf 14","Saltmarsh","Clay",51.50240477,-3.0807158,"direct from dataset","1","UK","Wales",2019,0.9,0.92,"Narrow","EA",4.015980213,NA,0.840588268
"3447","Smeaton unpublished C-SIDE","CS 15","Rhymney Wharf","Rhymney Wharf 15","Saltmarsh","Silt (roots)",51.50240605,-3.07952172,"direct from dataset","1","UK","Wales",2019,0,0.02,"Narrow","EA",2.82,NA,0.602422061
"3448","Smeaton unpublished C-SIDE","CS 15","Rhymney Wharf","Rhymney Wharf 15","Saltmarsh","Silt (roots)",51.50240605,-3.07952172,"direct from dataset","1","UK","Wales",2019,0.04,0.06,"Narrow","EA",2.82,NA,0.56493823
"3449","Smeaton unpublished C-SIDE","CS 15","Rhymney Wharf","Rhymney Wharf 15","Saltmarsh","Silt",51.50240605,-3.07952172,"direct from dataset","1","UK","Wales",2019,0.1,0.12,"Narrow","EA",3.756275994,NA,0.602384568
"3450","Smeaton unpublished C-SIDE","CS 15","Rhymney Wharf","Rhymney Wharf 15","Saltmarsh","Silty Clay",51.50240605,-3.07952172,"direct from dataset","1","UK","Wales",2019,0.2,0.22,"Narrow","EA",4.417223831,NA,0.616528879
"3451","Smeaton unpublished C-SIDE","CS 15","Rhymney Wharf","Rhymney Wharf 15","Saltmarsh","Silty Clay",51.50240605,-3.07952172,"direct from dataset","1","UK","Wales",2019,0.3,0.32,"Narrow","EA",3.532856868,NA,0.824316218
"3452","Smeaton unpublished C-SIDE","CS 15","Rhymney Wharf","Rhymney Wharf 15","Saltmarsh","Silty Clay",51.50240605,-3.07952172,"direct from dataset","1","UK","Wales",2019,0.4,0.42,"Narrow","EA",3.465433037,NA,0.76637047
"3453","Smeaton unpublished C-SIDE","CS 15","Rhymney Wharf","Rhymney Wharf 15","Saltmarsh","Silty Clay",51.50240605,-3.07952172,"direct from dataset","1","UK","Wales",2019,0.5,0.52,"Narrow","EA",3.426358271,NA,0.726693287
"3454","Smeaton unpublished C-SIDE","CS 15","Rhymney Wharf","Rhymney Wharf 15","Saltmarsh","Silty Clay",51.50240605,-3.07952172,"direct from dataset","1","UK","Wales",2019,0.6,0.62,"Narrow","EA",3.800108636,NA,0.658155709
"3455","Smeaton unpublished C-SIDE","CS 15","Rhymney Wharf","Rhymney Wharf 15","Saltmarsh","Silty Clay",51.50240605,-3.07952172,"direct from dataset","1","UK","Wales",2019,0.7,0.72,"Narrow","EA",3.751748501,NA,0.601812796
"3456","Smeaton unpublished C-SIDE","CS 15","Rhymney Wharf","Rhymney Wharf 15","Saltmarsh","Silty Clay",51.50240605,-3.07952172,"direct from dataset","1","UK","Wales",2019,0.8,0.82,"Narrow","EA",3.56025631,NA,0.816976923
"3457","Smeaton unpublished C-SIDE","CS 15","Rhymney Wharf","Rhymney Wharf 15","Saltmarsh","Silty Clay",51.50240605,-3.07952172,"direct from dataset","1","UK","Wales",2019,0.9,0.92,"Narrow","EA",3.271066785,NA,0.866242993
"3458","Smeaton unpublished C-SIDE","CS 16","Rhymney Wharf","Rhymney Wharf 16","Saltmarsh","Silt",51.50242521,-3.07769725,"direct from dataset","1","UK","Wales",2019,0,0.02,"Narrow","EA",3.462622536,NA,0.629614007
"3459","Smeaton unpublished C-SIDE","CS 16","Rhymney Wharf","Rhymney Wharf 16","Saltmarsh","Silt",51.50242521,-3.07769725,"direct from dataset","1","UK","Wales",2019,0.04,0.06,"Narrow","EA",3.742243145,NA,0.62681139
"3460","Smeaton unpublished C-SIDE","CS 16","Rhymney Wharf","Rhymney Wharf 16","Saltmarsh","Silt",51.50242521,-3.07769725,"direct from dataset","1","UK","Wales",2019,0.1,0.12,"Narrow","EA",3.545010767,NA,0.438745477
"3461","Smeaton unpublished C-SIDE","CS 16","Rhymney Wharf","Rhymney Wharf 16","Saltmarsh","Silt",51.50242521,-3.07769725,"direct from dataset","1","UK","Wales",2019,0.2,0.22,"Narrow","EA",3.178547421,NA,0.797358604
"3462","Smeaton unpublished C-SIDE","CS 16","Rhymney Wharf","Rhymney Wharf 16","Saltmarsh","Silt",51.50242521,-3.07769725,"direct from dataset","1","UK","Wales",2019,0.3,0.32,"Narrow","EA",3.480952584,NA,0.768985621
"3463","Smeaton unpublished C-SIDE","CS 16","Rhymney Wharf","Rhymney Wharf 16","Saltmarsh","Silt",51.50242521,-3.07769725,"direct from dataset","1","UK","Wales",2019,0.4,0.42,"Narrow","EA",1.845844846,NA,0.399480719
"3464","Smeaton unpublished C-SIDE","CS 16","Rhymney Wharf","Rhymney Wharf 16","Saltmarsh","Silt",51.50242521,-3.07769725,"direct from dataset","1","UK","Wales",2019,0.5,0.52,"Narrow","EA",2.824381801,NA,0.827268808
"3465","Smeaton unpublished C-SIDE","CS 16","Rhymney Wharf","Rhymney Wharf 16","Saltmarsh","Silt",51.50242521,-3.07769725,"direct from dataset","1","UK","Wales",2019,0.6,0.62,"Narrow","EA",2.155270117,NA,0.895197121
"3466","Smeaton unpublished C-SIDE","CS 16","Rhymney Wharf","Rhymney Wharf 16","Saltmarsh","Silt",51.50242521,-3.07769725,"direct from dataset","1","UK","Wales",2019,0.7,0.72,"Narrow","EA",2.021642138,NA,0.889535647
"3467","Smeaton unpublished C-SIDE","CS 16","Rhymney Wharf","Rhymney Wharf 16","Saltmarsh","Silt",51.50242521,-3.07769725,"direct from dataset","1","UK","Wales",2019,0.8,0.82,"Narrow","EA",1.806413736,NA,1.102450181
"3468","Smeaton unpublished C-SIDE","CS 16","Rhymney Wharf","Rhymney Wharf 16","Saltmarsh","Silt",51.50242521,-3.07769725,"direct from dataset","1","UK","Wales",2019,0.9,0.92,"Narrow","EA",1.582383264,NA,0.944266352
"3469","Smeaton unpublished C-SIDE","CS 1","Shell Island","Shell Island 1","Saltmarsh","Fine Sand",52.8226602,-4.13535969,"direct from dataset","1","UK","Wales",2019,0,0.02,"Narrow","EA",0.19,NA,0.735804136
"3470","Smeaton unpublished C-SIDE","CS 1","Shell Island","Shell Island 1","Saltmarsh","Fine Sand",52.8226602,-4.13535969,"direct from dataset","1","UK","Wales",2019,0.04,0.06,"Narrow","EA",0.08,NA,0.942016759
"3471","Smeaton unpublished C-SIDE","CS 1","Shell Island","Shell Island 1","Saltmarsh","Fine Sand",52.8226602,-4.13535969,"direct from dataset","1","UK","Wales",2019,0.1,0.12,"Narrow","EA",0.985993806,NA,0.938267439
"3472","Smeaton unpublished C-SIDE","CS 1","Shell Island","Shell Island 1","Saltmarsh","Fine Sand",52.8226602,-4.13535969,"direct from dataset","1","UK","Wales",2019,0.2,0.22,"Narrow","EA",0.993517277,NA,1.074180305
"3473","Smeaton unpublished C-SIDE","CS 1","Shell Island","Shell Island 1","Saltmarsh","Fine Sand",52.8226602,-4.13535969,"direct from dataset","1","UK","Wales",2019,0.3,0.32,"Narrow","EA",1.167152697,NA,1.129482781
"3474","Smeaton unpublished C-SIDE","CS 1","Shell Island","Shell Island 1","Saltmarsh","Fine Sand",52.8226602,-4.13535969,"direct from dataset","1","UK","Wales",2019,0.4,0.42,"Narrow","EA",0.993762547,NA,1.251335695
"3475","Smeaton unpublished C-SIDE","CS 1","Shell Island","Shell Island 1","Saltmarsh","Fine Sand",52.8226602,-4.13535969,"direct from dataset","1","UK","Wales",2019,0.5,0.52,"Narrow","EA",1.077260432,NA,1.302888851
"3476","Smeaton unpublished C-SIDE","CS 1","Shell Island","Shell Island 1","Saltmarsh","Fine Sand",52.8226602,-4.13535969,"direct from dataset","1","UK","Wales",2019,0.6,0.62,"Narrow","EA",1.020636966,NA,1.075117635
"3477","Smeaton unpublished C-SIDE","CS 1","Shell Island","Shell Island 1","Saltmarsh","Fine Sand",52.8226602,-4.13535969,"direct from dataset","1","UK","Wales",2019,0.7,0.72,"Narrow","EA",0.936160544,NA,1.102300208
"3478","Smeaton unpublished C-SIDE","CS 1","Shell Island","Shell Island 1","Saltmarsh","Fine Sand",52.8226602,-4.13535969,"direct from dataset","1","UK","Wales",2019,0.8,0.82,"Narrow","EA",0.975129202,NA,1.210093171
"3479","Smeaton unpublished C-SIDE","CS 1","Shell Island","Shell Island 1","Saltmarsh","Fine Sand",52.8226602,-4.13535969,"direct from dataset","1","UK","Wales",2019,0.9,0.92,"Narrow","EA",1.071500483,NA,0.970136663
"3480","Smeaton unpublished C-SIDE","CS 2","Shell Island","Shell Island 2","Saltmarsh","Silty Sand",52.82224801,-4.13519381,"direct from dataset","1","UK","Wales",2019,0,0.02,"Narrow","EA",0.24,NA,0.724556174
"3481","Smeaton unpublished C-SIDE","CS 2","Shell Island","Shell Island 2","Saltmarsh","Silty Sand",52.82224801,-4.13519381,"direct from dataset","1","UK","Wales",2019,0.04,0.06,"Narrow","EA",0.78,NA,1.088240256
"3482","Smeaton unpublished C-SIDE","CS 2","Shell Island","Shell Island 2","Saltmarsh","Silty Sand",52.82224801,-4.13519381,"direct from dataset","1","UK","Wales",2019,0.1,0.12,"Narrow","EA",1.649612734,NA,1.251335695
"3483","Smeaton unpublished C-SIDE","CS 2","Shell Island","Shell Island 2","Saltmarsh","Silty Sand",52.82224801,-4.13519381,"direct from dataset","1","UK","Wales",2019,0.2,0.22,"Narrow","EA",1.500704851,NA,1.004817877
"3484","Smeaton unpublished C-SIDE","CS 2","Shell Island","Shell Island 2","Saltmarsh","Silty Sand",52.82224801,-4.13519381,"direct from dataset","1","UK","Wales",2019,0.3,0.32,"Narrow","EA",1.20397094,NA,1.096676227
"3485","Smeaton unpublished C-SIDE","CS 2","Shell Island","Shell Island 2","Saltmarsh","Silty Sand",52.82224801,-4.13519381,"direct from dataset","1","UK","Wales",2019,0.4,0.42,"Narrow","EA",1.027868092,NA,1.183847928
"3486","Smeaton unpublished C-SIDE","CS 2","Shell Island","Shell Island 2","Saltmarsh","Silty Sand",52.82224801,-4.13519381,"direct from dataset","1","UK","Wales",2019,0.5,0.52,"Narrow","EA",1.192255216,NA,0.889526273
"3487","Smeaton unpublished C-SIDE","CS 2","Shell Island","Shell Island 2","Saltmarsh","Silty Sand",52.82224801,-4.13519381,"direct from dataset","1","UK","Wales",2019,0.6,0.62,"Narrow","EA",0.913783885,NA,1.046997732
"3488","Smeaton unpublished C-SIDE","CS 2","Shell Island","Shell Island 2","Saltmarsh","Silty Sand",52.82224801,-4.13519381,"direct from dataset","1","UK","Wales",2019,0.7,0.72,"Narrow","EA",1.059726471,NA,1.147292053
"3489","Smeaton unpublished C-SIDE","CS 2","Shell Island","Shell Island 2","Saltmarsh","Silty Sand",52.82224801,-4.13519381,"direct from dataset","1","UK","Wales",2019,0.8,0.82,"Narrow","EA",0.934312032,NA,1.402245843
"3490","Smeaton unpublished C-SIDE","CS 2","Shell Island","Shell Island 2","Saltmarsh","Silty Sand",52.82224801,-4.13519381,"direct from dataset","1","UK","Wales",2019,0.9,0.92,"Narrow","EA",1.352210501,NA,1.178223947
"3491","Smeaton unpublished C-SIDE","CS 3","Shell Island","Shell Island 3","Saltmarsh","Silt",52.82115308,-4.13537201,"direct from dataset","1","UK","Wales",2019,0,0.02,"Narrow","EA",3.4,NA,0.492098307
"3492","Smeaton unpublished C-SIDE","CS 3","Shell Island","Shell Island 3","Saltmarsh","Silt",52.82115308,-4.13537201,"direct from dataset","1","UK","Wales",2019,0.04,0.06,"Narrow","EA",3.4,NA,0.77798399
"3493","Smeaton unpublished C-SIDE","CS 3","Shell Island","Shell Island 3","Saltmarsh","Silt",52.82115308,-4.13537201,"direct from dataset","1","UK","Wales",2019,0.1,0.12,"Narrow","EA",3.235184615,NA,0.706746902
"3494","Smeaton unpublished C-SIDE","CS 3","Shell Island","Shell Island 3","Saltmarsh","Silt",52.82115308,-4.13537201,"direct from dataset","1","UK","Wales",2019,0.2,0.22,"Narrow","EA",1.833397973,NA,1.109798849
"3495","Smeaton unpublished C-SIDE","CS 3","Shell Island","Shell Island 3","Saltmarsh","Silt",52.82115308,-4.13537201,"direct from dataset","1","UK","Wales",2019,0.3,0.32,"Narrow","EA",1.004632268,NA,1.173537296
"3496","Smeaton unpublished C-SIDE","CS 3","Shell Island","Shell Island 3","Saltmarsh","Silt",52.82115308,-4.13537201,"direct from dataset","1","UK","Wales",2019,0.4,0.42,"Narrow","EA",1.883496729,NA,0.94576608
"3497","Smeaton unpublished C-SIDE","CS 3","Shell Island","Shell Island 3","Saltmarsh","Silt",52.82115308,-4.13537201,"direct from dataset","1","UK","Wales",2019,0.5,0.52,"Narrow","EA",1.472030878,NA,1.323510114
"3498","Smeaton unpublished C-SIDE","CS 3","Shell Island","Shell Island 3","Saltmarsh","Silt",52.82115308,-4.13537201,"direct from dataset","1","UK","Wales",2019,0.6,0.62,"Narrow","EA",0.896473774,NA,1.318823463
"3499","Smeaton unpublished C-SIDE","CS 3","Shell Island","Shell Island 3","Saltmarsh","Fine Sand",52.82115308,-4.13537201,"direct from dataset","1","UK","Wales",2019,0.7,0.72,"Narrow","EA",0.961076238,NA,1.11636016
"3500","Smeaton unpublished C-SIDE","CS 3","Shell Island","Shell Island 3","Saltmarsh","Fine Sand",52.82115308,-4.13537201,"direct from dataset","1","UK","Wales",2019,0.8,0.82,"Narrow","EA",0.877395129,NA,1.231651763
"3501","Smeaton unpublished C-SIDE","CS 3","Shell Island","Shell Island 3","Saltmarsh","Fine Sand",52.82115308,-4.13537201,"direct from dataset","1","UK","Wales",2019,0.9,0.92,"Narrow","EA",0.950533591,NA,1.213842491
"3502","Smeaton unpublished C-SIDE","CS 4","Shell Island","Shell Island 4","Saltmarsh","Silt",52.81959374,-4.13536486,"direct from dataset","1","UK","Wales",2019,0,0.02,"Narrow","EA",2.58,NA,0.778921321
"3503","Smeaton unpublished C-SIDE","CS 4","Shell Island","Shell Island 4","Saltmarsh","Silt",52.81959374,-4.13536486,"direct from dataset","1","UK","Wales",2019,0.04,0.06,"Narrow","EA",4.92,NA,0.816414525
"3504","Smeaton unpublished C-SIDE","CS 4","Shell Island","Shell Island 4","Saltmarsh","Silt",52.81959374,-4.13536486,"direct from dataset","1","UK","Wales",2019,0.1,0.12,"Narrow","EA",2.782034392,NA,0.855782389
"3505","Smeaton unpublished C-SIDE","CS 4","Shell Island","Shell Island 4","Saltmarsh","Silty Sand",52.81959374,-4.13536486,"direct from dataset","1","UK","Wales",2019,0.2,0.22,"Narrow","EA",0.93710954,NA,1.365689969
"3506","Smeaton unpublished C-SIDE","CS 4","Shell Island","Shell Island 4","Saltmarsh","Silty Sand",52.81959374,-4.13536486,"direct from dataset","1","UK","Wales",2019,0.3,0.32,"Narrow","EA",1.918008802,NA,0.915771516
"3507","Smeaton unpublished C-SIDE","CS 4","Shell Island","Shell Island 4","Saltmarsh","Sand ",52.81959374,-4.13536486,"direct from dataset","1","UK","Wales",2019,0.4,0.42,"Narrow","EA",0.902803891,NA,1.20446919
"3508","Smeaton unpublished C-SIDE","CS 4","Shell Island","Shell Island 4","Saltmarsh","Sand ",52.81959374,-4.13536486,"direct from dataset","1","UK","Wales",2019,0.5,0.52,"Narrow","EA",0.901906072,NA,1.219466472
"3509","Smeaton unpublished C-SIDE","CS 4","Shell Island","Shell Island 4","Saltmarsh","Sand ",52.81959374,-4.13536486,"direct from dataset","1","UK","Wales",2019,0.6,0.62,"Narrow","EA",0.8298,NA,1.226965113
"3510","Smeaton unpublished C-SIDE","CS 4","Shell Island","Shell Island 4","Saltmarsh","Sand ",52.81959374,-4.13536486,"direct from dataset","1","UK","Wales",2019,0.7,0.72,"Narrow","EA",0.903666142,NA,1.190409238
"3511","Smeaton unpublished C-SIDE","CS 4","Shell Island","Shell Island 4","Saltmarsh","Sand ",52.81959374,-4.13536486,"direct from dataset","1","UK","Wales",2019,0.8,0.82,"Narrow","EA",1.062868323,NA,0.754550738
"3512","Smeaton unpublished C-SIDE","CS 4","Shell Island","Shell Island 4","Saltmarsh","Sand ",52.81959374,-4.13536486,"direct from dataset","1","UK","Wales",2019,0.9,0.92,"Narrow","EA",0.905514286,NA,0.387117335
"3513","Smeaton unpublished C-SIDE","CS 5","Shell Island","Shell Island 5","Saltmarsh","Silt",52.81678436,-4.1346862,"direct from dataset","1","UK","Wales",2019,0,0.02,"Narrow","EA",3.78,NA,0.566156759
"3514","Smeaton unpublished C-SIDE","CS 5","Shell Island","Shell Island 5","Saltmarsh","Silt",52.81678436,-4.1346862,"direct from dataset","1","UK","Wales",2019,0.04,0.06,"Narrow","EA",5.2,NA,0.571171475
"3515","Smeaton unpublished C-SIDE","CS 5","Shell Island","Shell Island 5","Saltmarsh","Silt",52.81678436,-4.1346862,"direct from dataset","1","UK","Wales",2019,0.1,0.12,"Narrow","EA",2.430430069,NA,0.51547532
"3516","Smeaton unpublished C-SIDE","CS 5","Shell Island","Shell Island 5","Saltmarsh","Silt",52.81678436,-4.1346862,"direct from dataset","1","UK","Wales",2019,0.2,0.22,"Narrow","EA",1.115535489,NA,1.340700748
"3517","Smeaton unpublished C-SIDE","CS 5","Shell Island","Shell Island 5","Saltmarsh","Silty Sand",52.81678436,-4.1346862,"direct from dataset","1","UK","Wales",2019,0.3,0.32,"Narrow","EA",1.188463309,NA,1.282201976
"3518","Smeaton unpublished C-SIDE","CS 5","Shell Island","Shell Island 5","Saltmarsh","Fine Sand",52.81678436,-4.1346862,"direct from dataset","1","UK","Wales",2019,0.4,0.42,"Narrow","EA",1.013684337,NA,1.001002943
"3519","Smeaton unpublished C-SIDE","CS 5","Shell Island","Shell Island 5","Saltmarsh","Fine Sand",52.81678436,-4.1346862,"direct from dataset","1","UK","Wales",2019,0.5,0.52,"Narrow","EA",0.927233799,NA,1.031822357
"3520","Smeaton unpublished C-SIDE","CS 5","Shell Island","Shell Island 5","Saltmarsh","Fine Sand",52.81678436,-4.1346862,"direct from dataset","1","UK","Wales",2019,0.6,0.62,"Narrow","EA",0.922868531,NA,0.856616613
"3521","Smeaton unpublished C-SIDE","CS 6","Shell Island","Shell Island 6","Saltmarsh","Silt",52.81598493,-4.13455363,"direct from dataset","1","UK","Wales",2019,0,0.02,"Narrow","EA",5.11,NA,0.188956377
"3522","Smeaton unpublished C-SIDE","CS 6","Shell Island","Shell Island 6","Saltmarsh","Silt",52.81598493,-4.13455363,"direct from dataset","1","UK","Wales",2019,0.04,0.06,"Narrow","EA",5.96,NA,0.284985846
"3523","Smeaton unpublished C-SIDE","CS 6","Shell Island","Shell Island 6","Saltmarsh","Organic risch silt",52.81598493,-4.13455363,"direct from dataset","1","UK","Wales",2019,0.1,0.12,"Narrow","EA",3.582526315,NA,0.507151829
"3524","Smeaton unpublished C-SIDE","CS 6","Shell Island","Shell Island 6","Saltmarsh","Organic risch silt",52.81598493,-4.13455363,"direct from dataset","1","UK","Wales",2019,0.2,0.22,"Narrow","EA",4.176537242,NA,0.451118235
"3525","Smeaton unpublished C-SIDE","CS 6","Shell Island","Shell Island 6","Saltmarsh","Organic risch silt",52.81598493,-4.13455363,"direct from dataset","1","UK","Wales",2019,0.3,0.32,"Narrow","EA",2.717065513,NA,0.679151904
"3526","Smeaton unpublished C-SIDE","CS 6","Shell Island","Shell Island 6","Saltmarsh","Sand ",52.81598493,-4.13455363,"direct from dataset","1","UK","Wales",2019,0.4,0.42,"Narrow","EA",1.096104915,NA,1.020283824
"3527","Smeaton unpublished C-SIDE","CS 6","Shell Island","Shell Island 6","Saltmarsh","Sand ",52.81598493,-4.13455363,"direct from dataset","1","UK","Wales",2019,0.5,0.52,"Narrow","EA",1.060725681,NA,1.276868568
"3528","Smeaton unpublished C-SIDE","CS 6","Shell Island","Shell Island 6","Saltmarsh","Sand ",52.81598493,-4.13455363,"direct from dataset","1","UK","Wales",2019,0.6,0.62,"Narrow","EA",0.895755125,NA,1.12877041
"3529","Smeaton unpublished C-SIDE","CS 6","Shell Island","Shell Island 6","Saltmarsh","Sand ",52.81598493,-4.13455363,"direct from dataset","1","UK","Wales",2019,0.7,0.72,"Narrow","EA",0.929424476,NA,0.897334233
"3530","Smeaton unpublished C-SIDE","CS 6","Shell Island","Shell Island 6","Saltmarsh","Sand ",52.81598493,-4.13455363,"direct from dataset","1","UK","Wales",2019,0.8,0.82,"Narrow","EA",0.939588612,NA,0.771544533
"3531","Smeaton unpublished C-SIDE","CS 6","Shell Island","Shell Island 6","Saltmarsh","Sand ",52.81598493,-4.13455363,"direct from dataset","1","UK","Wales",2019,0.9,0.92,"Narrow","EA",0.995667452,NA,0.77221941
"3532","Smeaton unpublished C-SIDE","CS 7","Shell Island","Shell Island 7","Saltmarsh","Organic risch silt",52.81541743,-4.13450361,"direct from dataset","1","UK","Wales",2019,0,0.02,"Narrow","EA",8.48,NA,0.266201751
"3533","Smeaton unpublished C-SIDE","CS 7","Shell Island","Shell Island 7","Saltmarsh","Organic risch silt",52.81541743,-4.13450361,"direct from dataset","1","UK","Wales",2019,0.04,0.06,"Narrow","EA",7.86,NA,0.239956508
"3534","Smeaton unpublished C-SIDE","CS 7","Shell Island","Shell Island 7","Saltmarsh","Organic risch silt",52.81541743,-4.13450361,"direct from dataset","1","UK","Wales",2019,0.1,0.12,"Narrow","EA",5.525636177,NA,0.274637722
