"","Source","Site_name","Site","Core","Habitat_type","Soil_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Nation","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","N_perc","BD_reported_g_cm3"
"1579","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.45,0.46,"EA",0.53,NA,1.055341001
"1580","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.46,0.47,"EA",0.54,0.02,1.35778738
"1581","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.47,0.48,"EA",0.46,NA,1.17304383
"1582","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.48,0.49,"EA",0.44,0.01,0.551735157
"1583","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.49,0.5,"EA",0.57,NA,0.958054709
"1584","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.5,0.51,"EA",0.29,0.01,1.041837737
"1585","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.51,0.52,"EA",0.29,NA,0.912900839
"1586","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.52,0.53,"EA",0.24,0.01,0.935791731
"1587","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sand",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.53,0.54,"EA",0.5,NA,1.16406963
"1588","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sand",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.54,0.55,"EA",0.55,0.03,0.868822505
"1589","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sand",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.55,0.56,"EA",0.48,NA,0.596805098
"1590","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sand",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.56,0.57,"EA",0.44,0.03,0.733242773
"1591","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sand",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.57,0.58,"EA",0.19,NA,0.841290643
"1592","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sand",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.58,0.59,"EA",0.41,0.02,0.571271993
"1593","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sand",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.59,0.6,"EA",0.09,NA,0.911632577
"1594","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sand",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.6,0.61,"EA",0.11,0.01,0.967262045
"1595","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sand",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.61,0.62,"EA",0.12,NA,1.152866646
"1596","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sand",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.62,0.63,"EA",0.29,0.01,1.232655269
"1597","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sand",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.63,0.64,"EA",0.42,NA,0.91304383
"1598","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sand",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.64,0.65,"EA",0.41,0.02,0.728405968
"1599","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sand",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.65,0.66,"EA",0.55,NA,0.794977308
"1600","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sand",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.66,0.67,"EA",0.31,0.02,0.882524712
"1601","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sand",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.67,0.68,"EA",0.82,NA,0.923587815
"1602","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sand",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.68,0.69,"EA",1.35,0.06,0.864700653
"1603","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sand",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.69,0.7,"EA",1.02,NA,0.987756295
"1604","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sand",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.7,0.71,"EA",0.43,0.02,0.992108175
"1605","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sand",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.71,0.72,"EA",0.57,NA,0.977370842
"1606","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sand",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.72,0.73,"EA",0.5,0.02,0.858735468
"1607","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sand",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.73,0.74,"EA",0.43,NA,0.948057818
"1608","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sand",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.74,0.75,"EA",0.48,0.03,1.186391669
"1609","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sand",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.75,0.76,"EA",0.34,NA,1.046702518
"1610","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sand",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.76,0.77,"EA",0.44,0.02,1.02
"1611","Smeaton et al 2022b","CS Tay 1","Tay","Tay 1","Saltmarsh","Peat (Turfa herbacea)",56.437167,-3.1024344,"direct from dataset","1","UK","Scotland",2019,0,0.01,"EA",6.99,0.22,0.536550218
"1612","Smeaton et al 2022b","CS Tay 1","Tay","Tay 1","Saltmarsh","Peat (Turfa herbacea)",56.437167,-3.1024344,"direct from dataset","1","UK","Scotland",2019,0.01,0.02,"EA",7.21,0.25,0.785638314
"1613","Smeaton et al 2022b","CS Tay 1","Tay","Tay 1","Saltmarsh","Humified Peat (Substantia Humosa)",56.437167,-3.1024344,"direct from dataset","1","UK","Scotland",2019,0.02,0.03,"EA",5.39,0.26,0.752742756
"1614","Smeaton et al 2022b","CS Tay 1","Tay","Tay 1","Saltmarsh","Humified Peat (Substantia Humosa)",56.437167,-3.1024344,"direct from dataset","1","UK","Scotland",2019,0.03,0.04,"EA",5.29,0.25,0.857388899
"1615","Smeaton et al 2022b","CS Tay 1","Tay","Tay 1","Saltmarsh","Humified Peat (Substantia Humosa)",56.437167,-3.1024344,"direct from dataset","1","UK","Scotland",2019,0.04,0.05,"EA",5.05,0.35,0.72723906
"1616","Smeaton et al 2022b","CS Tay 1","Tay","Tay 1","Saltmarsh","Humified Peat (Substantia Humosa)",56.437167,-3.1024344,"direct from dataset","1","UK","Scotland",2019,0.05,0.06,"EA",5.31,0.33,0.690092296
"1617","Smeaton et al 2022b","CS Tay 1","Tay","Tay 1","Saltmarsh","Humified Peat (Substantia Humosa)",56.437167,-3.1024344,"direct from dataset","1","UK","Scotland",2019,0.06,0.07,"EA",4.44,0.12,0.782158126
"1618","Smeaton et al 2022b","CS Tay 1","Tay","Tay 1","Saltmarsh","Humified Peat (Substantia Humosa)",56.437167,-3.1024344,"direct from dataset","1","UK","Scotland",2019,0.07,0.08,"EA",4.05,0.25,0.835563451
"1619","Smeaton et al 2022b","CS Tay 1","Tay","Tay 1","Saltmarsh","Humified Peat (Substantia Humosa)",56.437167,-3.1024344,"direct from dataset","1","UK","Scotland",2019,0.08,0.09,"EA",3.91,0.44,0.755575714
"1620","Smeaton et al 2022b","CS Tay 1","Tay","Tay 1","Saltmarsh","Black Silt with Reed Detritus",56.437167,-3.1024344,"direct from dataset","1","UK","Scotland",2019,0.09,0.1,"EA",3.71,0.31,0.726970265
"1621","Smeaton et al 2022b","CS Tay 1","Tay","Tay 1","Saltmarsh","Black Silt with Reed Detritus",56.437167,-3.1024344,"direct from dataset","1","UK","Scotland",2019,0.1,0.11,"EA",3.66,0.27,0.72
"1622","Smeaton et al 2022b","CS Tay 1","Tay","Tay 1","Saltmarsh","Black Silt with Reed Detritus",56.437167,-3.1024344,"direct from dataset","1","UK","Scotland",2019,0.11,0.12,"EA",3.66,0.2,0.92104734
"1623","Smeaton et al 2022b","CS Tay 1","Tay","Tay 1","Saltmarsh","Black Silt with Reed Detritus",56.437167,-3.1024344,"direct from dataset","1","UK","Scotland",2019,0.12,0.13,"EA",3.03,0.23,0.76500476
"1624","Smeaton et al 2022b","CS Tay 1","Tay","Tay 1","Saltmarsh","Black Silt with Reed Detritus",56.437167,-3.1024344,"direct from dataset","1","UK","Scotland",2019,0.13,0.14,"EA",3.6,0.47,0.780184605
"1625","Smeaton et al 2022b","CS Tay 1","Tay","Tay 1","Saltmarsh","Black Silt with Reed Detritus",56.437167,-3.1024344,"direct from dataset","1","UK","Scotland",2019,0.14,0.15,"EA",3.89,0.28,0.74645083
"1626","Smeaton et al 2022b","CS Tay 1","Tay","Tay 1","Saltmarsh","Black Silt with Reed Detritus",56.437167,-3.1024344,"direct from dataset","1","UK","Scotland",2019,0.15,0.16,"EA",3.64,0.41,0.777270301
"1627","Smeaton et al 2022b","CS Tay 1","Tay","Tay 1","Saltmarsh","Black Silt with Reed Detritus",56.437167,-3.1024344,"direct from dataset","1","UK","Scotland",2019,0.16,0.17,"EA",3.59,0.32,0.897548996
"1628","Smeaton et al 2022b","CS Tay 1","Tay","Tay 1","Saltmarsh","Black Silt with Reed Detritus",56.437167,-3.1024344,"direct from dataset","1","UK","Scotland",2019,0.17,0.18,"EA",2.9,0.35,0.588165934
"1629","Smeaton et al 2022b","CS Tay 1","Tay","Tay 1","Saltmarsh","Black Silt with Reed Detritus",56.437167,-3.1024344,"direct from dataset","1","UK","Scotland",2019,0.18,0.19,"EA",2.99,0.27,0.80321963
"1630","Smeaton et al 2022b","CS Tay 1","Tay","Tay 1","Saltmarsh","Black Silt with Reed Detritus",56.437167,-3.1024344,"direct from dataset","1","UK","Scotland",2019,0.19,0.2,"EA",2.99,0.25,0.832840133
"1631","Smeaton et al 2022b","CS Tay 1","Tay","Tay 1","Saltmarsh","Black Silt with Reed Detritus",56.437167,-3.1024344,"direct from dataset","1","UK","Scotland",2019,0.2,0.21,"EA",3.35,0.3,0.99338503
"1632","Smeaton et al 2022b","CS Tay 1","Tay","Tay 1","Saltmarsh","Black Silt with Reed Detritus",56.437167,-3.1024344,"direct from dataset","1","UK","Scotland",2019,0.21,0.22,"EA",3.69,0.28,0.853364047
"1633","Smeaton et al 2022b","CS Tay 1","Tay","Tay 1","Saltmarsh","Black Silt with Reed Detritus",56.437167,-3.1024344,"direct from dataset","1","UK","Scotland",2019,0.22,0.23,"EA",3.4,0.36,0.946140769
"1634","Smeaton et al 2022b","CS Tay 1","Tay","Tay 1","Saltmarsh","Black Silt with Reed Detritus",56.437167,-3.1024344,"direct from dataset","1","UK","Scotland",2019,0.23,0.24,"EA",3.77,NA,0.913959639
"1635","Smeaton et al 2022b","CS Tay 1","Tay","Tay 1","Saltmarsh","Silt with Organics (Annoxic)",56.437167,-3.1024344,"direct from dataset","1","UK","Scotland",2019,0.24,0.25,"EA",1.77,0.21,0.969391538
"1636","Smeaton et al 2022b","CS Tay 1","Tay","Tay 1","Saltmarsh","Silt with Organics (Annoxic)",56.437167,-3.1024344,"direct from dataset","1","UK","Scotland",2019,0.25,0.26,"EA",2.5,NA,0.84720652
"1637","Smeaton et al 2022b","CS Tay 1","Tay","Tay 1","Saltmarsh","Silt with Organics (Annoxic)",56.437167,-3.1024344,"direct from dataset","1","UK","Scotland",2019,0.26,0.27,"EA",2.08,0.3,0.805362917
"1638","Smeaton et al 2022b","CS Tay 1","Tay","Tay 1","Saltmarsh","Silt with Organics (Annoxic)",56.437167,-3.1024344,"direct from dataset","1","UK","Scotland",2019,0.27,0.28,"EA",2.16,NA,0.91
"1639","Smeaton et al 2022b","CS Tay 1","Tay","Tay 1","Saltmarsh","Silt with Organics (Annoxic)",56.437167,-3.1024344,"direct from dataset","1","UK","Scotland",2019,0.28,0.29,"EA",1.89,0.24,0.916403552
"1640","Smeaton et al 2022b","CS Tay 1","Tay","Tay 1","Saltmarsh","Silt with Organics (Annoxic)",56.437167,-3.1024344,"direct from dataset","1","UK","Scotland",2019,0.29,0.3,"EA",2,NA,0.905757855
"1641","Smeaton et al 2022b","CS Tay 1","Tay","Tay 1","Saltmarsh","Silt with Organics (Annoxic)",56.437167,-3.1024344,"direct from dataset","1","UK","Scotland",2019,0.3,0.31,"EA",2.34,0.35,0.738432958
"1642","Smeaton et al 2022b","CS Tay 1","Tay","Tay 1","Saltmarsh","Silt with Organics (Annoxic)",56.437167,-3.1024344,"direct from dataset","1","UK","Scotland",2019,0.31,0.32,"EA",1.96,NA,0.64385248
"1643","Smeaton et al 2022b","CS Tay 1","Tay","Tay 1","Saltmarsh","Silt with Organics (Annoxic)",56.437167,-3.1024344,"direct from dataset","1","UK","Scotland",2019,0.32,0.33,"EA",2.16,0.3,0.648952512
"1644","Smeaton et al 2022b","CS Tay 1","Tay","Tay 1","Saltmarsh","Silt with Organics (Annoxic)",56.437167,-3.1024344,"direct from dataset","1","UK","Scotland",2019,0.33,0.34,"EA",1.6,NA,1.036922748
"1645","Smeaton et al 2022b","CS Waulk 2","Waulkmill","Waulk 2","Saltmarsh","Basal Muds",58.942032,-3.0836815,"direct from dataset","1","UK","Scotland",2019,0.25,0.26,"EA",4.27,0.49,1.09122745
"1646","Smeaton et al 2022b","CS Waulk 2","Waulkmill","Waulk 2","Saltmarsh","Basal Muds",58.942032,-3.0836815,"direct from dataset","1","UK","Scotland",2019,0.26,0.27,"EA",5.59,0.35,0.917898833
"1647","Smeaton et al 2022b","CS Waulk 2","Waulkmill","Waulk 2","Saltmarsh","Peat (Turfa herbacea)",58.942032,-3.0836815,"direct from dataset","1","UK","Scotland",2019,0,0.01,"EA",36.27,2.47,0.050795897
"1648","Smeaton et al 2022b","CS Waulk 2","Waulkmill","Waulk 2","Saltmarsh","Peat (Turfa herbacea)",58.942032,-3.0836815,"direct from dataset","1","UK","Scotland",2019,0.01,0.02,"EA",29.04,2.45,0.100898479
"1649","Smeaton et al 2022b","CS Waulk 2","Waulkmill","Waulk 2","Saltmarsh","Peat (Turfa herbacea)",58.942032,-3.0836815,"direct from dataset","1","UK","Scotland",2019,0.02,0.03,"EA",28.81,2.05,0.115405023
"1650","Smeaton et al 2022b","CS Waulk 2","Waulkmill","Waulk 2","Saltmarsh","Peat (Turfa herbacea)",58.942032,-3.0836815,"direct from dataset","1","UK","Scotland",2019,0.03,0.04,"EA",32.12,2.2,0.136699682
"1651","Smeaton et al 2022b","CS Waulk 2","Waulkmill","Waulk 2","Saltmarsh","Peat (Turfa herbacea)",58.942032,-3.0836815,"direct from dataset","1","UK","Scotland",2019,0.04,0.05,"EA",32.15,2.07,0.113441811
"1652","Smeaton et al 2022b","CS Waulk 2","Waulkmill","Waulk 2","Saltmarsh","Peat (Turfa herbacea)",58.942032,-3.0836815,"direct from dataset","1","UK","Scotland",2019,0.05,0.06,"EA",31.16,1.92,0.141528122
"1653","Smeaton et al 2022b","CS Waulk 2","Waulkmill","Waulk 2","Saltmarsh","Peat (Turfa herbacea)",58.942032,-3.0836815,"direct from dataset","1","UK","Scotland",2019,0.06,0.07,"EA",32.27,2.34,0.134011319
"1654","Smeaton et al 2022b","CS Waulk 2","Waulkmill","Waulk 2","Saltmarsh","Peat (Turfa herbacea)",58.942032,-3.0836815,"direct from dataset","1","UK","Scotland",2019,0.07,0.08,"EA",35.2,2.32,0.158687655
"1655","Smeaton et al 2022b","CS Waulk 2","Waulkmill","Waulk 2","Saltmarsh","Peat (Turfa herbacea)",58.942032,-3.0836815,"direct from dataset","1","UK","Scotland",2019,0.08,0.09,"EA",31.27,2.17,0.160771135
"1656","Smeaton et al 2022b","CS Waulk 2","Waulkmill","Waulk 2","Saltmarsh","Peat (Turfa herbacea)",58.942032,-3.0836815,"direct from dataset","1","UK","Scotland",2019,0.09,0.1,"EA",33.93,2.35,0.192833392
"1657","Smeaton et al 2022b","CS Waulk 2","Waulkmill","Waulk 2","Saltmarsh","Peat (Turfa herbacea)",58.942032,-3.0836815,"direct from dataset","1","UK","Scotland",2019,0.1,0.11,"EA",32.46,2.4,0.144492395
"1658","Smeaton et al 2022b","CS Waulk 2","Waulkmill","Waulk 2","Saltmarsh","Peat (Turfa herbacea)",58.942032,-3.0836815,"direct from dataset","1","UK","Scotland",2019,0.11,0.12,"EA",34.83,2.48,0.154644499
"1659","Smeaton et al 2022b","CS Waulk 2","Waulkmill","Waulk 2","Saltmarsh","Peat (Turfa herbacea)",58.942032,-3.0836815,"direct from dataset","1","UK","Scotland",2019,0.12,0.13,"EA",32.54,2.12,0.156473293
"1660","Smeaton et al 2022b","CS Waulk 2","Waulkmill","Waulk 2","Saltmarsh","Peat (Turfa herbacea)",58.942032,-3.0836815,"direct from dataset","1","UK","Scotland",2019,0.13,0.14,"EA",22.79,1.81,0.238885745
"1661","Smeaton et al 2022b","CS Waulk 2","Waulkmill","Waulk 2","Saltmarsh","Peat (Turfa herbacea)",58.942032,-3.0836815,"direct from dataset","1","UK","Scotland",2019,0.14,0.15,"EA",27.94,1.81,0.206650159
"1662","Smeaton et al 2022b","CS Waulk 2","Waulkmill","Waulk 2","Saltmarsh","Peat (Turfa herbacea)",58.942032,-3.0836815,"direct from dataset","1","UK","Scotland",2019,0.15,0.16,"EA",33.12,2.36,0.176045278
"1663","Smeaton et al 2022b","CS Waulk 2","Waulkmill","Waulk 2","Saltmarsh","Peat (Turfa herbacea)",58.942032,-3.0836815,"direct from dataset","1","UK","Scotland",2019,0.16,0.17,"EA",28.9,1.87,0.231093031
"1664","Smeaton et al 2022b","CS Waulk 2","Waulkmill","Waulk 2","Saltmarsh","Peat (Turfa herbacea)",58.942032,-3.0836815,"direct from dataset","1","UK","Scotland",2019,0.17,0.18,"EA",16.84,1.2,0.344053767
"1665","Smeaton et al 2022b","CS Waulk 2","Waulkmill","Waulk 2","Saltmarsh","Peat (Turfa herbacea)",58.942032,-3.0836815,"direct from dataset","1","UK","Scotland",2019,0.18,0.19,"EA",13.78,0.95,0.380166254
"1666","Smeaton et al 2022b","CS Waulk 2","Waulkmill","Waulk 2","Saltmarsh","Peat (Turfa herbacea)",58.942032,-3.0836815,"direct from dataset","1","UK","Scotland",2019,0.19,0.2,"EA",22.98,1.11,0.305741068
"1667","Smeaton et al 2022b","CS Waulk 2","Waulkmill","Waulk 2","Saltmarsh","Peat (Turfa herbacea)",58.942032,-3.0836815,"direct from dataset","1","UK","Scotland",2019,0.2,0.21,"EA",11.29,1.24,0.456324726
"1668","Smeaton et al 2022b","CS Waulk 2","Waulkmill","Waulk 2","Saltmarsh","Peat (Turfa herbacea)",58.942032,-3.0836815,"direct from dataset","1","UK","Scotland",2019,0.21,0.22,"EA",23.06,1.59,0.288910506
"1669","Smeaton et al 2022b","CS Waulk 2","Waulkmill","Waulk 2","Saltmarsh","Peat (Turfa herbacea)",58.942032,-3.0836815,"direct from dataset","1","UK","Scotland",2019,0.22,0.23,"EA",26.15,1.9,0.277131235
"1670","Smeaton et al 2022b","CS Waulk 2","Waulkmill","Waulk 2","Saltmarsh","Peat (Turfa herbacea)",58.942032,-3.0836815,"direct from dataset","1","UK","Scotland",2019,0.23,0.24,"EA",23.34,1.62,0.308440042
"1671","Smeaton et al 2022b","CS Waulk 2","Waulkmill","Waulk 2","Saltmarsh","Peat (Turfa herbacea)",58.942032,-3.0836815,"direct from dataset","1","UK","Scotland",2019,0.24,0.25,"EA",19.69,1.66,0.319073222
"1672","Smeaton et al 2022b","CS Waulk 2","Waulkmill","Waulk 2","Saltmarsh","Peat (Turfa herbacea)",58.942032,-3.0836815,"direct from dataset","1","UK","Scotland",2019,0.25,0.26,"EA",12.13,1.02,0.383342766
"1673","Smeaton et al 2022b","CS Waulk 2","Waulkmill","Waulk 2","Saltmarsh","Peat (Turfa herbacea)",58.942032,-3.0836815,"direct from dataset","1","UK","Scotland",2019,0.26,0.27,"EA",12.52,1.01,0.420028299
"1674","Smeaton et al 2022b","CS Waulk 2","Waulkmill","Waulk 2","Saltmarsh","Peat (Turfa herbacea)",58.942032,-3.0836815,"direct from dataset","1","UK","Scotland",2019,0.27,0.28,"EA",15.19,0.96,0.460272374
"1675","Smeaton et al 2022b","CS Waulk 2","Waulkmill","Waulk 2","Saltmarsh","Peat (Turfa herbacea)",58.942032,-3.0836815,"direct from dataset","1","UK","Scotland",2019,0.28,0.29,"EA",12.03,1.2,0.366034666
"1676","Smeaton et al 2022b","CS Waulk 2","Waulkmill","Waulk 2","Saltmarsh","Peat (Turfa herbacea)",58.942032,-3.0836815,"direct from dataset","1","UK","Scotland",2019,0.29,0.3,"EA",12.34,1.19,0.462893527
"1677","Smeaton et al 2022b","CS Waulk 2","Waulkmill","Waulk 2","Saltmarsh","Peat (Turfa herbacea) + Sand",58.942032,-3.0836815,"direct from dataset","1","UK","Scotland",2019,0.3,0.31,"EA",13.44,1.71,0.402451362
"1678","Smeaton et al 2022b","CS Waulk 2","Waulkmill","Waulk 2","Saltmarsh","Peat (Turfa herbacea) + Sand",58.942032,-3.0836815,"direct from dataset","1","UK","Scotland",2019,0.31,0.32,"EA",12.81,1.3,0.402161302
"1679","Smeaton et al 2022b","CS Waulk 2","Waulkmill","Waulk 2","Saltmarsh","Peat (Turfa herbacea) + Sand",58.942032,-3.0836815,"direct from dataset","1","UK","Scotland",2019,0.32,0.33,"EA",11.17,0.98,0.574609126
"1680","Smeaton et al 2022b","CS Waulk 2","Waulkmill","Waulk 2","Saltmarsh","Peat (Turfa herbacea) + Sand",58.942032,-3.0836815,"direct from dataset","1","UK","Scotland",2019,0.33,0.34,"EA",9.77,0.98,0.66296781
"1681","Smeaton et al 2022b","CS Waulk 2","Waulkmill","Waulk 2","Saltmarsh","Peat (Turfa herbacea) + Sand",58.942032,-3.0836815,"direct from dataset","1","UK","Scotland",2019,0.34,0.35,"EA",8.97,0.45,0.614184648
