"","Source","Site_name","Site","Core","Habitat_type","Soil_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Nation","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","N_perc","BD_reported_g_cm3"
"1454","Smeaton et al 2022b","CS Skin-2","Skinflats","Skin-2","Saltmarsh","Basal Mud",56.058454,-3.7345298,"direct from dataset","1","UK","Scotland",2019,0.4,0.41,"EA",3.2,0.22,0.71750619
"1455","Smeaton et al 2022b","CS Skin-2","Skinflats","Skin-2","Saltmarsh","Basal Mud",56.058454,-3.7345298,"direct from dataset","1","UK","Scotland",2019,0.41,0.42,"EA",3.28,NA,0.544662186
"1456","Smeaton et al 2022b","CS Skin-2","Skinflats","Skin-2","Saltmarsh","Basal Mud",56.058454,-3.7345298,"direct from dataset","1","UK","Scotland",2019,0.42,0.43,"EA",2.55,0.16,0.3390237
"1457","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt with Roots",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0,0.01,"EA",4.44,0.24,0.523457258
"1458","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt with Roots",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.01,0.02,"EA",4.15,0.27,0.604744172
"1459","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt with Roots",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.02,0.03,"EA",4.15,0.34,0.929382033
"1460","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt with Roots",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.03,0.04,"EA",4.28,0.38,0.845129624
"1461","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt with Roots",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.04,0.05,"EA",3.19,0.26,0.558026733
"1462","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt with Roots",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.05,0.06,"EA",3.33,0.2,0.54072179
"1463","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt with Roots",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.06,0.07,"EA",3.14,0.23,0.482447
"1464","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt with Roots",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.07,0.08,"EA",3.26,0.25,0.48294125
"1465","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt with Roots",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.08,0.09,"EA",2.36,0.17,0.536065278
"1466","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt with Roots",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.09,0.1,"EA",2.48,0.18,0.551735157
"1467","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt with Roots",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.1,0.11,"EA",2.65,0.18,0.616226919
"1468","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt with Roots",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.11,0.12,"EA",2.14,0.22,0.525611439
"1469","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt with Roots",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.12,0.13,"EA",2.28,0.24,0.684846752
"1470","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt with Roots",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.13,0.14,"EA",2.44,0.24,0.702126826
"1471","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt with Roots",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.14,0.15,"EA",2.52,0.27,0.877246503
"1472","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt with Roots",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.15,0.16,"EA",2.65,0.33,0.840839913
"1473","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt with Roots",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.16,0.17,"EA",2.96,0.3,0.562372397
"1474","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt with Roots",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.17,0.18,"EA",2.11,0.2,0.915984458
"1475","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt with Roots",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.18,0.19,"EA",2.57,0.19,1.020019273
"1476","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt with Roots",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.19,0.2,"EA",2.37,0.22,0.673388872
"1477","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt with Roots",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.2,0.21,"EA",2.67,0.26,0.652220081
"1478","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt with Roots",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.21,0.22,"EA",2.97,NA,0.513053155
"1479","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt with Roots",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.22,0.23,"EA",2.15,0.14,0.863155735
"1480","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt with Roots",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.23,0.24,"EA",2.02,NA,0.525580354
"1481","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt with Roots",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.24,0.25,"EA",1.97,0.09,0.891719615
"1482","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt with Roots",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.25,0.26,"EA",0.96,NA,0.993314268
"1483","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt with Roots",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.26,0.27,"EA",1.01,0.05,0.986258004
"1484","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt with Roots",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.27,0.28,"EA",0.82,NA,0.850811937
"1485","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt with Roots",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.28,0.29,"EA",1.12,0.05,0.677886851
"1486","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt with Roots",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.29,0.3,"EA",0.76,NA,0.946108797
"1487","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt with Roots",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.3,0.31,"EA",0.69,0.02,0.61538452
"1488","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt with Roots",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.31,0.32,"EA",0.64,NA,0.919217283
"1489","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.32,0.33,"EA",0.79,0.03,1.100995337
"1490","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.33,0.34,"EA",0.73,NA,0.797358408
"1491","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.34,0.35,"EA",0.51,0.02,0.891529997
"1492","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.35,0.36,"EA",0.63,NA,0.581980727
"1493","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.36,0.37,"EA",0.55,0.02,1.003040721
"1494","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.37,0.38,"EA",0.57,NA,0.647433012
"1495","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.38,0.39,"EA",0.52,0.01,1.261470936
"1496","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.39,0.4,"EA",0.57,NA,0.983665527
"1497","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.4,0.41,"EA",0.55,0.02,0.727367734
"1498","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.41,0.42,"EA",0.5,NA,1.148679515
"1499","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.42,0.43,"EA",0.61,0.02,0.890644078
"1500","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.43,0.44,"EA",0.56,NA,1.036693192
"1501","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.44,0.45,"EA",0.55,0.02,0.935791731
"1502","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.45,0.46,"EA",0.53,NA,1.055341001
"1503","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.46,0.47,"EA",0.54,0.02,1.35778738
"1504","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.47,0.48,"EA",0.46,NA,1.17304383
"1505","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.48,0.49,"EA",0.44,0.01,0.551735157
"1506","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.49,0.5,"EA",0.57,NA,0.958054709
"1507","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.5,0.51,"EA",0.29,0.01,1.041837737
"1508","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.51,0.52,"EA",0.29,NA,0.912900839
"1509","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sandy Silt",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.52,0.53,"EA",0.24,0.01,0.935791731
"1510","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sand",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.53,0.54,"EA",0.5,NA,1.16406963
"1511","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sand",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.54,0.55,"EA",0.55,0.03,0.868822505
"1512","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sand",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.55,0.56,"EA",0.48,NA,0.596805098
"1513","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sand",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.56,0.57,"EA",0.44,0.03,0.733242773
"1514","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sand",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.57,0.58,"EA",0.19,NA,0.841290643
"1515","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sand",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.58,0.59,"EA",0.41,0.02,0.571271993
"1516","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sand",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.59,0.6,"EA",0.09,NA,0.911632577
"1517","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sand",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.6,0.61,"EA",0.11,0.01,0.967262045
"1518","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sand",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.61,0.62,"EA",0.12,NA,1.152866646
"1519","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sand",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.62,0.63,"EA",0.29,0.01,1.232655269
"1520","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sand",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.63,0.64,"EA",0.42,NA,0.91304383
"1521","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sand",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.64,0.65,"EA",0.41,0.02,0.728405968
"1522","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sand",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.65,0.66,"EA",0.55,NA,0.794977308
"1523","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sand",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.66,0.67,"EA",0.31,0.02,0.882524712
"1524","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sand",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.67,0.68,"EA",0.82,NA,0.923587815
"1525","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sand",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.68,0.69,"EA",1.35,0.06,0.864700653
"1526","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sand",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.69,0.7,"EA",1.02,NA,0.987756295
"1527","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sand",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.7,0.71,"EA",0.43,0.02,0.992108175
"1528","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sand",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.71,0.72,"EA",0.57,NA,0.977370842
"1529","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sand",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.72,0.73,"EA",0.5,0.02,0.858735468
"1530","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sand",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.73,0.74,"EA",0.43,NA,0.948057818
"1531","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sand",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.74,0.75,"EA",0.48,0.03,1.186391669
"1532","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sand",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.75,0.76,"EA",0.34,NA,1.046702518
"1533","Smeaton et al 2022b","CS SU-19-1","Sunderland","SU-19-1","Saltmarsh","Sand",54.003307,-2.8885075,"direct from dataset","1","UK","England",2019,0.76,0.77,"EA",0.44,0.02,1.02
"1534","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt with Roots",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0,0.01,"EA",4.44,0.24,0.523457258
"1535","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt with Roots",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.01,0.02,"EA",4.15,0.27,0.604744172
"1536","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt with Roots",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.02,0.03,"EA",4.15,0.34,0.929382033
"1537","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt with Roots",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.03,0.04,"EA",4.28,0.38,0.845129624
"1538","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt with Roots",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.04,0.05,"EA",3.19,0.26,0.558026733
"1539","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt with Roots",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.05,0.06,"EA",3.33,0.2,0.54072179
"1540","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt with Roots",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.06,0.07,"EA",3.14,0.23,0.482447
"1541","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt with Roots",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.07,0.08,"EA",3.26,0.25,0.48294125
"1542","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt with Roots",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.08,0.09,"EA",2.36,0.17,0.536065278
"1543","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt with Roots",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.09,0.1,"EA",2.48,0.18,0.551735157
"1544","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt with Roots",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.1,0.11,"EA",2.65,0.18,0.616226919
"1545","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt with Roots",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.11,0.12,"EA",2.14,0.22,0.525611439
"1546","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt with Roots",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.12,0.13,"EA",2.28,0.24,0.684846752
"1547","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt with Roots",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.13,0.14,"EA",2.44,0.24,0.702126826
"1548","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt with Roots",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.14,0.15,"EA",2.52,0.27,0.877246503
"1549","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt with Roots",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.15,0.16,"EA",2.65,0.33,0.840839913
"1550","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt with Roots",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.16,0.17,"EA",2.96,0.3,0.562372397
"1551","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt with Roots",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.17,0.18,"EA",2.11,0.2,0.915984458
"1552","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt with Roots",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.18,0.19,"EA",2.57,0.19,1.020019273
"1553","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt with Roots",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.19,0.2,"EA",2.37,0.22,0.673388872
"1554","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt with Roots",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.2,0.21,"EA",2.67,0.26,0.652220081
"1555","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt with Roots",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.21,0.22,"EA",2.97,NA,0.513053155
"1556","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt with Roots",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.22,0.23,"EA",2.15,0.14,0.863155735
"1557","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt with Roots",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.23,0.24,"EA",2.02,NA,0.525580354
"1558","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt with Roots",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.24,0.25,"EA",1.97,0.09,0.891719615
"1559","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt with Roots",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.25,0.26,"EA",0.96,NA,0.993314268
"1560","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt with Roots",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.26,0.27,"EA",1.01,0.05,0.986258004
"1561","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt with Roots",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.27,0.28,"EA",0.82,NA,0.850811937
"1562","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt with Roots",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.28,0.29,"EA",1.12,0.05,0.677886851
"1563","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt with Roots",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.29,0.3,"EA",0.76,NA,0.946108797
"1564","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt with Roots",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.3,0.31,"EA",0.69,0.02,0.61538452
"1565","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt with Roots",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.31,0.32,"EA",0.64,NA,0.919217283
"1566","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.32,0.33,"EA",0.79,0.03,1.100995337
"1567","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.33,0.34,"EA",0.73,NA,0.797358408
"1568","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.34,0.35,"EA",0.51,0.02,0.891529997
"1569","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.35,0.36,"EA",0.63,NA,0.581980727
"1570","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.36,0.37,"EA",0.55,0.02,1.003040721
"1571","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.37,0.38,"EA",0.57,NA,0.647433012
"1572","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.38,0.39,"EA",0.52,0.01,1.261470936
"1573","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.39,0.4,"EA",0.57,NA,0.983665527
"1574","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.4,0.41,"EA",0.55,0.02,0.727367734
"1575","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.41,0.42,"EA",0.5,NA,1.148679515
"1576","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.42,0.43,"EA",0.61,0.02,0.890644078
"1577","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.43,0.44,"EA",0.56,NA,1.036693192
"1578","Smeaton et al 2022b","CS SU-19-05","Sunderland","SU-19-05","Saltmarsh","Sandy Silt",54.003057,-2.894315,"direct from dataset","1","UK","England",2019,0.44,0.45,"EA",0.55,0.02,0.935791731
