"","Source","Site_name","Site","Core","Habitat_type","Soil_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","State","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","SOM_perc","BD_reported_g_cm3"
"532","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","peat+sand",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.2833,0.3,"EA",NA,8.85,0.413
"533","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","peat+sand",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.3,0.3167,"EA",NA,3.65,0.569
"534","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","peat+sand",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.3167,0.3333,"EA",NA,3.73,0.599
"535","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","peat+sand",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.3333,0.35,"EA",NA,4.04,0.569
"536","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","Sand",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.35,0.3667,"EA",NA,4.16,0.581
"537","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","Sand",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.3667,0.3833,"EA",0.8,3.9,0.599
"538","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","Sand",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.3833,0.4,"EA",NA,3.23,0.617
"539","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","Sand",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.4,0.4167,"EA",NA,3.34,0.629
"540","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","Sand",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.4167,0.4333,"EA",NA,4.1,0.617
"541","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","Sand",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.4333,0.45,"EA",NA,2.68,0.605
"542","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","Sand",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.45,0.4667,"EA",0.66,3.68,0.635
"543","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","Sand",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.4667,0.4833,"EA",NA,3.36,0.575
"544","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","Sand",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.4833,0.5,"EA",NA,2.69,0.695
"545","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","Sand",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.5,0.5167,"EA",NA,2.41,0.683
"546","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","Sand",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.5167,0.5333,"EA",NA,15.76,0.335
"547","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","Sand",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.5333,0.55,"EA",NA,17.91,0.413
"548","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","Sand+Clay",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.55,0.5667,"EA",0.6,6.5,0.539
"549","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","Sand+Clay",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.5667,0.5833,"EA",NA,5.99,0.491
"550","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","Sand+Clay",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.5833,0.6,"EA",NA,3.91,0.611
"551","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","Sand+Clay",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.6,0.6167,"EA",NA,4.01,0.629
"552","Kohfeld et al 2022","KEH GBK_1-2","Grice Bay- Kootowis Creek","GBK_1-2","Salt marsh","Clay",49.08756,-125.73261,"direct from dataset","1","Canada"," British Columbia",2016,0.6167,0.6334,"EA",0.6,6.54,0.491
"553","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","soil",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0,0.0112,"EA",NA,55.33,0.179
"554","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","soil",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.0112,0.0224,"EA",NA,53.53,0.125
"555","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","soil",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.0224,0.0336,"EA",NA,44.54,0.179
"556","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","soil",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.0336,0.0447,"EA",NA,42.32,0.161
"557","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","soil+peat",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.0447,0.0559,"EA",NA,50.43,0.143
"558","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","soil+peat",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.0559,0.0671,"EA",NA,57.75,0.143
"559","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","peat",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.0671,0.0783,"EA",NA,49.74,0.143
"560","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","peat",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.0783,0.0895,"EA",NA,39.72,0.161
"561","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","peat",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.0895,0.1007,"EA",NA,39.31,0.214
"562","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","peat",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.1007,0.1119,"EA",NA,51.26,0.152
"563","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","organic debris",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.1119,0.1231,"EA",NA,41.94,0.188
"564","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","peat",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.1231,0.1342,"EA",NA,32.61,0.223
"565","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","peat+sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.1342,0.1454,"EA",NA,18.59,0.411
"566","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","peat+sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.1454,0.1566,"EA",NA,20.88,0.286
"567","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","peat+sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.1566,0.1678,"EA",NA,29.25,0.295
"568","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","peat+sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.1678,0.179,"EA",NA,19.82,0.348
"569","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","peat+sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.179,0.1902,"EA",NA,42.78,0.429
"570","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand+peat",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.1902,0.2014,"EA",NA,12.64,0.473
"571","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand+peat",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.2014,0.2125,"EA",NA,10.34,0.5
"572","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.2125,0.2237,"EA",NA,7.3,0.634
"573","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.2237,0.2349,"EA",NA,6.53,0.714
"574","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.2349,0.2461,"EA",NA,4.93,0.714
"575","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.2461,0.2573,"EA",NA,6.92,0.625
"576","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.2573,0.2685,"EA",NA,6.64,0.634
"577","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.2685,0.2797,"EA",NA,10.31,0.545
"578","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.2797,0.2908,"EA",NA,10.34,0.563
"579","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.2908,0.302,"EA",NA,11.34,0.545
"580","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.302,0.3132,"EA",NA,7.73,0.714
"581","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.3132,0.3244,"EA",NA,7.95,0.75
"582","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.3244,0.3356,"EA",NA,5.66,0.804
"583","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.3356,0.3468,"EA",NA,7.18,0.723
"584","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.3468,0.358,"EA",NA,4.82,0.768
"585","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.358,0.3692,"EA",NA,7.35,0.92
"586","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.3692,0.3803,"EA",NA,7.3,0.723
"587","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.3803,0.3915,"EA",NA,11.05,0.67
"588","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.3915,0.4027,"EA",NA,18.31,0.714
"589","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.4027,0.4139,"EA",NA,19.09,0.455
"590","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.4139,0.4251,"EA",NA,18.85,0.357
"591","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.4251,0.4363,"EA",NA,10.17,0.732
"592","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.4363,0.4475,"EA",NA,2.96,0.92
"593","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.4475,0.4586,"EA",NA,7.12,0.938
"594","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.4586,0.4698,"EA",NA,16.97,0.759
"595","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","debris (in sand)",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.4698,0.481,"EA",NA,55.9,0.411
"596","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","debris (in sand)",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.481,0.4922,"EA",NA,13.96,0.821
"597","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","debris (in sand)",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.4922,0.5034,"EA",NA,14.06,0.83
"598","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","debris (in sand)",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.5034,0.5146,"EA",NA,14.1,0.839
"599","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","debris (in sand)",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.5146,0.5258,"EA",NA,14.08,0.848
"600","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand+debris",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.5258,0.5369,"EA",NA,13.78,0.893
"601","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","sand+debris",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.5369,0.5481,"EA",NA,8.06,0.866
"602","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","debris (sand not visible)",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.5481,0.5593,"EA",NA,13.62,0.875
"603","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","debris (sand not visible)",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.5593,0.5705,"EA",NA,13.3,0.884
"604","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","clay+sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.5705,0.5817,"EA",NA,8.82,0.902
"605","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","debris",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.5817,0.5929,"EA",NA,12.38,0.893
"606","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","debris",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.5929,0.6041,"EA",NA,11.76,0.902
"607","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","clay+sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.6041,0.6153,"EA",NA,7.83,0.902
"608","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","clay+sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.6153,0.6264,"EA",NA,4.39,0.991
"609","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","clay+sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.6264,0.6376,"EA",NA,5.33,1.161
"610","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","clay+sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.6376,0.6488,"EA",NA,8.87,0.821
"611","Kohfeld et al 2022","KEH GBK_1-3","Grice Bay- Kootowis Creek","GBK_1-3","Salt marsh","clay+sand",49.08763,-125.73271,"direct from dataset","1","Canada"," British Columbia",2016,0.6488,0.66,"EA",NA,4.69,1.027
"612","Kohfeld et al 2022","KEH GBK_1-4","Grice Bay- Kootowis Creek","GBK_1-4","Salt marsh","peat",49.08771,-125.73283,"direct from dataset","1","Canada"," British Columbia",2016,0,0.0154,"EA",15.95,39.49,0.162
"613","Kohfeld et al 2022","KEH GBK_1-4","Grice Bay- Kootowis Creek","GBK_1-4","Salt marsh","peat",49.08771,-125.73283,"direct from dataset","1","Canada"," British Columbia",2016,0.0154,0.0308,"EA",NA,35.81,0.188
"614","Kohfeld et al 2022","KEH GBK_1-4","Grice Bay- Kootowis Creek","GBK_1-4","Salt marsh","peat",49.08771,-125.73283,"direct from dataset","1","Canada"," British Columbia",2016,0.0308,0.0462,"EA",NA,41.87,0.162
"615","Kohfeld et al 2022","KEH GBK_1-4","Grice Bay- Kootowis Creek","GBK_1-4","Salt marsh","peat",49.08771,-125.73283,"direct from dataset","1","Canada"," British Columbia",2016,0.0462,0.0616,"EA",15.77,35.72,0.156
"616","Kohfeld et al 2022","KEH GBK_1-4","Grice Bay- Kootowis Creek","GBK_1-4","Salt marsh","peat",49.08771,-125.73283,"direct from dataset","1","Canada"," British Columbia",2016,0.0616,0.077,"EA",NA,33.43,0.182
"617","Kohfeld et al 2022","KEH GBK_1-4","Grice Bay- Kootowis Creek","GBK_1-4","Salt marsh","peat",49.08771,-125.73283,"direct from dataset","1","Canada"," British Columbia",2016,0.077,0.0924,"EA",NA,27.18,0.195
"618","Kohfeld et al 2022","KEH GBK_1-4","Grice Bay- Kootowis Creek","GBK_1-4","Salt marsh","peat",49.08771,-125.73283,"direct from dataset","1","Canada"," British Columbia",2016,0.0924,0.1078,"EA",10.96,31.69,0.208
"619","Kohfeld et al 2022","KEH GBK_1-4","Grice Bay- Kootowis Creek","GBK_1-4","Salt marsh","peat",49.08771,-125.73283,"direct from dataset","1","Canada"," British Columbia",2016,0.1078,0.1232,"EA",NA,30.68,0.195
"620","Kohfeld et al 2022","KEH GBK_1-4","Grice Bay- Kootowis Creek","GBK_1-4","Salt marsh","peat",49.08771,-125.73283,"direct from dataset","1","Canada"," British Columbia",2016,0.1232,0.1385,"EA",NA,28.15,0.175
"621","Kohfeld et al 2022","KEH GBK_1-4","Grice Bay- Kootowis Creek","GBK_1-4","Salt marsh","peat",49.08771,-125.73283,"direct from dataset","1","Canada"," British Columbia",2016,0.1385,0.1539,"EA",12.61,27.05,0.169
"622","Kohfeld et al 2022","KEH GBK_1-4","Grice Bay- Kootowis Creek","GBK_1-4","Salt marsh","peat-sand",49.08771,-125.73283,"direct from dataset","1","Canada"," British Columbia",2016,0.1539,0.1693,"EA",NA,21.44,0.266
"623","Kohfeld et al 2022","KEH GBK_1-4","Grice Bay- Kootowis Creek","GBK_1-4","Salt marsh","peat-sand",49.08771,-125.73283,"direct from dataset","1","Canada"," British Columbia",2016,0.1693,0.1847,"EA",NA,23.35,0.266
"624","Kohfeld et al 2022","KEH GBK_1-4","Grice Bay- Kootowis Creek","GBK_1-4","Salt marsh","Sand",49.08771,-125.73283,"direct from dataset","1","Canada"," British Columbia",2016,0.1847,0.2001,"EA",0.55,3.31,0.61
"625","Kohfeld et al 2022","KEH GBK_1-4","Grice Bay- Kootowis Creek","GBK_1-4","Salt marsh","Sand",49.08771,-125.73283,"direct from dataset","1","Canada"," British Columbia",2016,0.2001,0.2155,"EA",NA,2.32,0.727
"626","Kohfeld et al 2022","KEH GBK_1-4","Grice Bay- Kootowis Creek","GBK_1-4","Salt marsh","Sand",49.08771,-125.73283,"direct from dataset","1","Canada"," British Columbia",2016,0.2155,0.2309,"EA",NA,2.46,0.643
"627","Kohfeld et al 2022","KEH GBK_1-4","Grice Bay- Kootowis Creek","GBK_1-4","Salt marsh","Sand",49.08771,-125.73283,"direct from dataset","1","Canada"," British Columbia",2016,0.2309,0.2463,"EA",0.37,2.26,0.688
"628","Kohfeld et al 2022","KEH GBK_1-4","Grice Bay- Kootowis Creek","GBK_1-4","Salt marsh","Sand",49.08771,-125.73283,"direct from dataset","1","Canada"," British Columbia",2016,0.2463,0.2617,"EA",NA,2.12,0.669
"629","Kohfeld et al 2022","KEH GBK_1-4","Grice Bay- Kootowis Creek","GBK_1-4","Salt marsh","Sand",49.08771,-125.73283,"direct from dataset","1","Canada"," British Columbia",2016,0.2617,0.2771,"EA",NA,2.12,0.649
"630","Kohfeld et al 2022","KEH GBK_1-4","Grice Bay- Kootowis Creek","GBK_1-4","Salt marsh","Sand",49.08771,-125.73283,"direct from dataset","1","Canada"," British Columbia",2016,0.2771,0.2925,"EA",0.32,2.09,0.63
"631","Kohfeld et al 2022","KEH GBK_1-4","Grice Bay- Kootowis Creek","GBK_1-4","Salt marsh","Sand",49.08771,-125.73283,"direct from dataset","1","Canada"," British Columbia",2016,0.2925,0.3079,"EA",NA,1.95,0.695
"632","Kohfeld et al 2022","KEH GBK_1-4","Grice Bay- Kootowis Creek","GBK_1-4","Salt marsh","Sand",49.08771,-125.73283,"direct from dataset","1","Canada"," British Columbia",2016,0.3079,0.3233,"EA",NA,2.15,0.623
"633","Kohfeld et al 2022","KEH GBK_1-4","Grice Bay- Kootowis Creek","GBK_1-4","Salt marsh","Sand",49.08771,-125.73283,"direct from dataset","1","Canada"," British Columbia",2016,0.3233,0.3387,"EA",0.87,2.23,0.662
"634","Kohfeld et al 2022","KEH GBK_1-4","Grice Bay- Kootowis Creek","GBK_1-4","Salt marsh","Sand",49.08771,-125.73283,"direct from dataset","1","Canada"," British Columbia",2016,0.3387,0.3541,"EA",NA,2.16,0.662
"635","Kohfeld et al 2022","KEH GBK_1-4","Grice Bay- Kootowis Creek","GBK_1-4","Salt marsh","Sand",49.08771,-125.73283,"direct from dataset","1","Canada"," British Columbia",2016,0.3541,0.3695,"EA",NA,2.24,0.708
"636","Kohfeld et al 2022","KEH KCS_1-1","Kennedy Cove South","KCS_1-1","Salt marsh","soil",49.13696,-125.67082,"direct from dataset","1","Canada"," British Columbia",2016,0,0.0129,"EA",27.59,63.41,0.078
"637","Kohfeld et al 2022","KEH KCS_1-1","Kennedy Cove South","KCS_1-1","Salt marsh","soil",49.13696,-125.67082,"direct from dataset","1","Canada"," British Columbia",2016,0.0129,0.0258,"EA",NA,71.38,0.07
"638","Kohfeld et al 2022","KEH KCS_1-1","Kennedy Cove South","KCS_1-1","Salt marsh","peat+mud",49.13696,-125.67082,"direct from dataset","1","Canada"," British Columbia",2016,0.0258,0.0388,"EA",28.88,67.75,0.062
"639","Kohfeld et al 2022","KEH KCS_1-1","Kennedy Cove South","KCS_1-1","Salt marsh","peat+mud",49.13696,-125.67082,"direct from dataset","1","Canada"," British Columbia",2016,0.0388,0.0517,"EA",NA,71.96,0.07
"640","Kohfeld et al 2022","KEH KCS_1-1","Kennedy Cove South","KCS_1-1","Salt marsh","peat+mud",49.13696,-125.67082,"direct from dataset","1","Canada"," British Columbia",2016,0.0517,0.0646,"EA",NA,75.5,0.078
"641","Kohfeld et al 2022","KEH KCS_1-1","Kennedy Cove South","KCS_1-1","Salt marsh","peat+mud",49.13696,-125.67082,"direct from dataset","1","Canada"," British Columbia",2016,0.0646,0.0775,"EA",25.73,67.52,0.124
"642","Kohfeld et al 2022","KEH KCS_1-1","Kennedy Cove South","KCS_1-1","Salt marsh","peat+mud",49.13696,-125.67082,"direct from dataset","1","Canada"," British Columbia",2016,0.0775,0.0904,"EA",NA,71.71,0.225
"643","Kohfeld et al 2022","KEH KCS_1-1","Kennedy Cove South","KCS_1-1","Salt marsh","peat+mud",49.13696,-125.67082,"direct from dataset","1","Canada"," British Columbia",2016,0.0904,0.1033,"EA",NA,60.74,0.093
"644","Kohfeld et al 2022","KEH KCS_1-1","Kennedy Cove South","KCS_1-1","Salt marsh","peat+mud",49.13696,-125.67082,"direct from dataset","1","Canada"," British Columbia",2016,0.1033,0.1163,"EA",NA,48.24,0.45
"645","Kohfeld et al 2022","KEH KCS_1-1","Kennedy Cove South","KCS_1-1","Salt marsh","peat+mud",49.13696,-125.67082,"direct from dataset","1","Canada"," British Columbia",2016,0.1163,0.1292,"EA",NA,57.19,0.093
