"","Source","Original_source","Site_name","Core","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","State","Year_collected","U_depth_m","L_depth_m","OC_perc","N_perc","BD_reported_g_cm3","Year_collected_end","Method","DOI"
"199","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 2","Minjiang River Estuary 2","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0.2,0.3,"21.06 ","1.90 ","0.82 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"200","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 2","Minjiang River Estuary 2","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0.3,0.4,"22.43 ","1.96 ","0.83 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"201","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 3","Minjiang River Estuary 3","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0,0.1,"30.57 ","3.14 ","0.67 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"202","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 3","Minjiang River Estuary 3","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0.1,0.2,"21.84 ","2.08 ","0.68 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"203","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 3","Minjiang River Estuary 3","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0.2,0.3,"24.92 ","2.15 ","0.76 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"204","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 3","Minjiang River Estuary 3","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0.3,0.4,"23.06 ","2.01 ","0.82 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"205","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 4","Minjiang River Estuary 4","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0,0.1,"19.51 ","1.90 ","0.71 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"206","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 4","Minjiang River Estuary 4","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0.1,0.2,"31.80 ","2.76 ","0.82 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"207","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 4","Minjiang River Estuary 4","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0.2,0.3,"21.34 ","1.95 ","0.87 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"208","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 4","Minjiang River Estuary 4","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0.3,0.4,"21.57 ","1.95 ","0.87 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"209","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 5","Minjiang River Estuary 5","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0,0.1,"30.89 ","2.78 ","0.67 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"210","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 5","Minjiang River Estuary 5","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0.1,0.2,"18.04 ","1.72 ","0.62 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"211","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 5","Minjiang River Estuary 5","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0.2,0.3,"18.65 ","1.70 ","0.68 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"212","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 5","Minjiang River Estuary 5","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0.3,0.4,"20.87 ","1.86 ","0.68 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"213","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 6","Minjiang River Estuary 6","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0,0.1,"29.58 ","2.59 ","0.61 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"214","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 6","Minjiang River Estuary 6","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0.1,0.2,"20.11 ","1.94 ","0.72 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"215","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 6","Minjiang River Estuary 6","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0.2,0.3,"20.72 ","1.86 ","0.70 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"216","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 6","Minjiang River Estuary 6","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0.3,0.4,"20.82 ","1.83 ","0.65 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"217","Xia et al 2022","Xia et al 2022","SX Nandagang Wetland 1","Nandagang Wetland 1","Saltmarsh","38.9256","116.0964","direct from dataset","1","China","Hebei","2015",0,0.1,"11.01 ","1.35 ","1.32 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"218","Xia et al 2022","Xia et al 2022","SX Nandagang Wetland 1","Nandagang Wetland 1","Saltmarsh","38.9256","116.0964","direct from dataset","1","China","Hebei","2015",0.1,0.2,"15.21 ","1.68 ","1.23 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"219","Xia et al 2022","Xia et al 2022","SX Nandagang Wetland 1","Nandagang Wetland 1","Saltmarsh","38.9256","116.0964","direct from dataset","1","China","Hebei","2015",0.2,0.3,"17.12 ","2.13 ","1.20 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"220","Xia et al 2022","Xia et al 2022","SX Nandagang Wetland 1","Nandagang Wetland 1","Saltmarsh","38.9256","116.0964","direct from dataset","1","China","Hebei","2015",0.3,0.4,"13.67 ","1.51 ","1.26 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"221","Xia et al 2022","Xia et al 2022","SX Nandagang Wetland 1","Nandagang Wetland 1","Saltmarsh","38.9256","116.0964","direct from dataset","1","China","Hebei","2015",0.4,0.6,"10.93 ","1.28 ","1.32 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"222","Xia et al 2022","Xia et al 2022","SX Nandagang Wetland 1","Nandagang Wetland 1","Saltmarsh","38.9256","116.0964","direct from dataset","1","China","Hebei","2015",0.6,0.8,"8.48 ","1.10 ","1.38 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"223","Xia et al 2022","Xia et al 2022","SX Nandagang Wetland 1","Nandagang Wetland 1","Saltmarsh","38.9256","116.0964","direct from dataset","1","China","Hebei","2015",0.8,1,"7.03 ","0.94 ","1.41 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"224","Xia et al 2022","Xia et al 2022","SX Nandagang Wetland 2","Nandagang Wetland 2","Saltmarsh","38.8864","116","direct from dataset","1","China","Hebei","2015",0,0.1,"15.85 ","1.83 ","1.22 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"225","Xia et al 2022","Xia et al 2022","SX Nandagang Wetland 2","Nandagang Wetland 2","Saltmarsh","38.8864","116","direct from dataset","1","China","Hebei","2015",0.1,0.2,"14.45 ","1.78 ","1.25 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"226","Xia et al 2022","Xia et al 2022","SX Nandagang Wetland 2","Nandagang Wetland 2","Saltmarsh","38.8864","116","direct from dataset","1","China","Hebei","2015",0.2,0.3,"11.46 ","1.48 ","1.31 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"227","Xia et al 2022","Xia et al 2022","SX Nandagang Wetland 2","Nandagang Wetland 2","Saltmarsh","38.8864","116","direct from dataset","1","China","Hebei","2015",0.3,0.4,"11.66 ","1.24 ","1.30 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"228","Xia et al 2022","Xia et al 2022","SX Nandagang Wetland 2","Nandagang Wetland 2","Saltmarsh","38.8864","116","direct from dataset","1","China","Hebei","2015",0.4,0.6,"8.46 ","1.08 ","1.38 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"229","Xia et al 2022","Xia et al 2022","SX Nandagang Wetland 2","Nandagang Wetland 2","Saltmarsh","38.8864","116","direct from dataset","1","China","Hebei","2015",0.6,0.8,"7.46 ","1.08 ","1.40 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"230","Xia et al 2022","Xia et al 2022","SX Nandagang Wetland 2","Nandagang Wetland 2","Saltmarsh","38.8864","116","direct from dataset","1","China","Hebei","2015",0.8,1,"7.70 ","1.10 ","1.39 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"231","Xia et al 2022","Xia et al 2022","SX Nandagang Wetland 3","Nandagang Wetland 3","Saltmarsh","38.9278","116.1489","direct from dataset","1","China","Hebei","2015",0,0.1,"15.53 ","1.64 ","1.23 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"232","Xia et al 2022","Xia et al 2022","SX Nandagang Wetland 3","Nandagang Wetland 3","Saltmarsh","38.9278","116.1489","direct from dataset","1","China","Hebei","2015",0.1,0.2,"10.03 ","1.28 ","1.34 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"233","Xia et al 2022","Xia et al 2022","SX Nandagang Wetland 3","Nandagang Wetland 3","Saltmarsh","38.9278","116.1489","direct from dataset","1","China","Hebei","2015",0.2,0.3,"6.02 ","0.85 ","1.44 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"234","Xia et al 2022","Xia et al 2022","SX Nandagang Wetland 3","Nandagang Wetland 3","Saltmarsh","38.9278","116.1489","direct from dataset","1","China","Hebei","2015",0.3,0.4,"6.57 ","0.93 ","1.42 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"235","Xia et al 2022","Xia et al 2022","SX Nandagang Wetland 3","Nandagang Wetland 3","Saltmarsh","38.9278","116.1489","direct from dataset","1","China","Hebei","2015",0.4,0.6,"8.17 ","1.05 ","1.38 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"236","Xia et al 2022","Xia et al 2022","SX Nandagang Wetland 3","Nandagang Wetland 3","Saltmarsh","38.9278","116.1489","direct from dataset","1","China","Hebei","2015",0.6,0.8,"8.25 ","1.14 ","1.38 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"237","Xia et al 2022","Xia et al 2022","SX Nandagang Wetland 3","Nandagang Wetland 3","Saltmarsh","38.9278","116.1489","direct from dataset","1","China","Hebei","2015",0.8,1,"7.01 ","1.08 ","1.41 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"238","Xia et al 2022","Xia et al 2022","SX Yellow River Estuary 2","Yellow River Estuary 2","Saltmarsh","37.6258","118.5869","direct from dataset","1","China","Shandong","2015",0,0.1,"7.33 ","0.62 ","1.52 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"239","Xia et al 2022","Xia et al 2022","SX Yellow River Estuary 2","Yellow River Estuary 2","Saltmarsh","37.6258","118.5869","direct from dataset","1","China","Shandong","2015",0.1,0.2,"3.54 ","0.60 ","1.64 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"240","Xia et al 2022","Xia et al 2022","SX Yellow River Estuary 2","Yellow River Estuary 2","Saltmarsh","37.6258","118.5869","direct from dataset","1","China","Shandong","2015",0.2,0.3,"4.40 ","0.49 ","1.54 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"241","Xia et al 2022","Xia et al 2022","SX Yellow River Estuary 2","Yellow River Estuary 2","Saltmarsh","37.6258","118.5869","direct from dataset","1","China","Shandong","2015",0.3,0.4,"2.46 ","0.37 ","1.61 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"242","Xia et al 2022","Xia et al 2022","SX Yellow River Estuary 2","Yellow River Estuary 2","Saltmarsh","37.6258","118.5869","direct from dataset","1","China","Shandong","2015",0.4,0.6,"3.11 ","0.49 ","1.55 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"243","Xia et al 2022","Xia et al 2022","SX Yellow River Estuary 2","Yellow River Estuary 2","Saltmarsh","37.6258","118.5869","direct from dataset","1","China","Shandong","2015",0.6,0.8,"2.37 ","0.41 ","1.64 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"244","Xia et al 2022","Xia et al 2022","SX Yellow River Estuary 2","Yellow River Estuary 2","Saltmarsh","37.6258","118.5869","direct from dataset","1","China","Shandong","2015",0.8,1,"1.60 ","0.27 ","1.74 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"245","Xia et al 2022","Xia et al 2022","SX Yellow River Estuary 3","Yellow River Estuary 3","Saltmarsh","37.7249","118.7401","direct from dataset","1","China","Shandong","2015",0,0.1,"5.07 ","0.68 ","1.60 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"246","Xia et al 2022","Xia et al 2022","SX Yellow River Estuary 3","Yellow River Estuary 3","Saltmarsh","37.7249","118.7401","direct from dataset","1","China","Shandong","2015",0.1,0.2,"2.79 ","0.51 ","1.77 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"247","Xia et al 2022","Xia et al 2022","SX Yellow River Estuary 3","Yellow River Estuary 3","Saltmarsh","37.7249","118.7401","direct from dataset","1","China","Shandong","2015",0.2,0.3,"3.51 ","0.49 ","1.56 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"248","Xia et al 2022","Xia et al 2022","SX Yellow River Estuary 3","Yellow River Estuary 3","Saltmarsh","37.7249","118.7401","direct from dataset","1","China","Shandong","2015",0.3,0.4,"2.57 ","0.45 ","1.58 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"249","Xia et al 2022","Xia et al 2022","SX Yellow River Estuary 3","Yellow River Estuary 3","Saltmarsh","37.7249","118.7401","direct from dataset","1","China","Shandong","2015",0.4,0.6,"1.97 ",NA,"1.69 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"250","Xia et al 2022","Xia et al 2022","SX Yellow River Estuary 3","Yellow River Estuary 3","Saltmarsh","37.7249","118.7401","direct from dataset","1","China","Shandong","2015",0.6,0.8,"2.26 ",NA,"1.65 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"251","Xia et al 2022","Xia et al 2022","SX Yellow River Estuary 3","Yellow River Estuary 3","Saltmarsh","37.7249","118.7401","direct from dataset","1","China","Shandong","2015",0.8,1,"2.15 ",NA,"1.67 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"252","Xia et al 2022","Xia et al 2022","SX Yellow River Estuary 4","Yellow River Estuary 4","Saltmarsh","37.7959","118.8817","direct from dataset","1","China","Shandong","2015",0,0.1,"8.83 ","1.38 ","1.08 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"253","Xia et al 2022","Xia et al 2022","SX Yellow River Estuary 4","Yellow River Estuary 4","Saltmarsh","37.7959","118.8817","direct from dataset","1","China","Shandong","2015",0.1,0.2,"4.24 ","0.61 ","1.45 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"254","Xia et al 2022","Xia et al 2022","SX Yellow River Estuary 4","Yellow River Estuary 4","Saltmarsh","37.7959","118.8817","direct from dataset","1","China","Shandong","2015",0.2,0.3,"4.55 ","0.78 ","1.50 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"255","Xia et al 2022","Xia et al 2022","SX Yellow River Estuary 4","Yellow River Estuary 4","Saltmarsh","37.7959","118.8817","direct from dataset","1","China","Shandong","2015",0.3,0.4,"2.04 ","0.37 ","1.56 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"256","Xia et al 2022","Xia et al 2022","SX Yellow River Estuary 4","Yellow River Estuary 4","Saltmarsh","37.7959","118.8817","direct from dataset","1","China","Shandong","2015",0.4,0.6,"2.58 ","0.40 ","1.62 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"257","Xia et al 2022","Xia et al 2022","SX Yellow River Estuary 4","Yellow River Estuary 4","Saltmarsh","37.7959","118.8817","direct from dataset","1","China","Shandong","2015",0.6,0.8,"2.81 ","0.41 ","1.59 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"258","Xia et al 2022","Xia et al 2022","SX Yellow River Estuary 4","Yellow River Estuary 4","Saltmarsh","37.7959","118.8817","direct from dataset","1","China","Shandong","2015",0.8,1,"1.89 ","0.32 ","1.70 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"259","Xia et al 2022","Xia et al 2022","SX Yueqing Bay 2","Yueqing Bay 2","Saltmarsh","28.35","121.1833","direct from dataset","1","China","Zhejiang","2015",0,0.1,"12.41 ","1.12 ","0.60 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"260","Xia et al 2022","Xia et al 2022","SX Yueqing Bay 2","Yueqing Bay 2","Saltmarsh","28.35","121.1833","direct from dataset","1","China","Zhejiang","2015",0.1,0.2,"10.96 ","1.01 ","0.62 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"261","Xia et al 2022","Xia et al 2022","SX Yueqing Bay 2","Yueqing Bay 2","Saltmarsh","28.35","121.1833","direct from dataset","1","China","Zhejiang","2015",0.2,0.3,"11.17 ","0.97 ","0.56 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"262","Xia et al 2022","Xia et al 2022","SX Yueqing Bay 2","Yueqing Bay 2","Saltmarsh","28.35","121.1833","direct from dataset","1","China","Zhejiang","2015",0.3,0.4,"11.24 ","0.98 ","0.63 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"263","Xia et al 2022","Xia et al 2022","SX Yueqing Bay 4","Yueqing Bay 4","Saltmarsh","28.35","121.1833","direct from dataset","1","China","Zhejiang","2015",0,0.1,"12.86 ","1.14 ","0.66 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"264","Xia et al 2022","Xia et al 2022","SX Yueqing Bay 4","Yueqing Bay 4","Saltmarsh","28.35","121.1833","direct from dataset","1","China","Zhejiang","2015",0.1,0.2,"11.52 ","1.09 ","0.57 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"265","Xia et al 2022","Xia et al 2022","SX Yueqing Bay 4","Yueqing Bay 4","Saltmarsh","28.35","121.1833","direct from dataset","1","China","Zhejiang","2015",0.2,0.3,"11.10 ","0.99 ","0.73 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"266","Xia et al 2022","Xia et al 2022","SX Yueqing Bay 4","Yueqing Bay 4","Saltmarsh","28.35","121.1833","direct from dataset","1","China","Zhejiang","2015",0.3,0.4,"11.16 ","0.98 ","0.84 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"267","Xia et al 2022","Xia et al 2022","SX Yueqing Bay 6","Yueqing Bay 6","Saltmarsh","28.35","121.1833","direct from dataset","1","China","Zhejiang","2015",0,0.1,"12.09 ","1.09 ","0.57 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"268","Xia et al 2022","Xia et al 2022","SX Yueqing Bay 6","Yueqing Bay 6","Saltmarsh","28.35","121.1833","direct from dataset","1","China","Zhejiang","2015",0.1,0.2,"11.22 ","0.94 ","0.71 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"269","Xia et al 2022","Xia et al 2022","SX Yueqing Bay 6","Yueqing Bay 6","Saltmarsh","28.35","121.1833","direct from dataset","1","China","Zhejiang","2015",0.2,0.3,"11.09 ","0.95 ","0.76 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"270","Xia et al 2022","Xia et al 2022","SX Yueqing Bay 6","Yueqing Bay 6","Saltmarsh","28.35","121.1833","direct from dataset","1","China","Zhejiang","2015",0.3,0.4,"11.08 ","0.98 ","0.80 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"271","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 10","Zhangjiang River Estuary 10","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0,0.1,"19.37 ","1.51 ","0.80 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"272","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 10","Zhangjiang River Estuary 10","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0.1,0.2,"16.35 ","1.25 ","0.82 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"273","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 10","Zhangjiang River Estuary 10","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0.2,0.3,"15.78 ","1.24 ","0.88 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"274","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 10","Zhangjiang River Estuary 10","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0.3,0.4,"15.69 ","1.23 ","0.88 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"275","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 12","Zhangjiang River Estuary 12","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0,0.1,"21.22 ","1.65 ","0.82 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"276","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 12","Zhangjiang River Estuary 12","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0.1,0.2,"16.56 ","1.27 ","0.84 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"277","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 12","Zhangjiang River Estuary 12","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0.2,0.3,"15.86 ","1.11 ","0.90 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"278","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 12","Zhangjiang River Estuary 12","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0.3,0.4,"17.39 ","1.31 ","0.86 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"279","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 2","Zhangjiang River Estuary 2","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0,0.1,"22.72 ","1.74 ","0.61 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"280","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 2","Zhangjiang River Estuary 2","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0.1,0.2,"17.15 ","1.48 ","0.69 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"281","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 2","Zhangjiang River Estuary 2","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0.2,0.3,"15.97 ","1.51 ","0.67 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"282","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 2","Zhangjiang River Estuary 2","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0.3,0.4,"14.28 ","1.27 ","0.78 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"283","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 4","Zhangjiang River Estuary 4","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0,0.1,"23.94 ","1.57 ","0.68 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"284","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 4","Zhangjiang River Estuary 4","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0.1,0.2,"18.59 ","1.49 ","0.65 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"285","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 4","Zhangjiang River Estuary 4","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0.2,0.3,"17.07 ","1.28 ","0.78 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"286","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 4","Zhangjiang River Estuary 4","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0.3,0.4,"14.05 ","1.22 ","0.73 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"287","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 6","Zhangjiang River Estuary 6","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0,0.1,"24.92 ","1.61 ","0.50 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"288","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 6","Zhangjiang River Estuary 6","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0.1,0.2,"17.18 ","1.44 ","0.67 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"289","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 6","Zhangjiang River Estuary 6","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0.2,0.3,"15.82 ","1.31 ","0.66 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"290","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 6","Zhangjiang River Estuary 6","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0.3,0.4,"14.28 ","1.21 ","0.78 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"291","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 8","Zhangjiang River Estuary 8","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0,0.1,"21.25 ","1.49 ","0.78 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"292","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 8","Zhangjiang River Estuary 8","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0.1,0.2,"15.90 ","1.24 ","0.94 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"293","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 8","Zhangjiang River Estuary 8","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0.2,0.3,"14.93 ","1.14 ","0.97 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"294","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 8","Zhangjiang River Estuary 8","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0.3,0.4,"16.45 ","1.68 ","0.82 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"295","Xia et al 2022","Xia et al 2022","SX Zhanjiang 2","Zhanjiang 2","Saltmarsh","20.9167","110.25","direct from dataset","1","China","Guangdong","2015",0,0.1,"17.41 ","1.82 ","0.59 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"296","Xia et al 2022","Xia et al 2022","SX Zhanjiang 2","Zhanjiang 2","Saltmarsh","20.9167","110.25","direct from dataset","1","China","Guangdong","2015",0.1,0.2,"18.61 ","1.84 ","0.59 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"297","Xia et al 2022","Xia et al 2022","SX Zhanjiang 2","Zhanjiang 2","Saltmarsh","20.9167","110.25","direct from dataset","1","China","Guangdong","2015",0.2,0.3,"14.43 ","1.55 ","0.59 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"298","Xia et al 2022","Xia et al 2022","SX Zhanjiang 2","Zhanjiang 2","Saltmarsh","20.9167","110.25","direct from dataset","1","China","Guangdong","2015",0.3,0.4,"12.86 ","1.34 ","0.74 ","2019","EA","https://doi.org/10.1111/gcb.16325"
"299","Xia et al 2022","Xia et al 2022","SX Zhanjiang 4","Zhanjiang 4","Saltmarsh","20.9167","110.25","direct from dataset","1","China","Guangdong","2015",0,0.1,"16.85 ","1.73 ","0.53 ","2019","EA","https://doi.org/10.1111/gcb.16325"
