"","Source","Site_name","Site","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","BD_reported_g_cm3"
"1","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0,0.01,"EA",1.79,NA
"2","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.01,0.02,"EA",1.96,NA
"3","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.02,0.03,"EA",1.74,NA
"4","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.03,0.04,"EA",0.71,NA
"5","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.04,0.05,"EA",0.95,NA
"6","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.05,0.06,"EA",1.2,NA
"7","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.06,0.07,"EA",1.27,NA
"8","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.07,0.08,"EA",0.51,NA
"9","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.08,0.09,"EA",1.45,NA
"10","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.09,0.1,"EA",1.11,NA
"11","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.1,0.11,"EA",0.41,NA
"12","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.11,0.12,"EA",0.71,NA
"13","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.12,0.13,"EA",0.83,NA
"14","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.13,0.14,"EA",0.59,NA
"15","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.14,0.15,"EA",0.28,NA
"16","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.15,0.16,"EA",1.07,NA
"17","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.16,0.17,"EA",0.86,NA
"18","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.17,0.18,"EA",0.95,NA
"19","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.18,0.19,"EA",0.8,NA
"20","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.19,0.2,"EA",NA,NA
"21","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.2,0.21,"EA",0.89,NA
"22","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.21,0.22,"EA",NA,NA
"23","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.22,0.23,"EA",0.93,NA
"24","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.23,0.24,"EA",NA,NA
"25","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.24,0.25,"EA",0.93,NA
"26","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.25,0.26,"EA",0.8,NA
"27","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.26,0.27,"EA",0.87,NA
"28","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.27,0.28,"EA",0.51,NA
"29","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.28,0.29,"EA",0.42,NA
"30","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.29,0.3,"EA",NA,NA
"31","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.3,0.31,"EA",0.54,NA
"32","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.31,0.32,"EA",NA,NA
"33","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.32,0.33,"EA",0.81,NA
"34","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.33,0.34,"EA",0.92,NA
"35","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.34,0.35,"EA",0.74,NA
"36","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.35,0.36,"EA",NA,NA
"37","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.36,0.37,"EA",0.72,NA
"38","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.37,0.38,"EA",NA,NA
"39","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.38,0.39,"EA",0.6,NA
"40","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.39,0.4,"EA",0.67,NA
"41","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.4,0.41,"EA",0.96,NA
"42","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.41,0.42,"EA",0.86,NA
"43","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.42,0.43,"EA",1.01,NA
"44","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.43,0.44,"EA",1.04,NA
"45","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.44,0.45,"EA",0.82,NA
"46","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.45,0.46,"EA",0.57,NA
"47","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.46,0.47,"EA",0.87,NA
"48","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.47,0.48,"EA",1.2,NA
"49","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.48,0.49,"EA",0.62,NA
"50","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.49,0.5,"EA",1.01,NA
"51","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.5,0.51,"EA",1.06,NA
"52","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.51,0.52,"EA",1.09,NA
"53","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.52,0.53,"EA",1.07,NA
"54","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.53,0.54,"EA",0.77,NA
"55","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.54,0.55,"EA",0.67,NA
"56","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.55,0.56,"EA",NA,NA
"57","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.56,0.57,"EA",0.73,NA
"58","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.57,0.58,"EA",0.75,NA
"59","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.58,0.59,"EA",0.93,NA
"60","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.59,0.6,"EA",0.91,NA
"61","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.6,0.61,"EA",0.59,NA
"62","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.61,0.62,"EA",0.81,NA
"63","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.62,0.63,"EA",0.37,NA
"64","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.63,0.64,"EA",0.54,NA
"65","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.64,0.65,"EA",0.75,NA
"66","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.65,0.66,"EA",NA,NA
"67","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.66,0.67,"EA",1.14,NA
"68","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.67,0.68,"EA",NA,NA
"69","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.68,0.69,"EA",0.64,NA
"70","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.69,0.7,"EA",NA,NA
"71","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.7,0.71,"EA",0.93,NA
"72","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.71,0.72,"EA",0.65,NA
"73","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.72,0.73,"EA",0.13,NA
"74","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.73,0.74,"EA",0.43,NA
"75","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.74,0.75,"EA",0.38,NA
"76","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.75,0.76,"EA",NA,NA
"77","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.76,0.77,"EA",0.65,NA
"78","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.77,0.78,"EA",NA,NA
"79","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.78,0.79,"EA",0.84,NA
"80","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.79,0.8,"EA",0.96,NA
"81","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.8,0.81,"EA",0.74,NA
"82","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.81,0.82,"EA",1.17,NA
"83","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.82,0.83,"EA",1.08,NA
"84","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.83,0.84,"EA",0.83,NA
"85","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.84,0.85,"EA",0.34,NA
"86","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.85,0.86,"EA",NA,NA
"87","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.86,0.87,"EA",0.29,NA
"88","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.87,0.88,"EA",NA,NA
"89","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.88,0.89,"EA",0.86,NA
"90","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.89,0.9,"EA",NA,NA
"91","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.9,0.91,"EA",1.19,NA
"92","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.91,0.92,"EA",NA,NA
"93","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.92,0.93,"EA",0.34,NA
"94","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.93,0.94,"EA",0.48,NA
"95","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.94,0.95,"EA",1.08,NA
"96","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.95,0.96,"EA",1.35,NA
"97","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.96,0.97,"EA",0.63,NA
"98","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",0.98,0.99,"EA",1.12,NA
"99","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",1,1.01,"EA",1,NA
"100","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",1.02,1.03,"EA",1.02,NA
"101","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",1.04,1.05,"EA",0.96,NA
"102","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",1.05,1.06,"EA",1.12,NA
"103","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",1.06,1.07,"EA",1.72,NA
"104","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",1.07,1.08,"EA",1.61,NA
"105","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",1.08,1.09,"EA",0.95,NA
"106","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",1.1,1.11,"EA",0.7,NA
"107","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",1.11,1.12,"EA",NA,NA
"108","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",1.12,1.13,"EA",NA,NA
"109","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",1.13,1.14,"EA",NA,NA
"110","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",1.14,1.15,"EA",NA,NA
"111","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",1.15,1.16,"EA",NA,NA
"112","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",1.16,1.17,"EA",NA,NA
"113","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",1.18,1.19,"EA",NA,NA
"114","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",1.2,1.21,"EA",NA,NA
"115","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",1.22,1.23,"EA",NA,NA
"116","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",1.24,1.25,"EA",NA,NA
"117","Bunzel et al 2019","DB Bay of Tumlau","Bay of Tumlau","Salt marsh",54.3642,8.6764,"direct from dataset","1","Germany","2013",1.26,1.27,"EA",NA,NA
"118","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0,0.01,"EA",4.02,NA
"119","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.01,0.02,"EA",6.12,NA
"120","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.02,0.03,"EA",7.44,NA
"121","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.03,0.04,"EA",3.83,NA
"122","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.04,0.05,"EA",5.21,NA
"123","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.05,0.06,"EA",4.37,NA
"124","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.06,0.07,"EA",4.44,NA
"125","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.07,0.08,"EA",3.2,NA
"126","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.08,0.09,"EA",4.17,NA
"127","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.09,0.1,"EA",3.23,NA
"128","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.1,0.11,"EA",2.64,NA
"129","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.11,0.12,"EA",1.37,NA
"130","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.12,0.13,"EA",1.52,NA
"131","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.13,0.14,"EA",1.43,NA
"132","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.14,0.15,"EA",1.59,NA
"133","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.15,0.16,"EA",1.87,NA
"134","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.16,0.17,"EA",1.44,NA
"135","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.17,0.18,"EA",1.09,NA
"136","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.18,0.19,"EA",0.72,NA
"137","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.19,0.2,"EA",1.37,NA
"138","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.2,0.21,"EA",1.17,NA
"139","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.21,0.22,"EA",0.99,NA
"140","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.22,0.23,"EA",0.3,NA
"141","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.23,0.24,"EA",0.43,NA
"142","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.24,0.25,"EA",0.31,NA
"143","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.25,0.26,"EA",0.46,NA
"144","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.26,0.27,"EA",0.31,NA
"145","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.27,0.28,"EA",0.66,NA
"146","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.28,0.29,"EA",0.39,NA
"147","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.29,0.3,"EA",0.76,NA
"148","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.3,0.31,"EA",0.65,NA
"149","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.31,0.32,"EA",0.72,NA
"150","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.32,0.33,"EA",0.54,NA
"151","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.33,0.34,"EA",0.33,NA
"152","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.34,0.35,"EA",0.44,NA
"153","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.35,0.36,"EA",0.71,NA
"154","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.36,0.37,"EA",0.33,NA
"155","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.37,0.38,"EA",0.54,NA
"156","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.38,0.39,"EA",0.47,NA
"157","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.39,0.4,"EA",0.64,NA
"158","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.4,0.41,"EA",0.58,NA
"159","Bunzel et al 2019","DB Eider estuary","Eider estuary","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.41,0.42,"EA",0.5,NA
