"","Source","Site_name","Site","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","State","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","N_perc","BD_reported_g_cm3"
"322","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06453121,-3.73325916,"direct from dataset","1","UK","Falkirk",2020,0.7,0.72,"EA",4.535,NA,0.4
"323","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06453121,-3.73325916,"direct from dataset","1","UK","Falkirk",2020,0.4,0.42,"EA",10.454,NA,0.45
"324","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06453121,-3.73325916,"direct from dataset","1","UK","Falkirk",2020,0.3,0.32,"EA",7.535,NA,0.47
"325","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06453121,-3.73325916,"direct from dataset","1","UK","Falkirk",2020,0.1,0.12,"EA",7.326,NA,0.47
"326","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06453121,-3.73325916,"direct from dataset","1","UK","Falkirk",2020,0.8,0.82,"EA",3.816,NA,0.48
"327","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06453121,-3.73325916,"direct from dataset","1","UK","Falkirk",2020,0.2,0.22,"EA",6.212,NA,0.49
"328","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06453121,-3.73325916,"direct from dataset","1","UK","Falkirk",2020,0.5,0.52,"EA",8.096,NA,0.56
"329","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06453121,-3.73325916,"direct from dataset","1","UK","Falkirk",2020,0.6,0.62,"EA",4.765,NA,0.81
"330","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06453121,-3.73325916,"direct from dataset","1","UK","Falkirk",2020,0.9,0.92,"EA",4.07,NA,0.98
"331","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06385641,-3.73224891,"direct from dataset","1","UK","Falkirk",2020,0,0.02,"EA",7.722,0.5326008,0.49
"332","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06385641,-3.73224891,"direct from dataset","1","UK","Falkirk",2020,0.04,0.06,"EA",4.442,NA,0.64
"333","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06385641,-3.73224891,"direct from dataset","1","UK","Falkirk",2020,0.04,0.06,"EA",4.442,NA,0.64
"334","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06385641,-3.73224891,"direct from dataset","1","UK","Falkirk",2020,0.2,0.22,"EA",1.642,NA,0.72
"335","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06385641,-3.73224891,"direct from dataset","1","UK","Falkirk",2020,0.2,0.22,"EA",1.642,NA,0.72
"336","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06385641,-3.73224891,"direct from dataset","1","UK","Falkirk",2020,0.1,0.12,"EA",1.525,NA,0.73
"337","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06385641,-3.73224891,"direct from dataset","1","UK","Falkirk",2020,0.1,0.12,"EA",1.525,NA,0.73
"338","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06406683,-3.73253005,"direct from dataset","1","UK","Falkirk",2020,0,0.02,"EA",NA,0.61,0.25
"339","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06406683,-3.73253005,"direct from dataset","1","UK","Falkirk",2020,0.02,0.03,"EA",NA,0.64,0.27
"340","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06406683,-3.73253005,"direct from dataset","1","UK","Falkirk",2020,0.03,0.04,"EA",NA,0.36,0.32
"341","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06406683,-3.73253005,"direct from dataset","1","UK","Falkirk",2020,0.04,0.05,"EA",NA,NA,0.35
"342","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06406683,-3.73253005,"direct from dataset","1","UK","Falkirk",2020,0.05,0.06,"EA",NA,0.12,0.32
"343","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06406683,-3.73253005,"direct from dataset","1","UK","Falkirk",2020,0.06,0.07,"EA",NA,NA,0.38
"344","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06406683,-3.73253005,"direct from dataset","1","UK","Falkirk",2020,0.07,0.08,"EA",NA,0.07,0.4
"345","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06406683,-3.73253005,"direct from dataset","1","UK","Falkirk",2020,0.08,0.09,"EA",NA,NA,0.35
"346","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06406683,-3.73253005,"direct from dataset","1","UK","Falkirk",2020,0.09,0.1,"EA",NA,0.08,0.34
"347","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06406683,-3.73253005,"direct from dataset","1","UK","Falkirk",2020,0.1,0.11,"EA",NA,NA,0.3
"348","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06406683,-3.73253005,"direct from dataset","1","UK","Falkirk",2020,0.11,0.12,"EA",NA,0.07,0.39
"349","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06406683,-3.73253005,"direct from dataset","1","UK","Falkirk",2020,0.12,0.13,"EA",NA,NA,0.33
"350","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06406683,-3.73253005,"direct from dataset","1","UK","Falkirk",2020,0.13,0.14,"EA",NA,0.07,0.39
"351","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06406683,-3.73253005,"direct from dataset","1","UK","Falkirk",2020,0.14,0.15,"EA",NA,NA,0.33
"352","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06406683,-3.73253005,"direct from dataset","1","UK","Falkirk",2020,0.15,0.16,"EA",NA,0.07,0.38
"353","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06406683,-3.73253005,"direct from dataset","1","UK","Falkirk",2020,0.16,0.17,"EA",NA,NA,0.35
"354","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06406683,-3.73253005,"direct from dataset","1","UK","Falkirk",2020,0.17,0.18,"EA",NA,0.09,0.31
"355","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06406683,-3.73253005,"direct from dataset","1","UK","Falkirk",2020,0.18,0.19,"EA",NA,NA,0.35
"356","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06406683,-3.73253005,"direct from dataset","1","UK","Falkirk",2020,0.19,0.2,"EA",NA,0.1,0.35
"357","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06406683,-3.73253005,"direct from dataset","1","UK","Falkirk",2020,0.2,0.21,"EA",NA,NA,0.38
"358","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06406683,-3.73253005,"direct from dataset","1","UK","Falkirk",2020,0,0.02,"EA",NA,NA,0.78
"359","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06406683,-3.73253005,"direct from dataset","1","UK","Falkirk",2020,0.02,0.03,"EA",NA,NA,0.47
"360","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06406683,-3.73253005,"direct from dataset","1","UK","Falkirk",2020,0.03,0.04,"EA",NA,NA,0.77
"361","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06406683,-3.73253005,"direct from dataset","1","UK","Falkirk",2020,0.04,0.05,"EA",NA,NA,1.02
"362","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06406683,-3.73253005,"direct from dataset","1","UK","Falkirk",2020,0.05,0.06,"EA",NA,NA,0.92
"363","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06406683,-3.73253005,"direct from dataset","1","UK","Falkirk",2020,0.06,0.07,"EA",NA,NA,1.01
"364","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06406683,-3.73253005,"direct from dataset","1","UK","Falkirk",2020,0.07,0.08,"EA",NA,NA,1.04
"365","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06406683,-3.73253005,"direct from dataset","1","UK","Falkirk",2020,0.08,0.09,"EA",NA,NA,0.85
"366","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06406683,-3.73253005,"direct from dataset","1","UK","Falkirk",2020,0.09,0.1,"EA",NA,NA,0.93
"367","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06406683,-3.73253005,"direct from dataset","1","UK","Falkirk",2020,0.1,0.11,"EA",NA,NA,0.75
"368","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06406683,-3.73253005,"direct from dataset","1","UK","Falkirk",2020,0.11,0.12,"EA",NA,NA,1.19
"369","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06406683,-3.73253005,"direct from dataset","1","UK","Falkirk",2020,0.12,0.13,"EA",NA,NA,1.08
"370","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06406683,-3.73253005,"direct from dataset","1","UK","Falkirk",2020,0.13,0.14,"EA",NA,NA,1.02
"371","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06406683,-3.73253005,"direct from dataset","1","UK","Falkirk",2020,0.14,0.15,"EA",NA,NA,1.02
"372","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06406683,-3.73253005,"direct from dataset","1","UK","Falkirk",2020,0.15,0.16,"EA",NA,NA,0.97
"373","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06406683,-3.73253005,"direct from dataset","1","UK","Falkirk",2020,0.16,0.17,"EA",NA,NA,1.01
"374","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06406683,-3.73253005,"direct from dataset","1","UK","Falkirk",2020,0.17,0.18,"EA",NA,NA,1.08
"375","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06406683,-3.73253005,"direct from dataset","1","UK","Falkirk",2020,0.18,0.19,"EA",NA,NA,0.95
"376","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06406683,-3.73253005,"direct from dataset","1","UK","Falkirk",2020,0.19,0.2,"EA",NA,NA,0.69
"377","Miller et al 2022","LCM Forth (Alloa)","Forth (Alloa)","Salt marsh",56.06406683,-3.73253005,"direct from dataset","1","UK","Falkirk",2020,0.2,0.21,"EA",NA,NA,0.16
"378","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82208891,-3.92854338,"direct from dataset","1","UK","Highland",2020,0,0.05,"EA",27.945,1.914,0.441
"379","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82208891,-3.92854338,"direct from dataset","1","UK","Highland",2020,0.1,0.15,"EA",10.146,NA,0.917
"380","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82208891,-3.92854338,"direct from dataset","1","UK","Highland",2020,0.2,0.25,"EA",0.558,NA,2.688
"381","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82273,-3.92761177,"direct from dataset","1","UK","Highland",2020,0,0.05,"EA",30.124,2.184,0.454
"382","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82273,-3.92761177,"direct from dataset","1","UK","Highland",2020,0.1,0.15,"EA",1.116,NA,2.387
"383","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82273,-3.92761177,"direct from dataset","1","UK","Highland",2020,0.2,0.25,"EA",0.572,NA,2.62
"384","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82308453,-3.92709099,"direct from dataset","1","UK","Highland",2020,0,0.05,"EA",28.218,1.943,0.47
"385","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82308453,-3.92709099,"direct from dataset","1","UK","Highland",2020,0.1,0.15,"EA",16.218,NA,0.651
"386","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82308453,-3.92709099,"direct from dataset","1","UK","Highland",2020,0.2,0.25,"EA",1.286,NA,2.145
"387","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82347509,-3.92651968,"direct from dataset","1","UK","Highland",2020,0,0.05,"EA",31.137,1.593,0.461
"388","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82347509,-3.92651968,"direct from dataset","1","UK","Highland",2020,0.1,0.15,"EA",7.741,NA,0.967
"389","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82347509,-3.92651968,"direct from dataset","1","UK","Highland",2020,0.2,0.25,"EA",0.433,NA,2.107
"390","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82347509,-3.92651968,"direct from dataset","1","UK","Highland",2020,0.3,0.35,"EA",0.394,NA,2.768
"391","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82395372,-3.92583342,"direct from dataset","1","UK","Highland",2020,0,0.05,"EA",28.805,1.613,0.361
"392","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82395372,-3.92583342,"direct from dataset","1","UK","Highland",2020,0.1,0.15,"EA",1.452,NA,1.657
"393","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82395372,-3.92583342,"direct from dataset","1","UK","Highland",2020,0.2,0.25,"EA",0.522,NA,2.428
"394","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82436171,-3.92525127,"direct from dataset","1","UK","Highland",2020,0,0.05,"EA",32.825,2.384,0.335
"395","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82436171,-3.92525127,"direct from dataset","1","UK","Highland",2020,0.2,0.25,"EA",0.403,NA,2.178
"396","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82436171,-3.92525127,"direct from dataset","1","UK","Highland",2020,0.1,0.15,"EA",1.588,NA,2.194
"397","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82491232,-3.92445866,"direct from dataset","1","UK","Highland",2020,0,0.05,"EA",34.505,1.904,0.409
"398","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82491232,-3.92445866,"direct from dataset","1","UK","Highland",2020,0.1,0.15,"EA",5.727,NA,1.287
"399","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82491232,-3.92445866,"direct from dataset","1","UK","Highland",2020,0.2,0.25,"EA",0.447,NA,2.42
"400","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82526232,-3.92396721,"direct from dataset","1","UK","Highland",2020,0,0.05,"EA",32.509,2.12,0.438
"401","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82526232,-3.92396721,"direct from dataset","1","UK","Highland",2020,0.1,0.15,"EA",3.709,NA,1.458
"402","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82559941,-3.92348842,"direct from dataset","1","UK","Highland",2020,0,0.05,"EA",34.248,2.281,0.324
"403","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82559941,-3.92348842,"direct from dataset","1","UK","Highland",2020,0.3,0.35,"EA",0.223,NA,1.751
"404","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82559941,-3.92348842,"direct from dataset","1","UK","Highland",2020,0.2,0.25,"EA",0.341,NA,2.063
"405","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82559941,-3.92348842,"direct from dataset","1","UK","Highland",2020,0.1,0.15,"EA",0.811,NA,2.125
"406","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82593078,-3.92301969,"direct from dataset","1","UK","Highland",2020,0,0.05,"EA",31.947,2.093,0.428
"407","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82593078,-3.92301969,"direct from dataset","1","UK","Highland",2020,0.1,0.15,"EA",2.679,NA,1.73
"408","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82593078,-3.92301969,"direct from dataset","1","UK","Highland",2020,0.2,0.25,"EA",0.532,NA,2.233
"409","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82635788,-3.9224155,"direct from dataset","1","UK","Highland",2020,0,0.05,"EA",31.928,2.014,0.432
"410","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82635788,-3.9224155,"direct from dataset","1","UK","Highland",2020,0.1,0.15,"EA",1.192,NA,1.918
"411","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82635788,-3.9224155,"direct from dataset","1","UK","Highland",2020,0.2,0.25,"EA",0.606,NA,2.434
"412","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82671248,-3.92191039,"direct from dataset","1","UK","Highland",2020,0,0.05,"EA",18.346,1.077,0.596
"413","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82671248,-3.92191039,"direct from dataset","1","UK","Highland",2020,0.1,0.15,"EA",0.558,NA,1.94
"414","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82671248,-3.92191039,"direct from dataset","1","UK","Highland",2020,0.2,0.25,"EA",0.244,NA,2.137
"415","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82708808,-3.92137548,"direct from dataset","1","UK","Highland",2020,0,0.05,"EA",30.65,1.895,0.448
"416","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82708808,-3.92137548,"direct from dataset","1","UK","Highland",2020,0.1,0.15,"EA",0.784,NA,2.086
"417","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82742517,-3.92088461,"direct from dataset","1","UK","Highland",2020,0,0.05,"EA",15.615,1.659,0.552
"418","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82742517,-3.92088461,"direct from dataset","1","UK","Highland",2020,0.1,0.15,"EA",12.584,NA,0.643
"419","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82742517,-3.92088461,"direct from dataset","1","UK","Highland",2020,0.2,0.25,"EA",0.436,NA,2.586
"420","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82742517,-3.92088461,"direct from dataset","1","UK","Highland",2020,0,0.02,"EA",18.588,1.21,0.21
"421","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82742517,-3.92088461,"direct from dataset","1","UK","Highland",2020,0.02,0.03,"EA",16.42,1.65,0.27
"422","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82742517,-3.92088461,"direct from dataset","1","UK","Highland",2020,0.03,0.04,"EA",21.541,1.45,0.18
"423","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82742517,-3.92088461,"direct from dataset","1","UK","Highland",2020,0.04,0.05,"EA",23.19,1.52,0.18
"424","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82742517,-3.92088461,"direct from dataset","1","UK","Highland",2020,0.05,0.06,"EA",20.806,1.58,0.19
"425","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82742517,-3.92088461,"direct from dataset","1","UK","Highland",2020,0.06,0.07,"EA",18.693,1.59,0.18
"426","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82742517,-3.92088461,"direct from dataset","1","UK","Highland",2020,0.07,0.08,"EA",17.747,1.51,0.18
"427","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82742517,-3.92088461,"direct from dataset","1","UK","Highland",2020,0.08,0.09,"EA",14.824,1.35,0.21
"428","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82742517,-3.92088461,"direct from dataset","1","UK","Highland",2020,0.09,0.1,"EA",13.333,1.08,0.23
"429","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82742517,-3.92088461,"direct from dataset","1","UK","Highland",2020,0.1,0.11,"EA",14.639,1.23,0.23
"430","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82742517,-3.92088461,"direct from dataset","1","UK","Highland",2020,0.11,0.12,"EA",15.615,1.4,0.23
"431","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82742517,-3.92088461,"direct from dataset","1","UK","Highland",2020,0.12,0.13,"EA",15.558,0.98,0.25
"432","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82742517,-3.92088461,"direct from dataset","1","UK","Highland",2020,0.13,0.14,"EA",13.656,NA,0.23
"433","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82742517,-3.92088461,"direct from dataset","1","UK","Highland",2020,0.14,0.15,"EA",13.627,1.22,0.22
"434","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82742517,-3.92088461,"direct from dataset","1","UK","Highland",2020,0.15,0.16,"EA",14.524,NA,0.25
"435","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82742517,-3.92088461,"direct from dataset","1","UK","Highland",2020,0.16,0.17,"EA",11.682,0.83,0.29
"436","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82742517,-3.92088461,"direct from dataset","1","UK","Highland",2020,0.17,0.18,"EA",9.142,NA,0.4
"437","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82742517,-3.92088461,"direct from dataset","1","UK","Highland",2020,0.18,0.19,"EA",6.1,0.39,0.32
"438","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82742517,-3.92088461,"direct from dataset","1","UK","Highland",2020,0.19,0.2,"EA",2.038,NA,0.59
"439","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82742517,-3.92088461,"direct from dataset","1","UK","Highland",2020,0.2,0.21,"EA",1.514,0.09,0.91
"440","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82742517,-3.92088461,"direct from dataset","1","UK","Highland",2020,0.21,0.22,"EA",0.582,NA,0.96
"441","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82742517,-3.92088461,"direct from dataset","1","UK","Highland",2020,0.22,0.23,"EA",0.359,0.02,0.81
"442","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82742517,-3.92088461,"direct from dataset","1","UK","Highland",2020,0.23,0.24,"EA",0.458,NA,0.96
"443","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82742517,-3.92088461,"direct from dataset","1","UK","Highland",2020,0.24,0.25,"EA",0.353,0.02,0.79
"444","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82742517,-3.92088461,"direct from dataset","1","UK","Highland",2020,0.25,0.26,"EA",0.383,NA,1.01
"445","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82742517,-3.92088461,"direct from dataset","1","UK","Highland",2020,0.26,0.27,"EA",0.369,0.02,0.61
"446","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82742517,-3.92088461,"direct from dataset","1","UK","Highland",2020,0.27,0.28,"EA",0.303,NA,0.59
"447","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82593078,-3.92301969,"direct from dataset","1","UK","Highland",2020,0,0.02,"EA",21.742,2.079,0.14
"448","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82593078,-3.92301969,"direct from dataset","1","UK","Highland",2020,0.02,0.03,"EA",31.724,2.375,0.14
"449","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82593078,-3.92301969,"direct from dataset","1","UK","Highland",2020,0.03,0.04,"EA",32.239,2.205,0.15
"450","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82593078,-3.92301969,"direct from dataset","1","UK","Highland",2020,0.04,0.05,"EA",29.511,2.083,0.16
"451","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82593078,-3.92301969,"direct from dataset","1","UK","Highland",2020,0.05,0.06,"EA",29.991,2.319,0.13
"452","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82593078,-3.92301969,"direct from dataset","1","UK","Highland",2020,0.06,0.07,"EA",26.961,2.209,0.14
"453","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82593078,-3.92301969,"direct from dataset","1","UK","Highland",2020,0.07,0.08,"EA",21.583,1.861,0.18
"454","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82593078,-3.92301969,"direct from dataset","1","UK","Highland",2020,0.08,0.09,"EA",19.824,1.913,0.16
"455","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82593078,-3.92301969,"direct from dataset","1","UK","Highland",2020,0.09,0.1,"EA",22.959,1.816,0.19
"456","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82593078,-3.92301969,"direct from dataset","1","UK","Highland",2020,0.1,0.11,"EA",18.219,1.784,0.27
"457","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82593078,-3.92301969,"direct from dataset","1","UK","Highland",2020,0.11,0.12,"EA",5.578,0.541,0.59
"458","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82593078,-3.92301969,"direct from dataset","1","UK","Highland",2020,0.12,0.13,"EA",1.794,0.194,1.05
"459","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82593078,-3.92301969,"direct from dataset","1","UK","Highland",2020,0.13,0.14,"EA",1.065,0.107,0.97
"460","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82593078,-3.92301969,"direct from dataset","1","UK","Highland",2020,0.14,0.15,"EA",0.701,NA,0.93
"461","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82593078,-3.92301969,"direct from dataset","1","UK","Highland",2020,0.15,0.16,"EA",0.744,0.109,0.88
"462","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82593078,-3.92301969,"direct from dataset","1","UK","Highland",2020,0.16,0.17,"EA",0.446,NA,1.12
"463","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82593078,-3.92301969,"direct from dataset","1","UK","Highland",2020,0.17,0.18,"EA",0.495,0.054,1.09
"464","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82593078,-3.92301969,"direct from dataset","1","UK","Highland",2020,0.18,0.19,"EA",0.484,NA,1.08
"465","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82593078,-3.92301969,"direct from dataset","1","UK","Highland",2020,0.19,0.2,"EA",0.262,0.011,0.9
"466","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82593078,-3.92301969,"direct from dataset","1","UK","Highland",2020,0.2,0.21,"EA",0.277,NA,1
"467","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82593078,-3.92301969,"direct from dataset","1","UK","Highland",2020,0.21,0.22,"EA",0.201,0.01,0.98
"468","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82593078,-3.92301969,"direct from dataset","1","UK","Highland",2020,0.22,0.23,"EA",0.248,NA,0.84
"469","Miller et al 2022","LCM Morrich More","Morrich More","Salt marsh",57.82593078,-3.92301969,"direct from dataset","1","UK","Highland",2020,0.23,0.24,"EA",0.377,0.011,0.99
