"","Source","Site_name","Site","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","State","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","N_perc","BD_reported_g_cm3"
"1474","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87232504,-4.42371245,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.5,0.52,"EA",1.774,NA,0.82
"1475","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87232504,-4.42371245,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.7,0.72,"EA",1.818,NA,0.84
"1476","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87232504,-4.42371245,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.8,0.82,"EA",1.839,NA,1.09
"1477","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87215577,-4.42472976,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.1,0.12,"EA",6.205,NA,0.38
"1478","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87215577,-4.42472976,"direct from dataset","1","UK","Dumfries & Galloway",2020,0,0.02,"EA",5.959,0.355,0.43
"1479","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87215577,-4.42472976,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.04,0.06,"EA",4.735,NA,0.56
"1480","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87215577,-4.42472976,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.3,0.32,"EA",2.852,NA,0.59
"1481","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87215577,-4.42472976,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.4,0.42,"EA",2.078,NA,0.8
"1482","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87215577,-4.42472976,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.5,0.52,"EA",1.968,NA,0.81
"1483","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87215577,-4.42472976,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.2,0.22,"EA",3.04,NA,0.87
"1484","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87200369,-4.42569492,"direct from dataset","1","UK","Dumfries & Galloway",2020,0,0.02,"EA",1.435,0.577,0.23
"1485","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87200369,-4.42569492,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.04,0.06,"EA",4.49,NA,0.34
"1486","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87200369,-4.42569492,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.1,0.12,"EA",0.901,NA,0.55
"1487","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87200369,-4.42569492,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.6,0.62,"EA",2.536,NA,0.67
"1488","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87200369,-4.42569492,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.4,0.42,"EA",1.773,NA,0.68
"1489","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87200369,-4.42569492,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.3,0.32,"EA",2.104,NA,0.7
"1490","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87200369,-4.42569492,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.5,0.52,"EA",2.571,NA,0.73
"1491","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87200369,-4.42569492,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.2,0.22,"EA",3.717,NA,0.77
"1492","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87200369,-4.42569492,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.7,0.72,"EA",2.095,NA,0.83
"1493","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87200369,-4.42569492,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.8,0.82,"EA",1.269,NA,1.06
"1494","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87200369,-4.42569492,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.9,0.92,"EA",1.629,NA,1.07
"1495","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87182623,-4.42679558,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.3,0.32,"EA",3.56,NA,0.45
"1496","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87182623,-4.42679558,"direct from dataset","1","UK","Dumfries & Galloway",2020,0,0.02,"EA",3.237,0.276,0.5
"1497","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87182623,-4.42679558,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.1,0.12,"EA",3.731,NA,0.51
"1498","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87182623,-4.42679558,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.2,0.22,"EA",3.176,NA,0.57
"1499","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87182623,-4.42679558,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.04,0.06,"EA",3.704,NA,0.58
"1500","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87182623,-4.42679558,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.4,0.42,"EA",3.289,NA,0.76
"1501","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87182623,-4.42679558,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.5,0.52,"EA",2.327,NA,0.91
"1502","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87151083,-4.42769531,"direct from dataset","1","UK","Dumfries & Galloway",2020,0,0.02,"EA",4.851,0.493,0.33
"1503","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87151083,-4.42769531,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.04,0.06,"EA",4.763,NA,0.4
"1504","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87151083,-4.42769531,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.1,0.12,"EA",4.526,NA,0.52
"1505","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87151083,-4.42769531,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.2,0.22,"EA",3.634,NA,0.65
"1506","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87151083,-4.42769531,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.3,0.32,"EA",3.406,NA,0.65
"1507","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87151083,-4.42769531,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.5,0.52,"EA",3.396,NA,0.68
"1508","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87151083,-4.42769531,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.4,0.42,"EA",2.554,NA,0.74
"1509","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87151083,-4.42769531,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.6,0.62,"EA",2.351,NA,0.84
"1510","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87151083,-4.42769531,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.7,0.72,"EA",1.85,NA,0.93
"1511","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87126075,-4.42861811,"direct from dataset","1","UK","Dumfries & Galloway",2020,0,0.02,"EA",8.395,0.546,0.25
"1512","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87126075,-4.42861811,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.1,0.12,"EA",4.192,NA,0.42
"1513","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87126075,-4.42861811,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.04,0.06,"EA",6.109,NA,0.43
"1514","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87126075,-4.42861811,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.5,0.52,"EA",6.077,NA,0.53
"1515","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87126075,-4.42861811,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.2,0.22,"EA",0.208,NA,0.53
"1516","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87126075,-4.42861811,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.3,0.32,"EA",3.96,NA,0.56
"1517","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87126075,-4.42861811,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.6,0.62,"EA",1.921,NA,0.65
"1518","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87126075,-4.42861811,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.4,0.42,"EA",2.705,NA,0.79
"1519","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87126075,-4.42861811,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.9,0.92,"EA",1.322,NA,0.82
"1520","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87126075,-4.42861811,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.8,0.82,"EA",1.609,NA,0.92
"1521","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87126075,-4.42861811,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.7,0.72,"EA",1.793,NA,0.94
"1522","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87112225,-4.42973081,"direct from dataset","1","UK","Dumfries & Galloway",2020,0,0.02,"EA",6.131,0.382,0.28
"1523","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87112225,-4.42973081,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.1,0.12,"EA",7.434,NA,0.35
"1524","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87112225,-4.42973081,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.04,0.06,"EA",2.976,NA,0.43
"1525","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87112225,-4.42973081,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.2,0.22,"EA",6.587,NA,0.49
"1526","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87112225,-4.42973081,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.3,0.32,"EA",4.514,NA,0.5
"1527","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87112225,-4.42973081,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.4,0.42,"EA",4.708,NA,0.54
"1528","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87112225,-4.42973081,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.5,0.52,"EA",3.345,NA,0.59
"1529","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87112225,-4.42973081,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.6,0.62,"EA",2.911,NA,0.96
"1530","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.8708259,-4.43093533,"direct from dataset","1","UK","Dumfries & Galloway",2020,0,0.02,"EA",6.875,0.505,0.14
"1531","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.8708259,-4.43093533,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.04,0.06,"EA",7.232,NA,0.35
"1532","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.8708259,-4.43093533,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.2,0.22,"EA",6.34,NA,0.41
"1533","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.8708259,-4.43093533,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.1,0.12,"EA",5.065,NA,0.44
"1534","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.8708259,-4.43093533,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.3,0.32,"EA",4.576,NA,0.45
"1535","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.8708259,-4.43093533,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.7,0.72,"EA",1.739,NA,0.77
"1536","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.8708259,-4.43093533,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.4,0.42,"EA",3.695,NA,0.78
"1537","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.8708259,-4.43093533,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.6,0.62,"EA",1.885,NA,0.81
"1538","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.8708259,-4.43093533,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.5,0.52,"EA",2.318,NA,0.88
"1539","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87049381,-4.43231764,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.04,0.06,"EA",7.066,NA,0.25
"1540","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87049381,-4.43231764,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.2,0.22,"EA",4.066,NA,0.37
"1541","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87049381,-4.43231764,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.4,0.42,"EA",2.652,NA,0.41
"1542","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87049381,-4.43231764,"direct from dataset","1","UK","Dumfries & Galloway",2020,0,0.02,"EA",1.392,0.647,0.42
"1543","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87049381,-4.43231764,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.1,0.12,"EA",4.949,NA,0.43
"1544","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87049381,-4.43231764,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.3,0.32,"EA",3.99,NA,0.52
"1545","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87049381,-4.43231764,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.5,0.52,"EA",2.511,NA,0.62
"1546","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87049381,-4.43231764,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.6,0.62,"EA",1.7,NA,0.87
"1547","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87049381,-4.43231764,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.7,0.72,"EA",2.003,NA,0.94
"1548","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87049381,-4.43231764,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.8,0.82,"EA",1.191,NA,1.31
"1549","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87051505,-4.43367474,"direct from dataset","1","UK","Dumfries & Galloway",2020,0,0.02,"EA",0.262,0.753,0.22
"1550","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87051505,-4.43367474,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.04,0.06,"EA",8.994,NA,0.25
"1551","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87051505,-4.43367474,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.1,0.12,"EA",5.777,NA,0.42
"1552","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87051505,-4.43367474,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.2,0.22,"EA",5.18,NA,0.5
"1553","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87051505,-4.43367474,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.3,0.32,"EA",4.716,NA,0.53
"1554","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87051505,-4.43367474,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.4,0.42,"EA",2.903,NA,0.62
"1555","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87051505,-4.43367474,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.5,0.52,"EA",2.38,NA,0.78
"1556","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87051505,-4.43367474,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.6,0.62,"EA",1.826,NA,0.89
"1557","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87212216,-4.42375786,"direct from dataset","1","UK","Dumfries & Galloway",2020,0,0.02,"EA",4.378,0.32,0.3
"1558","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87212216,-4.42375786,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.04,0.06,"EA",3.38,NA,0.33
"1559","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87212216,-4.42375786,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.2,0.22,"EA",2.214,NA,0.57
"1560","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87212216,-4.42375786,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.1,0.12,"EA",3.297,NA,0.58
"1561","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87212216,-4.42375786,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.3,0.32,"EA",1.779,NA,0.87
"1562","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87212216,-4.42375786,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.4,0.42,"EA",1.79,NA,1.14
"1563","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87186442,-4.42488778,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.04,0.06,"EA",2.53,NA,0.23
"1564","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87186442,-4.42488778,"direct from dataset","1","UK","Dumfries & Galloway",2020,0,0.02,"EA",5.612,0.353,0.26
"1565","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87186442,-4.42488778,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.1,0.12,"EA",4.106,NA,0.45
"1566","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87186442,-4.42488778,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.4,0.42,"EA",2.204,NA,0.67
"1567","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87186442,-4.42488778,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.7,0.72,"EA",2.176,NA,0.74
"1568","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87186442,-4.42488778,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.3,0.32,"EA",2.882,NA,0.76
"1569","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87186442,-4.42488778,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.5,0.52,"EA",2.532,NA,0.82
"1570","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87186442,-4.42488778,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.6,0.62,"EA",8.617,NA,0.85
"1571","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87186442,-4.42488778,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.2,0.22,"EA",2.417,NA,0.88
"1572","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87146458,-4.4262768,"direct from dataset","1","UK","Dumfries & Galloway",2020,0,0.02,"EA",5.194,0.407,0.3
"1573","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87146458,-4.4262768,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.04,0.06,"EA",5.348,NA,0.42
"1574","Miller et al 2022","LCM Wigtown Bay","Wigtown Bay","Salt marsh",54.87146458,-4.4262768,"direct from dataset","1","UK","Dumfries & Galloway",2020,0.1,0.12,"EA",5.384,NA,0.51
