"","Source","Site_name","Site","Core","Habitat_type","Soil_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Nation","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","BD_reported_g_cm3","DOI"
"2066","Smeaton et al 2022a","CS Or-10","Orplands","Or-10","Saltmarsh","Humified Peat (Substantia Humosa)",51.717995,0.858869,"direct from dataset","1","UK","England",2019,0.1,0.12,"EA",8.03,0.277173913,"unpublished"
"2067","Smeaton et al 2022a","CS Or-10","Orplands","Or-10","Saltmarsh","Silt with Organics ",51.717995,0.858869,"direct from dataset","1","UK","England",2019,0.2,0.22,"EA",6.3,0.380434783,"unpublished"
"2068","Smeaton et al 2022a","CS Or-10","Orplands","Or-10","Saltmarsh","Basal Clay",51.717995,0.858869,"direct from dataset","1","UK","England",2019,0.3,0.32,"EA",1.45,0.456521739,"unpublished"
"2069","Smeaton et al 2022a","CS Or-10","Orplands","Or-10","Saltmarsh","Basal Clay",51.717995,0.858869,"direct from dataset","1","UK","England",2019,0.4,0.42,"EA",1.66,0.60326087,"unpublished"
"2070","Smeaton et al 2022a","CS Or-10","Orplands","Or-10","Saltmarsh","Basal Clay",51.717995,0.858869,"direct from dataset","1","UK","England",2019,0.5,0.52,"EA",1.71,0.619565217,"unpublished"
"2071","Smeaton et al 2022a","CS 2","Rhymney Wharf","Rhymney Wharf 2","Saltmarsh","Clay (roots)",51.50239966,-3.08335845,"direct from dataset","1","UK","Wales",2019,0,0.02,"EA",11.44,0.412031569,"unpublished"
"2072","Smeaton et al 2022a","CS 2","Rhymney Wharf","Rhymney Wharf 2","Saltmarsh","Clay (roots)",51.50239966,-3.08335845,"direct from dataset","1","UK","Wales",2019,0.04,0.06,"EA",10.07,0.511735373,"unpublished"
"2073","Smeaton et al 2022a","CS 2","Rhymney Wharf","Rhymney Wharf 2","Saltmarsh","Clay (roots)",51.50239966,-3.08335845,"direct from dataset","1","UK","Wales",2019,0.1,0.12,"EA",6.616169291,0.366646045,"unpublished"
"2074","Smeaton et al 2022a","CS 2","Rhymney Wharf","Rhymney Wharf 2","Saltmarsh","Clay (roots)",51.50239966,-3.08335845,"direct from dataset","1","UK","Wales",2019,0.2,0.22,"EA",5.782307232,0.415546557,"unpublished"
"2075","Smeaton et al 2022a","CS 2","Rhymney Wharf","Rhymney Wharf 2","Saltmarsh","Clay (roots)",51.50239966,-3.08335845,"direct from dataset","1","UK","Wales",2019,0.3,0.32,"EA",4.927807845,0.801454736,"unpublished"
"2076","Smeaton et al 2022a","CS 2","Rhymney Wharf","Rhymney Wharf 2","Saltmarsh","Clay (roots)",51.50239966,-3.08335845,"direct from dataset","1","UK","Wales",2019,0.4,0.42,"EA",5.257082821,0.695348968,"unpublished"
"2077","Smeaton et al 2022a","CS 2","Rhymney Wharf","Rhymney Wharf 2","Saltmarsh","Clay with roots",51.50239966,-3.08335845,"direct from dataset","1","UK","Wales",2019,0.5,0.52,"EA",2.460168176,0.927094464,"unpublished"
"2078","Smeaton et al 2022a","CS 2","Rhymney Wharf","Rhymney Wharf 2","Saltmarsh","Clay with roots",51.50239966,-3.08335845,"direct from dataset","1","UK","Wales",2019,0.6,0.62,"EA",3.460543684,0.862568659,"unpublished"
"2079","Smeaton et al 2022a","CS 2","Rhymney Wharf","Rhymney Wharf 2","Saltmarsh","Clay with roots",51.50239966,-3.08335845,"direct from dataset","1","UK","Wales",2019,0.7,0.72,"EA",1.910331474,1.084022271,"unpublished"
"2080","Smeaton et al 2022a","CS 2","Rhymney Wharf","Rhymney Wharf 2","Saltmarsh","Clay with roots",51.50239966,-3.08335845,"direct from dataset","1","UK","Wales",2019,0.8,0.82,"EA",1.851193723,1.061470109,"unpublished"
"2081","Smeaton et al 2022a","CS 2","Rhymney Wharf","Rhymney Wharf 2","Saltmarsh","Clay with roots",51.50239966,-3.08335845,"direct from dataset","1","UK","Wales",2019,0.9,0.92,"EA",1.670880387,0.92430122,"unpublished"
"2082","Smeaton et al 2022a","CS 3","Rhymney Wharf","Rhymney Wharf 3","Saltmarsh","Silt",51.50200484,-3.0830864,"direct from dataset","1","UK","Wales",2019,0,0.02,"EA",10.64,0.296393154,"unpublished"
"2083","Smeaton et al 2022a","CS 3","Rhymney Wharf","Rhymney Wharf 3","Saltmarsh","Silt",51.50200484,-3.0830864,"direct from dataset","1","UK","Wales",2019,0.04,0.06,"EA",6.42,0.587874698,"unpublished"
"2084","Smeaton et al 2022a","CS 3","Rhymney Wharf","Rhymney Wharf 3","Saltmarsh","Silt",51.50200484,-3.0830864,"direct from dataset","1","UK","Wales",2019,0.1,0.12,"EA",6.020374402,0.607483644,"unpublished"
"2085","Smeaton et al 2022a","CS 3","Rhymney Wharf","Rhymney Wharf 3","Saltmarsh","Silt",51.50200484,-3.0830864,"direct from dataset","1","UK","Wales",2019,0.2,0.22,"EA",6.096872175,0.339294753,"unpublished"
"2086","Smeaton et al 2022a","CS 3","Rhymney Wharf","Rhymney Wharf 3","Saltmarsh","Silt",51.50200484,-3.0830864,"direct from dataset","1","UK","Wales",2019,0.3,0.32,"EA",7.185685752,0.594436008,"unpublished"
"2087","Smeaton et al 2022a","CS 3","Rhymney Wharf","Rhymney Wharf 3","Saltmarsh","Silt",51.50200484,-3.0830864,"direct from dataset","1","UK","Wales",2019,0.4,0.42,"EA",7.074069866,0.625724088,"unpublished"
"2088","Smeaton et al 2022a","CS 3","Rhymney Wharf","Rhymney Wharf 3","Saltmarsh","Silt",51.50200484,-3.0830864,"direct from dataset","1","UK","Wales",2019,0.5,0.52,"EA",6.945651438,0.550250267,"unpublished"
"2089","Smeaton et al 2022a","CS 3","Rhymney Wharf","Rhymney Wharf 3","Saltmarsh","Clay with roots",51.50200484,-3.0830864,"direct from dataset","1","UK","Wales",2019,0.6,0.62,"EA",5.605797778,0.955026901,"unpublished"
"2090","Smeaton et al 2022a","CS 3","Rhymney Wharf","Rhymney Wharf 3","Saltmarsh","Clay with roots",51.50200484,-3.0830864,"direct from dataset","1","UK","Wales",2019,0.7,0.72,"EA",4.085453415,1.184101007,"unpublished"
"2091","Smeaton et al 2022a","CS 3","Rhymney Wharf","Rhymney Wharf 3","Saltmarsh","Clay with roots",51.50200484,-3.0830864,"direct from dataset","1","UK","Wales",2019,0.8,0.82,"EA",2.050782033,1.329059108,"unpublished"
"2092","Smeaton et al 2022a","CS 3","Rhymney Wharf","Rhymney Wharf 3","Saltmarsh","Clay with roots",51.50200484,-3.0830864,"direct from dataset","1","UK","Wales",2019,0.9,0.92,"EA",2.141745542,1.074864556,"unpublished"
"2093","Smeaton et al 2022a","CS 4","Rhymney Wharf","Rhymney Wharf 4","Saltmarsh","Clay",51.50170199,-3.08285531,"direct from dataset","1","UK","Wales",2019,0,0.02,"EA",2.97,0.308006674,"unpublished"
"2094","Smeaton et al 2022a","CS 4","Rhymney Wharf","Rhymney Wharf 4","Saltmarsh","Clay",51.50170199,-3.08285531,"direct from dataset","1","UK","Wales",2019,0.04,0.06,"EA",3.68,0.434255666,"unpublished"
"2095","Smeaton et al 2022a","CS 4","Rhymney Wharf","Rhymney Wharf 4","Saltmarsh","Clay",51.50170199,-3.08285531,"direct from dataset","1","UK","Wales",2019,0.1,0.12,"EA",3.64154898,0.607980429,"unpublished"
"2096","Smeaton et al 2022a","CS 4","Rhymney Wharf","Rhymney Wharf 4","Saltmarsh","Clay",51.50170199,-3.08285531,"direct from dataset","1","UK","Wales",2019,0.2,0.22,"EA",3.530699767,0.610914272,"unpublished"
"2097","Smeaton et al 2022a","CS 4","Rhymney Wharf","Rhymney Wharf 4","Saltmarsh","Clay",51.50170199,-3.08285531,"direct from dataset","1","UK","Wales",2019,0.3,0.32,"EA",3.853628839,0.582888102,"unpublished"
"2098","Smeaton et al 2022a","CS 4","Rhymney Wharf","Rhymney Wharf 4","Saltmarsh","Clay",51.50170199,-3.08285531,"direct from dataset","1","UK","Wales",2019,0.4,0.42,"EA",3.654445409,0.396631236,"unpublished"
"2099","Smeaton et al 2022a","CS 4","Rhymney Wharf","Rhymney Wharf 4","Saltmarsh","Clay",51.50170199,-3.08285531,"direct from dataset","1","UK","Wales",2019,0.5,0.52,"EA",3.402279077,0.596198189,"unpublished"
"2100","Smeaton et al 2022a","CS 4","Rhymney Wharf","Rhymney Wharf 4","Saltmarsh","Clay",51.50170199,-3.08285531,"direct from dataset","1","UK","Wales",2019,0.6,0.62,"EA",3.499302148,0.591811484,"unpublished"
"2101","Smeaton et al 2022a","CS 4","Rhymney Wharf","Rhymney Wharf 4","Saltmarsh","Clay",51.50170199,-3.08285531,"direct from dataset","1","UK","Wales",2019,0.7,0.72,"EA",3.600222348,0.706578183,"unpublished"
"2102","Smeaton et al 2022a","CS 4","Rhymney Wharf","Rhymney Wharf 4","Saltmarsh","Clay",51.50170199,-3.08285531,"direct from dataset","1","UK","Wales",2019,0.8,0.82,"EA",3.733455498,0.675271357,"unpublished"
"2103","Smeaton et al 2022a","CS 4","Rhymney Wharf","Rhymney Wharf 4","Saltmarsh","Clay",51.50170199,-3.08285531,"direct from dataset","1","UK","Wales",2019,0.9,0.92,"EA",3.981107063,0.700223085,"unpublished"
"2104","Smeaton et al 2022a","CS 5","Rhymney Wharf","Rhymney Wharf 5","Saltmarsh","Clay (roots)",51.50111933,-3.08239495,"direct from dataset","1","UK","Wales",2019,0,0.02,"EA",3.24,0.568603191,"unpublished"
"2105","Smeaton et al 2022a","CS 5","Rhymney Wharf","Rhymney Wharf 5","Saltmarsh","Clay (roots)",51.50111933,-3.08239495,"direct from dataset","1","UK","Wales",2019,0.04,0.06,"EA",2.92,0.598250942,"unpublished"
"2106","Smeaton et al 2022a","CS 5","Rhymney Wharf","Rhymney Wharf 5","Saltmarsh","Clay (roots)",51.50111933,-3.08239495,"direct from dataset","1","UK","Wales",2019,0.1,0.12,"EA",4.463455073,0.629660874,"unpublished"
"2107","Smeaton et al 2022a","CS 5","Rhymney Wharf","Rhymney Wharf 5","Saltmarsh","Clay (roots)",51.50111933,-3.08239495,"direct from dataset","1","UK","Wales",2019,0.2,0.22,"EA",4.024520873,0.678973811,"unpublished"
"2108","Smeaton et al 2022a","CS 5","Rhymney Wharf","Rhymney Wharf 5","Saltmarsh","Clay with roots",51.50111933,-3.08239495,"direct from dataset","1","UK","Wales",2019,0.3,0.32,"EA",4.379149076,0.663939036,"unpublished"
"2109","Smeaton et al 2022a","CS 5","Rhymney Wharf","Rhymney Wharf 5","Saltmarsh","Clay with roots",51.50111933,-3.08239495,"direct from dataset","1","UK","Wales",2019,0.4,0.42,"EA",3.897662758,0.573945972,"unpublished"
"2110","Smeaton et al 2022a","CS 5","Rhymney Wharf","Rhymney Wharf 5","Saltmarsh","Clay with roots",51.50111933,-3.08239495,"direct from dataset","1","UK","Wales",2019,0.5,0.52,"EA",3.87215419,0.542161108,"unpublished"
"2111","Smeaton et al 2022a","CS 5","Rhymney Wharf","Rhymney Wharf 5","Saltmarsh","Clay with roots",51.50111933,-3.08239495,"direct from dataset","1","UK","Wales",2019,0.6,0.62,"EA",4.633458571,0.533490805,"unpublished"
"2112","Smeaton et al 2022a","CS 5","Rhymney Wharf","Rhymney Wharf 5","Saltmarsh","Clay with roots",51.50111933,-3.08239495,"direct from dataset","1","UK","Wales",2019,0.7,0.72,"EA",3.413733898,0.800001875,"unpublished"
"2113","Smeaton et al 2022a","CS 5","Rhymney Wharf","Rhymney Wharf 5","Saltmarsh","Clay with roots",51.50111933,-3.08239495,"direct from dataset","1","UK","Wales",2019,0.8,0.82,"EA",3.775856109,1.032722194,"unpublished"
"2114","Smeaton et al 2022a","CS 5","Rhymney Wharf","Rhymney Wharf 5","Saltmarsh","Clay with roots",51.50111933,-3.08239495,"direct from dataset","1","UK","Wales",2019,0.9,0.92,"EA",3.637215777,0.71128358,"unpublished"
"2115","Smeaton et al 2022a","CS 6","Rhymney Wharf","Rhymney Wharf 6","Saltmarsh","Clay",51.50057402,-3.08191237,"direct from dataset","1","UK","Wales",2019,0,0.02,"EA",3.2,0.438445532,"unpublished"
"2116","Smeaton et al 2022a","CS 6","Rhymney Wharf","Rhymney Wharf 6","Saltmarsh","Clay",51.50057402,-3.08191237,"direct from dataset","1","UK","Wales",2019,0.04,0.06,"EA",2.45,0.586018784,"unpublished"
"2117","Smeaton et al 2022a","CS 6","Rhymney Wharf","Rhymney Wharf 6","Saltmarsh","Clay",51.50057402,-3.08191237,"direct from dataset","1","UK","Wales",2019,0.1,0.12,"EA",3.184593719,0.717310612,"unpublished"
"2118","Smeaton et al 2022a","CS 6","Rhymney Wharf","Rhymney Wharf 6","Saltmarsh","Clay",51.50057402,-3.08191237,"direct from dataset","1","UK","Wales",2019,0.2,0.22,"EA",2.95988243,0.716691975,"unpublished"
"2119","Smeaton et al 2022a","CS 6","Rhymney Wharf","Rhymney Wharf 6","Saltmarsh","Clay",51.50057402,-3.08191237,"direct from dataset","1","UK","Wales",2019,0.3,0.32,"EA",3.188155371,0.802673265,"unpublished"
"2120","Smeaton et al 2022a","CS 6","Rhymney Wharf","Rhymney Wharf 6","Saltmarsh","Clay",51.50057402,-3.08191237,"direct from dataset","1","UK","Wales",2019,0.4,0.42,"EA",3.791631437,0.595898243,"unpublished"
"2121","Smeaton et al 2022a","CS 6","Rhymney Wharf","Rhymney Wharf 6","Saltmarsh","Clay",51.50057402,-3.08191237,"direct from dataset","1","UK","Wales",2019,0.5,0.52,"EA",2.916679843,0.77991489,"unpublished"
"2122","Smeaton et al 2022a","CS 6","Rhymney Wharf","Rhymney Wharf 6","Saltmarsh","Clay",51.50057402,-3.08191237,"direct from dataset","1","UK","Wales",2019,0.6,0.62,"EA",1.58158515,1.061498228,"unpublished"
"2123","Smeaton et al 2022a","CS 6","Rhymney Wharf","Rhymney Wharf 6","Saltmarsh","Clay",51.50057402,-3.08191237,"direct from dataset","1","UK","Wales",2019,0.7,0.72,"EA",1.592405103,1.007489268,"unpublished"
"2124","Smeaton et al 2022a","CS 6","Rhymney Wharf","Rhymney Wharf 6","Saltmarsh","Clay",51.50057402,-3.08191237,"direct from dataset","1","UK","Wales",2019,0.8,0.82,"EA",1.536722188,0.918817839,"unpublished"
"2125","Smeaton et al 2022a","CS 6","Rhymney Wharf","Rhymney Wharf 6","Saltmarsh","Clay",51.50057402,-3.08191237,"direct from dataset","1","UK","Wales",2019,0.9,0.92,"EA",1.596312587,1.062501172,"unpublished"
"2126","Smeaton et al 2022a","CS 7","Rhymney Wharf","Rhymney Wharf 7","Saltmarsh","Silty Clay",51.50344484,-3.08011216,"direct from dataset","1","UK","Wales",2019,0,0.02,"EA",12.61,0.368961251,"unpublished"
"2127","Smeaton et al 2022a","CS 7","Rhymney Wharf","Rhymney Wharf 7","Saltmarsh","Silty Clay",51.50344484,-3.08011216,"direct from dataset","1","UK","Wales",2019,0.04,0.06,"EA",12.86,0.46501884,"unpublished"
"2128","Smeaton et al 2022a","CS 7","Rhymney Wharf","Rhymney Wharf 7","Saltmarsh","Silty Clay",51.50344484,-3.08011216,"direct from dataset","1","UK","Wales",2019,0.1,0.12,"EA",6.605450211,0.509242075,"unpublished"
"2129","Smeaton et al 2022a","CS 7","Rhymney Wharf","Rhymney Wharf 7","Saltmarsh","Silty Clay",51.50344484,-3.08011216,"direct from dataset","1","UK","Wales",2019,0.2,0.22,"EA",6.520539596,0.724378081,"unpublished"
"2130","Smeaton et al 2022a","CS 7","Rhymney Wharf","Rhymney Wharf 7","Saltmarsh","Silty Clay",51.50344484,-3.08011216,"direct from dataset","1","UK","Wales",2019,0.3,0.32,"EA",6.085397934,0.907335545,"unpublished"
"2131","Smeaton et al 2022a","CS 7","Rhymney Wharf","Rhymney Wharf 7","Saltmarsh","Silty Clay",51.50344484,-3.08011216,"direct from dataset","1","UK","Wales",2019,0.4,0.42,"EA",3.716841487,1.08333802,"unpublished"
"2132","Smeaton et al 2022a","CS 7","Rhymney Wharf","Rhymney Wharf 7","Saltmarsh","Silty Clay",51.50344484,-3.08011216,"direct from dataset","1","UK","Wales",2019,0.5,0.52,"EA",6.180616263,0.671578276,"unpublished"
"2133","Smeaton et al 2022a","CS 7","Rhymney Wharf","Rhymney Wharf 7","Saltmarsh","Clay",51.50344484,-3.08011216,"direct from dataset","1","UK","Wales",2019,0.6,0.62,"EA",4.737301376,0.937498828,"unpublished"
"2134","Smeaton et al 2022a","CS 7","Rhymney Wharf","Rhymney Wharf 7","Saltmarsh","Clay",51.50344484,-3.08011216,"direct from dataset","1","UK","Wales",2019,0.7,0.72,"EA",2.312114944,1.039920889,"unpublished"
"2135","Smeaton et al 2022a","CS 7","Rhymney Wharf","Rhymney Wharf 7","Saltmarsh","Clay",51.50344484,-3.08011216,"direct from dataset","1","UK","Wales",2019,0.8,0.82,"EA",1.964869445,1.071480794,"unpublished"
"2136","Smeaton et al 2022a","CS 7","Rhymney Wharf","Rhymney Wharf 7","Saltmarsh","Clay",51.50344484,-3.08011216,"direct from dataset","1","UK","Wales",2019,0.9,0.92,"EA",1.937898417,1.141874285,"unpublished"
"2137","Smeaton et al 2022a","CS 8","Rhymney Wharf","Rhymney Wharf 8","Saltmarsh","Clay",51.50335079,-3.07998273,"direct from dataset","1","UK","Wales",2019,0,0.02,"EA",9.04,0.35087078,"unpublished"
"2138","Smeaton et al 2022a","CS 8","Rhymney Wharf","Rhymney Wharf 8","Saltmarsh","Clay",51.50335079,-3.07998273,"direct from dataset","1","UK","Wales",2019,0.04,0.06,"EA",14.72,0.339097914,"unpublished"
"2139","Smeaton et al 2022a","CS 8","Rhymney Wharf","Rhymney Wharf 8","Saltmarsh","Clay",51.50335079,-3.07998273,"direct from dataset","1","UK","Wales",2019,0.1,0.12,"EA",9.808967081,0.409744484,"unpublished"
"2140","Smeaton et al 2022a","CS 8","Rhymney Wharf","Rhymney Wharf 8","Saltmarsh","Clay",51.50335079,-3.07998273,"direct from dataset","1","UK","Wales",2019,0.2,0.22,"EA",6.35263714,0.495388336,"unpublished"
"2141","Smeaton et al 2022a","CS 8","Rhymney Wharf","Rhymney Wharf 8","Saltmarsh","Clay",51.50335079,-3.07998273,"direct from dataset","1","UK","Wales",2019,0.3,0.32,"EA",8.37090346,0.290403614,"unpublished"
"2142","Smeaton et al 2022a","CS 8","Rhymney Wharf","Rhymney Wharf 8","Saltmarsh","Clay",51.50335079,-3.07998273,"direct from dataset","1","UK","Wales",2019,0.4,0.42,"EA",7.343532557,0.461222653,"unpublished"
"2143","Smeaton et al 2022a","CS 8","Rhymney Wharf","Rhymney Wharf 8","Saltmarsh","Clay",51.50335079,-3.07998273,"direct from dataset","1","UK","Wales",2019,0.5,0.52,"EA",7.224125424,0.804613539,"unpublished"
"2144","Smeaton et al 2022a","CS 8","Rhymney Wharf","Rhymney Wharf 8","Saltmarsh","Clay with roots",51.50335079,-3.07998273,"direct from dataset","1","UK","Wales",2019,0.6,0.62,"EA",4.724261371,0.922210974,"unpublished"
"2145","Smeaton et al 2022a","CS 8","Rhymney Wharf","Rhymney Wharf 8","Saltmarsh","Clay with roots",51.50335079,-3.07998273,"direct from dataset","1","UK","Wales",2019,0.7,0.72,"EA",2.901730351,0.879543708,"unpublished"
"2146","Smeaton et al 2022a","CS 8","Rhymney Wharf","Rhymney Wharf 8","Saltmarsh","Clay with roots",51.50335079,-3.07998273,"direct from dataset","1","UK","Wales",2019,0.8,0.82,"EA",2.578582046,1.137871886,"unpublished"
"2147","Smeaton et al 2022a","CS 9","Rhymney Wharf","Rhymney Wharf 9","Saltmarsh","Clay",51.50295079,-3.07940815,"direct from dataset","1","UK","Wales",2019,0,0.02,"EA",3.88,0.440863843,"unpublished"
"2148","Smeaton et al 2022a","CS 9","Rhymney Wharf","Rhymney Wharf 9","Saltmarsh","Clay",51.50295079,-3.07940815,"direct from dataset","1","UK","Wales",2019,0.04,0.06,"EA",3.41,0.720347562,"unpublished"
"2149","Smeaton et al 2022a","CS 9","Rhymney Wharf","Rhymney Wharf 9","Saltmarsh","Clay",51.50295079,-3.07940815,"direct from dataset","1","UK","Wales",2019,0.1,0.12,"EA",3.542737945,0.773044261,"unpublished"
"2150","Smeaton et al 2022a","CS 9","Rhymney Wharf","Rhymney Wharf 9","Saltmarsh","Clay with roots",51.50295079,-3.07940815,"direct from dataset","1","UK","Wales",2019,0.2,0.22,"EA",3.565951536,0.750323379,"unpublished"
"2151","Smeaton et al 2022a","CS 9","Rhymney Wharf","Rhymney Wharf 9","Saltmarsh","Clay with roots",51.50295079,-3.07940815,"direct from dataset","1","UK","Wales",2019,0.3,0.32,"EA",4.072518478,0.803507489,"unpublished"
"2152","Smeaton et al 2022a","CS 9","Rhymney Wharf","Rhymney Wharf 9","Saltmarsh","Clay with roots",51.50295079,-3.07940815,"direct from dataset","1","UK","Wales",2019,0.4,0.42,"EA",3.470947415,0.877800274,"unpublished"
"2153","Smeaton et al 2022a","CS 9","Rhymney Wharf","Rhymney Wharf 9","Saltmarsh","Clay with roots",51.50295079,-3.07940815,"direct from dataset","1","UK","Wales",2019,0.5,0.52,"EA",3.301818383,0.97680108,"unpublished"
"2154","Smeaton et al 2022a","CS 9","Rhymney Wharf","Rhymney Wharf 9","Saltmarsh","Clay with roots",51.50295079,-3.07940815,"direct from dataset","1","UK","Wales",2019,0.6,0.62,"EA",4.559248684,0.71222091,"unpublished"
"2155","Smeaton et al 2022a","CS 10","Rhymney Wharf","Rhymney Wharf 10","Saltmarsh","Clay",51.50241763,-3.0787951,"direct from dataset","1","UK","Wales",2019,0,0.02,"EA",2.65,0.510685563,"unpublished"
"2156","Smeaton et al 2022a","CS 10","Rhymney Wharf","Rhymney Wharf 10","Saltmarsh","Clay",51.50241763,-3.0787951,"direct from dataset","1","UK","Wales",2019,0.04,0.06,"EA",3.49,0.802167107,"unpublished"
"2157","Smeaton et al 2022a","CS 10","Rhymney Wharf","Rhymney Wharf 10","Saltmarsh","Clay",51.50241763,-3.0787951,"direct from dataset","1","UK","Wales",2019,0.1,0.12,"EA",4.005441841,0.79939261,"unpublished"
"2158","Smeaton et al 2022a","CS 10","Rhymney Wharf","Rhymney Wharf 10","Saltmarsh","Clay with roots",51.50241763,-3.0787951,"direct from dataset","1","UK","Wales",2019,0.2,0.22,"EA",4.127850164,0.764448944,"unpublished"
"2159","Smeaton et al 2022a","CS 10","Rhymney Wharf","Rhymney Wharf 10","Saltmarsh","Clay with roots",51.50241763,-3.0787951,"direct from dataset","1","UK","Wales",2019,0.3,0.32,"EA",4.00923088,0.791743996,"unpublished"
"2160","Smeaton et al 2022a","CS 10","Rhymney Wharf","Rhymney Wharf 10","Saltmarsh","Clay with roots",51.50241763,-3.0787951,"direct from dataset","1","UK","Wales",2019,0.4,0.42,"EA",5.260546172,0.57450837,"unpublished"
"2161","Smeaton et al 2022a","CS 10","Rhymney Wharf","Rhymney Wharf 10","Saltmarsh","Clay with roots",51.50241763,-3.0787951,"direct from dataset","1","UK","Wales",2019,0.5,0.52,"EA",4.405921664,0.557955121,"unpublished"
"2162","Smeaton et al 2022a","CS 10","Rhymney Wharf","Rhymney Wharf 10","Saltmarsh","Clay with roots",51.50241763,-3.0787951,"direct from dataset","1","UK","Wales",2019,0.6,0.62,"EA",4.165240013,0.681401496,"unpublished"
"2163","Smeaton et al 2022a","CS 10","Rhymney Wharf","Rhymney Wharf 10","Saltmarsh","Clay with roots",51.50241763,-3.0787951,"direct from dataset","1","UK","Wales",2019,0.7,0.72,"EA",3.778595625,0.623221416,"unpublished"
"2164","Smeaton et al 2022a","CS 10","Rhymney Wharf","Rhymney Wharf 10","Saltmarsh","Clay with roots",51.50241763,-3.0787951,"direct from dataset","1","UK","Wales",2019,0.8,0.82,"EA",4.017064256,0.720619388,"unpublished"
"2165","Smeaton et al 2022a","CS 10","Rhymney Wharf","Rhymney Wharf 10","Saltmarsh","Clay with roots",51.50241763,-3.0787951,"direct from dataset","1","UK","Wales",2019,0.9,0.92,"EA",4.051300475,0.561010817,"unpublished"
"2166","Smeaton et al 2022a","CS 11","Rhymney Wharf","Rhymney Wharf 11","Saltmarsh","Clay (roots)",51.50209698,-3.07815961,"direct from dataset","1","UK","Wales",2019,0,0.02,"EA",3.97,0.612610839,"unpublished"
"2167","Smeaton et al 2022a","CS 11","Rhymney Wharf","Rhymney Wharf 11","Saltmarsh","Clay (roots)",51.50209698,-3.07815961,"direct from dataset","1","UK","Wales",2019,0.1,0.12,"EA",9.99,0.451690006,"unpublished"
"2168","Smeaton et al 2022a","CS 11","Rhymney Wharf","Rhymney Wharf 11","Saltmarsh","Clay (roots)",51.50209698,-3.07815961,"direct from dataset","1","UK","Wales",2019,0.2,0.22,"EA",5.250270562,0.75864687,"unpublished"
"2169","Smeaton et al 2022a","CS 11","Rhymney Wharf","Rhymney Wharf 11","Saltmarsh","Clay",51.50209698,-3.07815961,"direct from dataset","1","UK","Wales",2019,0.3,0.32,"EA",2.156591849,0.725587237,"unpublished"
"2170","Smeaton et al 2022a","CS 11","Rhymney Wharf","Rhymney Wharf 11","Saltmarsh","Humfied Organics with Clay",51.50209698,-3.07815961,"direct from dataset","1","UK","Wales",2019,0.4,0.42,"EA",11.26709506,0.754447631,"unpublished"
"2171","Smeaton et al 2022a","CS 11","Rhymney Wharf","Rhymney Wharf 11","Saltmarsh","Humfied Organics with Clay",51.50209698,-3.07815961,"direct from dataset","1","UK","Wales",2019,0.5,0.52,"EA",40.911466,0.383161802,"unpublished"
"2172","Smeaton et al 2022a","CS 11","Rhymney Wharf","Rhymney Wharf 11","Saltmarsh","Humfied Organics with Clay",51.50209698,-3.07815961,"direct from dataset","1","UK","Wales",2019,0.6,0.62,"EA",21.34205421,0.214217423,"unpublished"
"2173","Smeaton et al 2022a","CS 11","Rhymney Wharf","Rhymney Wharf 11","Saltmarsh","Silt with Organics",51.50209698,-3.07815961,"direct from dataset","1","UK","Wales",2019,0.7,0.72,"EA",21.71104238,0.393678646,"unpublished"
"2174","Smeaton et al 2022a","CS 11","Rhymney Wharf","Rhymney Wharf 11","Saltmarsh","Clay",51.50209698,-3.07815961,"direct from dataset","1","UK","Wales",2019,0.8,0.82,"EA",15.41291441,0.341403746,"unpublished"
"2175","Smeaton et al 2022a","CS 11","Rhymney Wharf","Rhymney Wharf 11","Saltmarsh","Clay with roots",51.50209698,-3.07815961,"direct from dataset","1","UK","Wales",2019,0.9,0.92,"EA",5.415597777,0.637018915,"unpublished"
"2176","Smeaton et al 2022a","CS 12","Rhymney Wharf","Rhymney Wharf 12","Saltmarsh","Clay with roots",51.50236798,-3.08385067,"direct from dataset","1","UK","Wales",2019,0,0.02,"EA",13.99,0.375785014,"unpublished"
"2177","Smeaton et al 2022a","CS 12","Rhymney Wharf","Rhymney Wharf 12","Saltmarsh","Clay with roots",51.50236798,-3.08385067,"direct from dataset","1","UK","Wales",2019,0.04,0.06,"EA",9.99,0.582007011,"unpublished"
"2178","Smeaton et al 2022a","CS 12","Rhymney Wharf","Rhymney Wharf 12","Saltmarsh","Clay",51.50236798,-3.08385067,"direct from dataset","1","UK","Wales",2019,0.1,0.12,"EA",5.75637515,0.555714902,"unpublished"
"2179","Smeaton et al 2022a","CS 12","Rhymney Wharf","Rhymney Wharf 12","Saltmarsh","Clay",51.50236798,-3.08385067,"direct from dataset","1","UK","Wales",2019,0.2,0.22,"EA",5.489442081,0.533734511,"unpublished"
"2180","Smeaton et al 2022a","CS 12","Rhymney Wharf","Rhymney Wharf 12","Saltmarsh","Clay",51.50236798,-3.08385067,"direct from dataset","1","UK","Wales",2019,0.3,0.32,"EA",4.61799312,0.739094164,"unpublished"
"2181","Smeaton et al 2022a","CS 12","Rhymney Wharf","Rhymney Wharf 12","Saltmarsh","Clay with roots",51.50236798,-3.08385067,"direct from dataset","1","UK","Wales",2019,0.4,0.42,"EA",3.204030942,0.73158615,"unpublished"
