"","Source","Site_name","Site","Core","Habitat_type","Soil_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Nation","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","BD_reported_g_cm3","DOI"
"2182","Smeaton et al 2022a","CS 12","Rhymney Wharf","Rhymney Wharf 12","Saltmarsh","Clay with roots",51.50236798,-3.08385067,"direct from dataset","1","UK","Wales",2019,0.5,0.52,"EA",4.418582472,0.658736854,"unpublished"
"2183","Smeaton et al 2022a","CS 12","Rhymney Wharf","Rhymney Wharf 12","Saltmarsh","Clay with roots",51.50236798,-3.08385067,"direct from dataset","1","UK","Wales",2019,0.6,0.62,"EA",4.99653974,0.781648951,"unpublished"
"2184","Smeaton et al 2022a","CS 12","Rhymney Wharf","Rhymney Wharf 12","Saltmarsh","Clay with roots",51.50236798,-3.08385067,"direct from dataset","1","UK","Wales",2019,0.7,0.72,"EA",2.55255343,0.95539246,"unpublished"
"2185","Smeaton et al 2022a","CS 12","Rhymney Wharf","Rhymney Wharf 12","Saltmarsh","Clay with roots",51.50236798,-3.08385067,"direct from dataset","1","UK","Wales",2019,0.8,0.82,"EA",2.150487323,1.072090059,"unpublished"
"2186","Smeaton et al 2022a","CS 12","Rhymney Wharf","Rhymney Wharf 12","Saltmarsh","Clay with roots",51.50236798,-3.08385067,"direct from dataset","1","UK","Wales",2019,0.9,0.92,"EA",1.989013192,1.332227284,"unpublished"
"2187","Smeaton et al 2022a","CS 13","Rhymney Wharf","Rhymney Wharf 13","Saltmarsh","Silt (roots)",51.50235183,-3.08206815,"direct from dataset","1","UK","Wales",2019,0,0.02,"EA",8.23,0.352154922,"unpublished"
"2188","Smeaton et al 2022a","CS 13","Rhymney Wharf","Rhymney Wharf 13","Saltmarsh","Silt (roots)",51.50235183,-3.08206815,"direct from dataset","1","UK","Wales",2019,0.04,0.06,"EA",4.35,0.557589562,"unpublished"
"2189","Smeaton et al 2022a","CS 13","Rhymney Wharf","Rhymney Wharf 13","Saltmarsh","Silt (roots)",51.50235183,-3.08206815,"direct from dataset","1","UK","Wales",2019,0.1,0.12,"EA",5.934867769,0.947959432,"unpublished"
"2190","Smeaton et al 2022a","CS 13","Rhymney Wharf","Rhymney Wharf 13","Saltmarsh","Silt (roots)",51.50235183,-3.08206815,"direct from dataset","1","UK","Wales",2019,0.2,0.22,"EA",5.509241712,0.562641771,"unpublished"
"2191","Smeaton et al 2022a","CS 13","Rhymney Wharf","Rhymney Wharf 13","Saltmarsh","Silt (roots)",51.50235183,-3.08206815,"direct from dataset","1","UK","Wales",2019,0.3,0.32,"EA",6.207642178,0.650694562,"unpublished"
"2192","Smeaton et al 2022a","CS 13","Rhymney Wharf","Rhymney Wharf 13","Saltmarsh","Silt (roots)",51.50235183,-3.08206815,"direct from dataset","1","UK","Wales",2019,0.5,0.52,"EA",8.106093468,0.603256285,"unpublished"
"2193","Smeaton et al 2022a","CS 13","Rhymney Wharf","Rhymney Wharf 13","Saltmarsh","Silt (roots)",51.50235183,-3.08206815,"direct from dataset","1","UK","Wales",2019,0.6,0.62,"EA",6.733101729,0.887998425,"unpublished"
"2194","Smeaton et al 2022a","CS 13","Rhymney Wharf","Rhymney Wharf 13","Saltmarsh","Silt (roots)",51.50235183,-3.08206815,"direct from dataset","1","UK","Wales",2019,0.7,0.72,"EA",6.276939082,0.682863731,"unpublished"
"2195","Smeaton et al 2022a","CS 13","Rhymney Wharf","Rhymney Wharf 13","Saltmarsh","Silt (roots)",51.50235183,-3.08206815,"direct from dataset","1","UK","Wales",2019,0.8,0.82,"EA",6.386783713,0.891429053,"unpublished"
"2196","Smeaton et al 2022a","CS 13","Rhymney Wharf","Rhymney Wharf 13","Saltmarsh","Silt (roots)",51.50235183,-3.08206815,"direct from dataset","1","UK","Wales",2019,0.9,0.92,"EA",2.890867419,0.971720751,"unpublished"
"2197","Smeaton et al 2022a","CS 14","Rhymney Wharf","Rhymney Wharf 14","Saltmarsh","Silty Clay",51.50240477,-3.0807158,"direct from dataset","1","UK","Wales",2019,0.04,0.06,"EA",3.54,0.808353486,"unpublished"
"2198","Smeaton et al 2022a","CS 14","Rhymney Wharf","Rhymney Wharf 14","Saltmarsh","Silty Clay",51.50240477,-3.0807158,"direct from dataset","1","UK","Wales",2019,0.1,0.12,"EA",2.74,0.646992108,"unpublished"
"2199","Smeaton et al 2022a","CS 14","Rhymney Wharf","Rhymney Wharf 14","Saltmarsh","Silty Clay",51.50240477,-3.0807158,"direct from dataset","1","UK","Wales",2019,0.3,0.32,"EA",4.841746588,0.662739254,"unpublished"
"2200","Smeaton et al 2022a","CS 14","Rhymney Wharf","Rhymney Wharf 14","Saltmarsh","Clay",51.50240477,-3.0807158,"direct from dataset","1","UK","Wales",2019,0.4,0.42,"EA",4.101811015,0.681504602,"unpublished"
"2201","Smeaton et al 2022a","CS 14","Rhymney Wharf","Rhymney Wharf 14","Saltmarsh","Clay",51.50240477,-3.0807158,"direct from dataset","1","UK","Wales",2019,0.5,0.52,"EA",4.137488701,0.64044017,"unpublished"
"2202","Smeaton et al 2022a","CS 14","Rhymney Wharf","Rhymney Wharf 14","Saltmarsh","Clay",51.50240477,-3.0807158,"direct from dataset","1","UK","Wales",2019,0.7,0.72,"EA",4.637745098,0.587527886,"unpublished"
"2203","Smeaton et al 2022a","CS 14","Rhymney Wharf","Rhymney Wharf 14","Saltmarsh","Clay",51.50240477,-3.0807158,"direct from dataset","1","UK","Wales",2019,0.8,0.82,"EA",4.1926963,0.630776297,"unpublished"
"2204","Smeaton et al 2022a","CS 14","Rhymney Wharf","Rhymney Wharf 14","Saltmarsh","Clay",51.50240477,-3.0807158,"direct from dataset","1","UK","Wales",2019,0.9,0.92,"EA",4.015980213,0.840588268,"unpublished"
"2205","Smeaton et al 2022a","CS 15","Rhymney Wharf","Rhymney Wharf 15","Saltmarsh","Silt (roots)",51.50240605,-3.07952172,"direct from dataset","1","UK","Wales",2019,0,0.02,"EA",2.82,0.602422061,"unpublished"
"2206","Smeaton et al 2022a","CS 15","Rhymney Wharf","Rhymney Wharf 15","Saltmarsh","Silt (roots)",51.50240605,-3.07952172,"direct from dataset","1","UK","Wales",2019,0.04,0.06,"EA",2.82,0.56493823,"unpublished"
"2207","Smeaton et al 2022a","CS 15","Rhymney Wharf","Rhymney Wharf 15","Saltmarsh","Silt",51.50240605,-3.07952172,"direct from dataset","1","UK","Wales",2019,0.1,0.12,"EA",3.756275994,0.602384568,"unpublished"
"2208","Smeaton et al 2022a","CS 15","Rhymney Wharf","Rhymney Wharf 15","Saltmarsh","Silty Clay",51.50240605,-3.07952172,"direct from dataset","1","UK","Wales",2019,0.2,0.22,"EA",4.417223831,0.616528879,"unpublished"
"2209","Smeaton et al 2022a","CS 15","Rhymney Wharf","Rhymney Wharf 15","Saltmarsh","Silty Clay",51.50240605,-3.07952172,"direct from dataset","1","UK","Wales",2019,0.3,0.32,"EA",3.532856868,0.824316218,"unpublished"
"2210","Smeaton et al 2022a","CS 15","Rhymney Wharf","Rhymney Wharf 15","Saltmarsh","Silty Clay",51.50240605,-3.07952172,"direct from dataset","1","UK","Wales",2019,0.4,0.42,"EA",3.465433037,0.76637047,"unpublished"
"2211","Smeaton et al 2022a","CS 15","Rhymney Wharf","Rhymney Wharf 15","Saltmarsh","Silty Clay",51.50240605,-3.07952172,"direct from dataset","1","UK","Wales",2019,0.5,0.52,"EA",3.426358271,0.726693287,"unpublished"
"2212","Smeaton et al 2022a","CS 15","Rhymney Wharf","Rhymney Wharf 15","Saltmarsh","Silty Clay",51.50240605,-3.07952172,"direct from dataset","1","UK","Wales",2019,0.6,0.62,"EA",3.800108636,0.658155709,"unpublished"
"2213","Smeaton et al 2022a","CS 15","Rhymney Wharf","Rhymney Wharf 15","Saltmarsh","Silty Clay",51.50240605,-3.07952172,"direct from dataset","1","UK","Wales",2019,0.7,0.72,"EA",3.751748501,0.601812796,"unpublished"
"2214","Smeaton et al 2022a","CS 15","Rhymney Wharf","Rhymney Wharf 15","Saltmarsh","Silty Clay",51.50240605,-3.07952172,"direct from dataset","1","UK","Wales",2019,0.8,0.82,"EA",3.56025631,0.816976923,"unpublished"
"2215","Smeaton et al 2022a","CS 15","Rhymney Wharf","Rhymney Wharf 15","Saltmarsh","Silty Clay",51.50240605,-3.07952172,"direct from dataset","1","UK","Wales",2019,0.9,0.92,"EA",3.271066785,0.866242993,"unpublished"
"2216","Smeaton et al 2022a","CS 16","Rhymney Wharf","Rhymney Wharf 16","Saltmarsh","Silt",51.50242521,-3.07769725,"direct from dataset","1","UK","Wales",2019,0,0.02,"EA",3.462622536,0.629614007,"unpublished"
"2217","Smeaton et al 2022a","CS 16","Rhymney Wharf","Rhymney Wharf 16","Saltmarsh","Silt",51.50242521,-3.07769725,"direct from dataset","1","UK","Wales",2019,0.04,0.06,"EA",3.742243145,0.62681139,"unpublished"
"2218","Smeaton et al 2022a","CS 16","Rhymney Wharf","Rhymney Wharf 16","Saltmarsh","Silt",51.50242521,-3.07769725,"direct from dataset","1","UK","Wales",2019,0.1,0.12,"EA",3.545010767,0.438745477,"unpublished"
"2219","Smeaton et al 2022a","CS 16","Rhymney Wharf","Rhymney Wharf 16","Saltmarsh","Silt",51.50242521,-3.07769725,"direct from dataset","1","UK","Wales",2019,0.2,0.22,"EA",3.178547421,0.797358604,"unpublished"
"2220","Smeaton et al 2022a","CS 16","Rhymney Wharf","Rhymney Wharf 16","Saltmarsh","Silt",51.50242521,-3.07769725,"direct from dataset","1","UK","Wales",2019,0.3,0.32,"EA",3.480952584,0.768985621,"unpublished"
"2221","Smeaton et al 2022a","CS 16","Rhymney Wharf","Rhymney Wharf 16","Saltmarsh","Silt",51.50242521,-3.07769725,"direct from dataset","1","UK","Wales",2019,0.4,0.42,"EA",1.845844846,0.399480719,"unpublished"
"2222","Smeaton et al 2022a","CS 16","Rhymney Wharf","Rhymney Wharf 16","Saltmarsh","Silt",51.50242521,-3.07769725,"direct from dataset","1","UK","Wales",2019,0.5,0.52,"EA",2.824381801,0.827268808,"unpublished"
"2223","Smeaton et al 2022a","CS 16","Rhymney Wharf","Rhymney Wharf 16","Saltmarsh","Silt",51.50242521,-3.07769725,"direct from dataset","1","UK","Wales",2019,0.6,0.62,"EA",2.155270117,0.895197121,"unpublished"
"2224","Smeaton et al 2022a","CS 16","Rhymney Wharf","Rhymney Wharf 16","Saltmarsh","Silt",51.50242521,-3.07769725,"direct from dataset","1","UK","Wales",2019,0.7,0.72,"EA",2.021642138,0.889535647,"unpublished"
"2225","Smeaton et al 2022a","CS 16","Rhymney Wharf","Rhymney Wharf 16","Saltmarsh","Silt",51.50242521,-3.07769725,"direct from dataset","1","UK","Wales",2019,0.8,0.82,"EA",1.806413736,1.102450181,"unpublished"
"2226","Smeaton et al 2022a","CS 16","Rhymney Wharf","Rhymney Wharf 16","Saltmarsh","Silt",51.50242521,-3.07769725,"direct from dataset","1","UK","Wales",2019,0.9,0.92,"EA",1.582383264,0.944266352,"unpublished"
"2227","Smeaton et al 2022a","CS 1","Shell Island","Shell Island 1","Saltmarsh","Fine Sand",52.8226602,-4.13535969,"direct from dataset","1","UK","Wales",2019,0,0.02,"EA",0.19,0.735804136,"unpublished"
"2228","Smeaton et al 2022a","CS 1","Shell Island","Shell Island 1","Saltmarsh","Fine Sand",52.8226602,-4.13535969,"direct from dataset","1","UK","Wales",2019,0.04,0.06,"EA",0.08,0.942016759,"unpublished"
"2229","Smeaton et al 2022a","CS 1","Shell Island","Shell Island 1","Saltmarsh","Fine Sand",52.8226602,-4.13535969,"direct from dataset","1","UK","Wales",2019,0.1,0.12,"EA",0.985993806,0.938267439,"unpublished"
"2230","Smeaton et al 2022a","CS 1","Shell Island","Shell Island 1","Saltmarsh","Fine Sand",52.8226602,-4.13535969,"direct from dataset","1","UK","Wales",2019,0.2,0.22,"EA",0.993517277,1.074180305,"unpublished"
"2231","Smeaton et al 2022a","CS 1","Shell Island","Shell Island 1","Saltmarsh","Fine Sand",52.8226602,-4.13535969,"direct from dataset","1","UK","Wales",2019,0.3,0.32,"EA",1.167152697,1.129482781,"unpublished"
"2232","Smeaton et al 2022a","CS 1","Shell Island","Shell Island 1","Saltmarsh","Fine Sand",52.8226602,-4.13535969,"direct from dataset","1","UK","Wales",2019,0.4,0.42,"EA",0.993762547,1.251335695,"unpublished"
"2233","Smeaton et al 2022a","CS 1","Shell Island","Shell Island 1","Saltmarsh","Fine Sand",52.8226602,-4.13535969,"direct from dataset","1","UK","Wales",2019,0.5,0.52,"EA",1.077260432,1.302888851,"unpublished"
"2234","Smeaton et al 2022a","CS 1","Shell Island","Shell Island 1","Saltmarsh","Fine Sand",52.8226602,-4.13535969,"direct from dataset","1","UK","Wales",2019,0.6,0.62,"EA",1.020636966,1.075117635,"unpublished"
"2235","Smeaton et al 2022a","CS 1","Shell Island","Shell Island 1","Saltmarsh","Fine Sand",52.8226602,-4.13535969,"direct from dataset","1","UK","Wales",2019,0.7,0.72,"EA",0.936160544,1.102300208,"unpublished"
"2236","Smeaton et al 2022a","CS 1","Shell Island","Shell Island 1","Saltmarsh","Fine Sand",52.8226602,-4.13535969,"direct from dataset","1","UK","Wales",2019,0.8,0.82,"EA",0.975129202,1.210093171,"unpublished"
"2237","Smeaton et al 2022a","CS 1","Shell Island","Shell Island 1","Saltmarsh","Fine Sand",52.8226602,-4.13535969,"direct from dataset","1","UK","Wales",2019,0.9,0.92,"EA",1.071500483,0.970136663,"unpublished"
"2238","Smeaton et al 2022a","CS 2","Shell Island","Shell Island 2","Saltmarsh","Silty Sand",52.82224801,-4.13519381,"direct from dataset","1","UK","Wales",2019,0,0.02,"EA",0.24,0.724556174,"unpublished"
"2239","Smeaton et al 2022a","CS 2","Shell Island","Shell Island 2","Saltmarsh","Silty Sand",52.82224801,-4.13519381,"direct from dataset","1","UK","Wales",2019,0.04,0.06,"EA",0.78,1.088240256,"unpublished"
"2240","Smeaton et al 2022a","CS 2","Shell Island","Shell Island 2","Saltmarsh","Silty Sand",52.82224801,-4.13519381,"direct from dataset","1","UK","Wales",2019,0.1,0.12,"EA",1.649612734,1.251335695,"unpublished"
"2241","Smeaton et al 2022a","CS 2","Shell Island","Shell Island 2","Saltmarsh","Silty Sand",52.82224801,-4.13519381,"direct from dataset","1","UK","Wales",2019,0.2,0.22,"EA",1.500704851,1.004817877,"unpublished"
"2242","Smeaton et al 2022a","CS 2","Shell Island","Shell Island 2","Saltmarsh","Silty Sand",52.82224801,-4.13519381,"direct from dataset","1","UK","Wales",2019,0.3,0.32,"EA",1.20397094,1.096676227,"unpublished"
"2243","Smeaton et al 2022a","CS 2","Shell Island","Shell Island 2","Saltmarsh","Silty Sand",52.82224801,-4.13519381,"direct from dataset","1","UK","Wales",2019,0.4,0.42,"EA",1.027868092,1.183847928,"unpublished"
"2244","Smeaton et al 2022a","CS 2","Shell Island","Shell Island 2","Saltmarsh","Silty Sand",52.82224801,-4.13519381,"direct from dataset","1","UK","Wales",2019,0.5,0.52,"EA",1.192255216,0.889526273,"unpublished"
"2245","Smeaton et al 2022a","CS 2","Shell Island","Shell Island 2","Saltmarsh","Silty Sand",52.82224801,-4.13519381,"direct from dataset","1","UK","Wales",2019,0.6,0.62,"EA",0.913783885,1.046997732,"unpublished"
"2246","Smeaton et al 2022a","CS 2","Shell Island","Shell Island 2","Saltmarsh","Silty Sand",52.82224801,-4.13519381,"direct from dataset","1","UK","Wales",2019,0.7,0.72,"EA",1.059726471,1.147292053,"unpublished"
"2247","Smeaton et al 2022a","CS 2","Shell Island","Shell Island 2","Saltmarsh","Silty Sand",52.82224801,-4.13519381,"direct from dataset","1","UK","Wales",2019,0.8,0.82,"EA",0.934312032,1.402245843,"unpublished"
"2248","Smeaton et al 2022a","CS 2","Shell Island","Shell Island 2","Saltmarsh","Silty Sand",52.82224801,-4.13519381,"direct from dataset","1","UK","Wales",2019,0.9,0.92,"EA",1.352210501,1.178223947,"unpublished"
"2249","Smeaton et al 2022a","CS 3","Shell Island","Shell Island 3","Saltmarsh","Silt",52.82115308,-4.13537201,"direct from dataset","1","UK","Wales",2019,0,0.02,"EA",3.4,0.492098307,"unpublished"
"2250","Smeaton et al 2022a","CS 3","Shell Island","Shell Island 3","Saltmarsh","Silt",52.82115308,-4.13537201,"direct from dataset","1","UK","Wales",2019,0.04,0.06,"EA",3.4,0.77798399,"unpublished"
"2251","Smeaton et al 2022a","CS 3","Shell Island","Shell Island 3","Saltmarsh","Silt",52.82115308,-4.13537201,"direct from dataset","1","UK","Wales",2019,0.1,0.12,"EA",3.235184615,0.706746902,"unpublished"
"2252","Smeaton et al 2022a","CS 3","Shell Island","Shell Island 3","Saltmarsh","Silt",52.82115308,-4.13537201,"direct from dataset","1","UK","Wales",2019,0.2,0.22,"EA",1.833397973,1.109798849,"unpublished"
"2253","Smeaton et al 2022a","CS 3","Shell Island","Shell Island 3","Saltmarsh","Silt",52.82115308,-4.13537201,"direct from dataset","1","UK","Wales",2019,0.3,0.32,"EA",1.004632268,1.173537296,"unpublished"
"2254","Smeaton et al 2022a","CS 3","Shell Island","Shell Island 3","Saltmarsh","Silt",52.82115308,-4.13537201,"direct from dataset","1","UK","Wales",2019,0.4,0.42,"EA",1.883496729,0.94576608,"unpublished"
"2255","Smeaton et al 2022a","CS 3","Shell Island","Shell Island 3","Saltmarsh","Silt",52.82115308,-4.13537201,"direct from dataset","1","UK","Wales",2019,0.5,0.52,"EA",1.472030878,1.323510114,"unpublished"
"2256","Smeaton et al 2022a","CS 3","Shell Island","Shell Island 3","Saltmarsh","Silt",52.82115308,-4.13537201,"direct from dataset","1","UK","Wales",2019,0.6,0.62,"EA",0.896473774,1.318823463,"unpublished"
"2257","Smeaton et al 2022a","CS 3","Shell Island","Shell Island 3","Saltmarsh","Fine Sand",52.82115308,-4.13537201,"direct from dataset","1","UK","Wales",2019,0.7,0.72,"EA",0.961076238,1.11636016,"unpublished"
"2258","Smeaton et al 2022a","CS 3","Shell Island","Shell Island 3","Saltmarsh","Fine Sand",52.82115308,-4.13537201,"direct from dataset","1","UK","Wales",2019,0.8,0.82,"EA",0.877395129,1.231651763,"unpublished"
"2259","Smeaton et al 2022a","CS 3","Shell Island","Shell Island 3","Saltmarsh","Fine Sand",52.82115308,-4.13537201,"direct from dataset","1","UK","Wales",2019,0.9,0.92,"EA",0.950533591,1.213842491,"unpublished"
"2260","Smeaton et al 2022a","CS 4","Shell Island","Shell Island 4","Saltmarsh","Silt",52.81959374,-4.13536486,"direct from dataset","1","UK","Wales",2019,0,0.02,"EA",2.58,0.778921321,"unpublished"
"2261","Smeaton et al 2022a","CS 4","Shell Island","Shell Island 4","Saltmarsh","Silt",52.81959374,-4.13536486,"direct from dataset","1","UK","Wales",2019,0.04,0.06,"EA",4.92,0.816414525,"unpublished"
"2262","Smeaton et al 2022a","CS 4","Shell Island","Shell Island 4","Saltmarsh","Silt",52.81959374,-4.13536486,"direct from dataset","1","UK","Wales",2019,0.1,0.12,"EA",2.782034392,0.855782389,"unpublished"
"2263","Smeaton et al 2022a","CS 4","Shell Island","Shell Island 4","Saltmarsh","Silty Sand",52.81959374,-4.13536486,"direct from dataset","1","UK","Wales",2019,0.2,0.22,"EA",0.93710954,1.365689969,"unpublished"
"2264","Smeaton et al 2022a","CS 4","Shell Island","Shell Island 4","Saltmarsh","Silty Sand",52.81959374,-4.13536486,"direct from dataset","1","UK","Wales",2019,0.3,0.32,"EA",1.918008802,0.915771516,"unpublished"
"2265","Smeaton et al 2022a","CS 4","Shell Island","Shell Island 4","Saltmarsh","Sand ",52.81959374,-4.13536486,"direct from dataset","1","UK","Wales",2019,0.4,0.42,"EA",0.902803891,1.20446919,"unpublished"
"2266","Smeaton et al 2022a","CS 4","Shell Island","Shell Island 4","Saltmarsh","Sand ",52.81959374,-4.13536486,"direct from dataset","1","UK","Wales",2019,0.5,0.52,"EA",0.901906072,1.219466472,"unpublished"
"2267","Smeaton et al 2022a","CS 4","Shell Island","Shell Island 4","Saltmarsh","Sand ",52.81959374,-4.13536486,"direct from dataset","1","UK","Wales",2019,0.6,0.62,"EA",0.8298,1.226965113,"unpublished"
"2268","Smeaton et al 2022a","CS 4","Shell Island","Shell Island 4","Saltmarsh","Sand ",52.81959374,-4.13536486,"direct from dataset","1","UK","Wales",2019,0.7,0.72,"EA",0.903666142,1.190409238,"unpublished"
"2269","Smeaton et al 2022a","CS 4","Shell Island","Shell Island 4","Saltmarsh","Sand ",52.81959374,-4.13536486,"direct from dataset","1","UK","Wales",2019,0.8,0.82,"EA",1.062868323,0.754550738,"unpublished"
"2270","Smeaton et al 2022a","CS 4","Shell Island","Shell Island 4","Saltmarsh","Sand ",52.81959374,-4.13536486,"direct from dataset","1","UK","Wales",2019,0.9,0.92,"EA",0.905514286,0.387117335,"unpublished"
"2271","Smeaton et al 2022a","CS 5","Shell Island","Shell Island 5","Saltmarsh","Silt",52.81678436,-4.1346862,"direct from dataset","1","UK","Wales",2019,0,0.02,"EA",3.78,0.566156759,"unpublished"
"2272","Smeaton et al 2022a","CS 5","Shell Island","Shell Island 5","Saltmarsh","Silt",52.81678436,-4.1346862,"direct from dataset","1","UK","Wales",2019,0.04,0.06,"EA",5.2,0.571171475,"unpublished"
"2273","Smeaton et al 2022a","CS 5","Shell Island","Shell Island 5","Saltmarsh","Silt",52.81678436,-4.1346862,"direct from dataset","1","UK","Wales",2019,0.1,0.12,"EA",2.430430069,0.51547532,"unpublished"
"2274","Smeaton et al 2022a","CS 5","Shell Island","Shell Island 5","Saltmarsh","Silt",52.81678436,-4.1346862,"direct from dataset","1","UK","Wales",2019,0.2,0.22,"EA",1.115535489,1.340700748,"unpublished"
"2275","Smeaton et al 2022a","CS 5","Shell Island","Shell Island 5","Saltmarsh","Silty Sand",52.81678436,-4.1346862,"direct from dataset","1","UK","Wales",2019,0.3,0.32,"EA",1.188463309,1.282201976,"unpublished"
"2276","Smeaton et al 2022a","CS 5","Shell Island","Shell Island 5","Saltmarsh","Fine Sand",52.81678436,-4.1346862,"direct from dataset","1","UK","Wales",2019,0.4,0.42,"EA",1.013684337,1.001002943,"unpublished"
"2277","Smeaton et al 2022a","CS 5","Shell Island","Shell Island 5","Saltmarsh","Fine Sand",52.81678436,-4.1346862,"direct from dataset","1","UK","Wales",2019,0.5,0.52,"EA",0.927233799,1.031822357,"unpublished"
"2278","Smeaton et al 2022a","CS 5","Shell Island","Shell Island 5","Saltmarsh","Fine Sand",52.81678436,-4.1346862,"direct from dataset","1","UK","Wales",2019,0.6,0.62,"EA",0.922868531,0.856616613,"unpublished"
