"Source","Site_name","Site","Plot","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","Year_collected_end","U_depth_m","L_depth_m","Method","Data_type","OC_perc","BD_reported_g_cm3","Core","SOM_perc","SOM_perc_Heiri","N_perc","Conv_factor","Original_source","Admin_unit","Depth_to_bedrock_m","Treatment","Time_replicate","n_cores","SOM_perc_mean","SOM_perc_sd","OC_perc_mean","OC_perc_sd","OC_perc_se","BD_reported_g_cm3_mean","BD_reported_g_cm3_se","BD_reported_g_cm3_sd","OC_perc_combined","SOM_perc_combined","BD_reported_combined","Horizon_mid_depth_cm","Horizon_bin_cm"
"CCRCN",NA,NA,NA,"marsh",26.35406638,-97.3633227,"direct from dataset",1,"United States",2013,NA,0,0.15,"EA","Core-level",NA,1.00662271659757,"lower_laguna_madre_8",6.03015075376889,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.03015075376889,1.00662271659757,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",26.35392023,-97.36324154,"direct from dataset",1,"United States",2013,NA,0,0.15,"EA","Core-level",NA,1.06854549436276,"lower_laguna_madre_9",5.33980582524269,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.33980582524269,1.06854549436276,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",26.35390823,-97.36323329,"direct from dataset",1,"United States",2013,NA,0,0.15,"EA","Core-level",NA,1.18748253702151,"lower_laguna_madre_10",5.20833333333323,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.20833333333323,1.18748253702151,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",26.35389727,-97.36322653,"direct from dataset",1,"United States",2013,NA,0,0.15,"EA","Core-level",NA,1.08176072132485,"lower_laguna_madre_11",5.12820512820502,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.12820512820502,1.08176072132485,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",26.35388895,-97.3632216,"direct from dataset",1,"United States",2013,NA,0,0.15,"EA","Core-level",NA,1.21353541303248,"lower_laguna_madre_12",5.64102564102579,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.64102564102579,1.21353541303248,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",26.35388198,-97.36321734,"direct from dataset",1,"United States",2013,NA,0,0.15,"EA","Core-level",NA,1.12593733716952,"lower_laguna_madre_13",4.97512437810935,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.97512437810935,1.12593733716952,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",26.3538753,-97.36321279,"direct from dataset",1,"United States",2013,NA,0,0.15,"EA","Core-level",NA,1.14934716778807,"lower_laguna_madre_14",5.55555555555554,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.55555555555554,1.14934716778807,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",26.35357257,-97.36304177,"direct from dataset",1,"United States",2013,NA,0,0.15,"EA","Core-level",NA,1.19427893945916,"lower_laguna_madre_21",6.66666666666662,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.66666666666662,1.19427893945916,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",26.3535617,-97.36303609,"direct from dataset",1,"United States",2013,NA,0,0.15,"EA","Core-level",NA,1.35663744213618,"lower_laguna_madre_22",5.75916230366489,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.75916230366489,1.35663744213618,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",26.35728803,-97.34920299,"direct from dataset",1,"United States",2013,NA,0,0.15,"EA","Core-level",NA,1.41327412911654,"lower_laguna_madre_35",4.66321243523315,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.66321243523315,1.41327412911654,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",26.35728156,-97.34920095,"direct from dataset",1,"United States",2013,NA,0,0.15,"EA","Core-level",NA,1.24713984730749,"lower_laguna_madre_36",3.92156862745107,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.92156862745107,1.24713984730749,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",26.04645916,-97.18504495,"direct from dataset",1,"United States",2013,NA,0,0.15,"EA","Core-level",NA,0.755910982231183,"lower_laguna_madre_57",8.04020100502512,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.04020100502512,0.755910982231183,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",26.0464602,-97.18505253,"direct from dataset",1,"United States",2013,NA,0,0.15,"EA","Core-level",NA,0.81707860416997,"lower_laguna_madre_58",7.07070707070693,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.07070707070693,0.81707860416997,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",26.04801346,-97.18113353,"direct from dataset",1,"United States",2013,NA,0,0.15,"EA","Core-level",NA,1.17162426466701,"lower_laguna_madre_72",3.00000000000011,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.00000000000011,1.17162426466701,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",26.17128176,-97.30353977,"direct from dataset",1,"United States",2013,NA,0,0.15,"EA","Core-level",NA,0.749869735619945,"lower_laguna_madre_83",7.84313725490197,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.84313725490197,0.749869735619945,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",26.17129311,-97.30367484,"direct from dataset",1,"United States",2013,NA,0,0.15,"EA","Core-level",NA,0.726459905001397,"lower_laguna_madre_88",10.1449275362319,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1449275362319,0.726459905001397,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",26.17129766,-97.30372949,"direct from dataset",1,"United States",2013,NA,0,0.15,"EA","Core-level",NA,1.09384321454732,"lower_laguna_madre_91",4.59183673469388,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.59183673469388,1.09384321454732,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",26.20144325,-97.29822159,"direct from dataset",1,"United States",2013,NA,0,0.15,"EA","Core-level",NA,1.13348889543357,"lower_laguna_madre_97",5.88235294117635,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.88235294117635,1.13348889543357,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",26.20152528,-97.29736708,"direct from dataset",1,"United States",2013,NA,0,0.15,"EA","Core-level",NA,1.55448826865424,"lower_laguna_madre_106",3.06122448979585,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.06122448979585,1.55448826865424,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",26.2015281,-97.29735748,"direct from dataset",1,"United States",2013,NA,0,0.15,"EA","Core-level",NA,1.49936189332669,"lower_laguna_madre_107",2.03045685279201,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.03045685279201,1.49936189332669,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",27.87697332,-97.05065025,"direct from dataset",1,"United States",2013,NA,0,0.15,"EA","Core-level",NA,1.04551324165742,"mission_aransas_bay_12",2.59067357512957,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.59067357512957,1.04551324165742,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",27.87696256,-97.05085036,"direct from dataset",1,"United States",2013,NA,0,0.15,"EA","Core-level",NA,1.02248098895207,"mission_aransas_bay_13",2.95566502463048,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.95566502463048,1.02248098895207,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.0610008,-97.23429651,"direct from dataset",1,"United States",2013,NA,0,0.15,"EA","Core-level",NA,0.94507751674558,"mission_aransas_bay_42",5.05050505050495,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.05050505050495,0.94507751674558,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.06099702,-97.23428801,"direct from dataset",1,"United States",2013,NA,0,0.15,"EA","Core-level",NA,0.860877642101448,"mission_aransas_bay_43",5.02512562814078,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.02512562814078,0.860877642101448,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.06077415,-97.23409655,"direct from dataset",1,"United States",2013,NA,0,0.15,"EA","Core-level",NA,0.5531516428415,"mission_aransas_bay_47",9.31372549019614,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.31372549019614,0.5531516428415,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.06075448,-97.23408206,"direct from dataset",1,"United States",2013,NA,0,0.15,"EA","Core-level",NA,0.461777787846522,"mission_aransas_bay_49",11.3989637305699,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3989637305699,0.461777787846522,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.06072494,-97.23405323,"direct from dataset",1,"United States",2013,NA,0,0.15,"EA","Core-level",NA,0.468196612370963,"mission_aransas_bay_51",9.50000000000006,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.50000000000006,0.468196612370963,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.06069906,-97.23403383,"direct from dataset",1,"United States",2013,NA,0,0.15,"EA","Core-level",NA,0.559948045279143,"mission_aransas_bay_52",9.59595959595966,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.59595959595966,0.559948045279143,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.06057202,-97.23392358,"direct from dataset",1,"United States",2013,NA,0,0.15,"EA","Core-level",NA,0.771014098759279,"mission_aransas_bay_54",6.40394088669963,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.40394088669963,0.771014098759279,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.06055797,-97.23391247,"direct from dataset",1,"United States",2013,NA,0,0.15,"EA","Core-level",NA,0.779698390762934,"mission_aransas_bay_55",7.28155339805819,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.28155339805819,0.779698390762934,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.06054519,-97.23390097,"direct from dataset",1,"United States",2013,NA,0,0.15,"EA","Core-level",NA,1.01304154112201,"mission_aransas_bay_56",5.97014925373122,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.97014925373122,1.01304154112201,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.06046564,-97.23382173,"direct from dataset",1,"United States",2013,NA,0,0.15,"EA","Core-level",NA,1.25771202887716,"mission_aransas_bay_61",5.18134715025914,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.18134715025914,1.25771202887716,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.06045831,-97.23381483,"direct from dataset",1,"United States",2013,NA,0,0.15,"EA","Core-level",NA,1.106303285683,"mission_aransas_bay_62",6.53266331658287,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.53266331658287,1.106303285683,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.0600653,-97.23658347,"direct from dataset",1,"United States",2013,NA,0,0.15,"EA","Core-level",NA,0.544467350837845,"mission_aransas_bay_68",9.18367346938774,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.18367346938774,0.544467350837845,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.06031705,-97.23678418,"direct from dataset",1,"United States",2013,NA,0,0.15,"EA","Core-level",NA,0.63055511504799,"mission_aransas_bay_70",9.4059405940593,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4059405940593,0.63055511504799,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.06035501,-97.23681232,"direct from dataset",1,"United States",2013,NA,0,0.15,"EA","Core-level",NA,0.768371053366862,"mission_aransas_bay_71",7.57575757575768,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.57575757575768,0.768371053366862,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.06034174,-97.23680211,"direct from dataset",1,"United States",2013,NA,0,0.15,"EA","Core-level",NA,0.877491070282353,"mission_aransas_bay_72",5.64102564102561,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.64102564102561,0.877491070282353,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.06036325,-97.23681956,"direct from dataset",1,"United States",2013,NA,0,0.15,"EA","Core-level",NA,1.09610868202654,"mission_aransas_bay_73",4.47761194029851,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.47761194029851,1.09610868202654,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.06038783,-97.23683873,"direct from dataset",1,"United States",2013,NA,0,0.15,"EA","Core-level",NA,1.50011704915309,"mission_aransas_bay_76",4.49999999999999,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.49999999999999,1.50011704915309,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.06039594,-97.23684691,"direct from dataset",1,"United States",2013,NA,0,0.15,"EA","Core-level",NA,1.37702664944911,"mission_aransas_bay_77",5.55555555555553,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.55555555555553,1.37702664944911,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.06040462,-97.23684821,"direct from dataset",1,"United States",2013,NA,0,0.15,"EA","Core-level",NA,1.49105517923624,"mission_aransas_bay_78",4.68749999999999,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.68749999999999,1.49105517923624,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.05989542,-97.23696656,"direct from dataset",1,"United States",2013,NA,0,0.15,"EA","Core-level",NA,0.712489522212909,"mission_aransas_bay_84",9.8445595854923,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8445595854923,0.712489522212909,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.06000565,-97.23717417,"direct from dataset",1,"United States",2013,NA,0,0.15,"EA","Core-level",NA,0.629044803395181,"mission_aransas_bay_86",10.3960396039603,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3960396039603,0.629044803395181,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.25102298,-96.78701058,"direct from dataset",1,"United States",2014,NA,0,0.15,"EA","Core-level",NA,1.10290508446418,"san_antonio_bay_10",7.32758620689662,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.32758620689662,1.10290508446418,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.25103004,-96.78709692,"direct from dataset",1,"United States",2014,NA,0,0.15,"EA","Core-level",NA,1.3120832483783,"san_antonio_bay_11",3.73443983402489,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.73443983402489,1.3120832483783,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.25103106,-96.78730208,"direct from dataset",1,"United States",2014,NA,0,0.15,"EA","Core-level",NA,1.32190027412157,"san_antonio_bay_12",3.78151260504201,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.78151260504201,1.32190027412157,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.25103828,-96.78750506,"direct from dataset",1,"United States",2014,NA,0,0.15,"EA","Core-level",NA,1.43404091434267,"san_antonio_bay_13",3.16742081447965,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.16742081447965,1.43404091434267,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.25106127,-96.78812384,"direct from dataset",1,"United States",2014,NA,0,0.15,"EA","Core-level",NA,1.38344547397355,"san_antonio_bay_16",2.34741784037545,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.34741784037545,1.38344547397355,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.25106482,-96.7882456,"direct from dataset",1,"United States",2014,NA,0,0.15,"EA","Core-level",NA,1.52768023681687,"san_antonio_bay_17",1.78571428571425,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78571428571425,1.52768023681687,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.25106529,-96.78826088,"direct from dataset",1,"United States",2014,NA,0,0.15,"EA","Core-level",NA,1.36192353292102,"san_antonio_bay_18",1.54440154440151,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54440154440151,1.36192353292102,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.25106478,-96.78828475,"direct from dataset",1,"United States",2014,NA,0,0.15,"EA","Core-level",NA,1.27092725583924,"san_antonio_bay_20",1.8264840182648,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8264840182648,1.27092725583924,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.2510083,-96.78834257,"direct from dataset",1,"United States",2014,NA,0,0.15,"EA","Core-level",NA,1.26828421044683,"san_antonio_bay_21",1.30434782608701,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.30434782608701,1.26828421044683,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.20083987,-96.8299655,"direct from dataset",1,"United States",2014,NA,0,0.15,"EA","Core-level",NA,1.19427893945916,"san_antonio_bay_25",2.59740259740254,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.59740259740254,1.19427893945916,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.20085497,-96.82997746,"direct from dataset",1,"United States",2014,NA,0,0.15,"EA","Core-level",NA,1.27696850245048,"san_antonio_bay_27",3.47826086956514,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.47826086956514,1.27696850245048,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.20097607,-96.83006043,"direct from dataset",1,"United States",2014,NA,0,0.15,"EA","Core-level",NA,1.29395950854459,"san_antonio_bay_28",4.09090909090909,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.09090909090909,1.29395950854459,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.20100988,-96.83008438,"direct from dataset",1,"United States",2014,NA,0,0.15,"EA","Core-level",NA,1.08931227958889,"san_antonio_bay_29",7.27272727272728,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.27272727272728,1.08931227958889,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.20116669,-96.83018063,"direct from dataset",1,"United States",2014,NA,0,0.15,"EA","Core-level",NA,1.04966659870264,"san_antonio_bay_30",4.82456140350875,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.82456140350875,1.04966659870264,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.19734197,-96.83518481,"direct from dataset",1,"United States",2014,NA,0,0.15,"EA","Core-level",NA,1.21580088051169,"san_antonio_bay_33",2.70270270270265,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.70270270270265,1.21580088051169,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.19736104,-96.83517869,"direct from dataset",1,"United States",2014,NA,0,0.15,"EA","Core-level",NA,1.33511550108365,"san_antonio_bay_34",3.29218106995885,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.29218106995885,1.33511550108365,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.19738339,-96.83517938,"direct from dataset",1,"United States",2014,NA,0,0.15,"EA","Core-level",NA,1.32454331951398,"san_antonio_bay_35",3.01279405695421,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.01279405695421,1.32454331951398,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.19740501,-96.83517489,"direct from dataset",1,"United States",2014,NA,0,0.15,"EA","Core-level",NA,1.3589029096154,"san_antonio_bay_36",2.63157894736844,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63157894736844,1.3589029096154,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.19757625,-96.83512834,"direct from dataset",1,"United States",2014,NA,0,0.15,"EA","Core-level",NA,1.04702355331023,"san_antonio_bay_37",3.76569037656903,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.76569037656903,1.04702355331023,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.1977502,-96.83508032,"direct from dataset",1,"United States",2014,NA,0,0.15,"EA","Core-level",NA,0.986611087197843,"san_antonio_bay_38",5.55555555555559,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.55555555555559,0.986611087197843,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.42591097,-96.85081664,"direct from dataset",1,"United States",2014,NA,0,0.15,"EA","Core-level",NA,0.668690484281431,"san_antonio_bay_44",14.6551724137931,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6551724137931,0.668690484281431,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.42592309,-96.85083726,"direct from dataset",1,"United States",2014,NA,0,0.15,"EA","Core-level",NA,0.751002469359552,"san_antonio_bay_45",10.7142857142857,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7142857142857,0.751002469359552,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.42593453,-96.85085029,"direct from dataset",1,"United States",2014,NA,0,0.15,"EA","Core-level",NA,0.97339586023576,"san_antonio_bay_46",10.5485232067511,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5485232067511,0.97339586023576,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.42593936,-96.85085881,"direct from dataset",1,"United States",2014,NA,0,0.15,"EA","Core-level",NA,0.896369965942472,"san_antonio_bay_47",9.52380952380955,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.52380952380955,0.896369965942472,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.42594802,-96.85086832,"direct from dataset",1,"United States",2014,NA,0,0.15,"EA","Core-level",NA,0.97339586023576,"san_antonio_bay_48",8.77192982456145,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.77192982456145,0.97339586023576,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.42606856,-96.85106783,"direct from dataset",1,"United States",2014,NA,0,0.15,"EA","Core-level",NA,1.16482786222937,"san_antonio_bay_52",6.30630630630633,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.30630630630633,1.16482786222937,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.42608083,-96.85108787,"direct from dataset",1,"United States",2014,NA,0,0.15,"EA","Core-level",NA,1.32378816368758,"san_antonio_bay_53",6.19834710743803,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.19834710743803,1.32378816368758,7.5,"0-10cm"
"CCRCN",NA,NA,NA,"marsh",28.42612068,-96.85115326,"direct from dataset",1,"United States",2014,NA,0,0.15,"EA","Core-level",NA,1.18219644623668,"san_antonio_bay_55",7.92951541850219,NA,NA,NA,"Osland et al 2016","Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.92951541850219,1.18219644623668,7.5,"0-10cm"
